model,device,batch,ctx,baseline,hbm_frac,simulated,ttft_p50,ttft_p99,tpot_p50,tpot_p99,throughput_tps,flash_stall_ms,note
meta-llama/Meta-Llama-3-8B,a40,2,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,36.138301448671875,49.57467857876826,161.78883101453684,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,a40,2,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,36.138301448671875,49.57467857876826,161.78883101453684,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,4,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,26.78382080229513,28.376621544415208,283.19472241115903,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,a40,4,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,26.78382080229513,28.376621544415208,283.19472241115903,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,8,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,17.65501008619105,17.65501008619105,456.42555047703723,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,a40,8,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,17.65501008619105,17.65501008619105,456.42555047703723,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,2,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,sim 8s
meta-llama/Meta-Llama-3-8B,a40,2,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,1,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,sim 9s
meta-llama/Meta-Llama-3-8B,a40,1,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,4,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.60781120229509,33.43041514441517,240.21926535798147,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,a40,4,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.60781120229509,33.43041514441517,240.21926535798147,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,8,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,22.66212848619105,22.66212848619105,355.00929958619935,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,a40,8,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,22.66212848619105,22.66212848619105,355.00929958619935,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,1,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,sim 13s
meta-llama/Meta-Llama-3-8B,a40,1,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,2,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,sim 12s
meta-llama/Meta-Llama-3-8B,a40,2,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,4,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.60781120229509,33.43041514441517,240.21926535798147,0.0,sim 5s
meta-llama/Meta-Llama-3-8B,a40,4,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.60781120229509,33.43041514441517,240.21926535798147,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,8,32768,Dense,0.7858,True,-1.6195993760626193,-1.020060287274801,22.66212848619105,22.66212848619105,355.00929958619935,0.0,sim 12s
meta-llama/Meta-Llama-3-8B,a40,8,32768,NaiveSparse,0.7858,True,-1.6195993760626193,-1.020060287274801,22.66212848619105,22.66212848619105,355.00929958619935,0.0,sim 12s
meta-llama/Meta-Llama-3-8B,a40,1,65536,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,sim 17s
meta-llama/Meta-Llama-3-8B,a40,1,65536,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,2,65536,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,sim 17s
meta-llama/Meta-Llama-3-8B,a40,2,65536,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,4,65536,Dense,0.7858,True,-1.6195993760626193,-1.020060287274801,31.60781120229509,33.43041514441517,240.21926535798147,0.0,sim 19s
meta-llama/Meta-Llama-3-8B,a40,4,65536,NaiveSparse,0.7858,True,-1.6195993760626193,-1.020060287274801,31.60781120229509,33.43041514441517,240.21926535798147,0.0,sim 19s
meta-llama/Meta-Llama-3-8B,a40,8,65536,Dense,0.3929,True,-1.6195993760626193,-1.020060287274801,55.52719065191714,55.52719065191714,144.40515811702164,262.92,sim 49s
meta-llama/Meta-Llama-3-8B,a40,8,65536,NaiveSparse,0.3929,True,-1.6195993760626193,-1.020060287274801,55.52719065191714,55.52719065191714,144.40515811702164,262.92,sim 49s
meta-llama/Meta-Llama-3-8B,a40,1,131072,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,sim 26s
meta-llama/Meta-Llama-3-8B,a40,1,131072,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,a40,2,131072,Dense,0.7858,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,sim 49s
meta-llama/Meta-Llama-3-8B,a40,2,131072,NaiveSparse,0.7858,True,-1.6195993760626193,-1.020060287274801,40.11281024867189,54.987585778768306,145.82553026236974,0.0,sim 33s
meta-llama/Meta-Llama-3-8B,a40,4,131072,Dense,0.3929,True,-1.6195993760626193,-1.020060287274801,102.68540752691713,109.42390440191713,73.19545958873303,607.95,sim 90s
meta-llama/Meta-Llama-3-8B,a40,4,131072,NaiveSparse,0.3929,True,-1.6195993760626193,-1.020060287274801,102.68540752691713,109.42390440191713,73.19545958873303,607.95,sim 90s
meta-llama/Meta-Llama-3-8B,h100,1,1048576,NaiveSparse,0.4511,True,-1.6195993760626193,-1.020060287274801,486.7416262859096,778.710097535909,10.275082056484212,5470.0,sim 730s
meta-llama/Meta-Llama-3-8B,h100,1,1048576,Dense,0.4511,True,-1.6195993760626193,-1.020060287274801,486.7416262859096,778.710097535909,10.275082056484212,5470.0,sim 770s
meta-llama/Meta-Llama-3-8B,a40,1,262144,Dense,0.7858,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,sim 95s
meta-llama/Meta-Llama-3-8B,a40,8,131072,Dense,0.1965,True,-1.6195993760626193,-1.020060287274801,145.01590815191713,145.01590815191713,55.214909999607876,978.83,sim 123s
meta-llama/Meta-Llama-3-8B,a40,1,262144,NaiveSparse,0.7858,True,-1.6195993760626193,-1.020060287274801,59.42728217622029,95.0071469604067,84.31735247440714,0.0,sim 85s
meta-llama/Meta-Llama-3-8B,a40,8,131072,NaiveSparse,0.1965,True,-1.6195993760626193,-1.020060287274801,145.01590815191713,145.01590815191713,55.214909999607876,978.83,sim 122s
meta-llama/Meta-Llama-3-8B,a40,2,262144,Dense,0.3929,True,-1.6195993760626193,-1.020060287274801,156.57802627691717,216.07243815191723,37.046482069197346,1288.68,sim 173s
meta-llama/Meta-Llama-3-8B,a40,2,262144,NaiveSparse,0.3929,True,-1.6195993760626193,-1.020060287274801,156.57802627691717,216.07243815191723,37.046482069197346,1288.68,sim 172s
meta-llama/Meta-Llama-3-8B,a40,4,262144,Dense,0.1965,True,-1.6195993760626193,-1.020060287274801,270.4776912769171,287.25303315191707,27.862378250197573,2030.58,sim 234s
meta-llama/Meta-Llama-3-8B,a40,4,262144,NaiveSparse,0.1965,True,-1.6195993760626193,-1.020060287274801,270.4776912769171,287.25303315191707,27.862378250197573,2030.58,sim 230s
meta-llama/Meta-Llama-3-8B,a40,1,524288,Dense,0.3929,True,-1.6195993760626193,-1.020060287274801,269.62472628590945,431.3230575359096,18.553067164074385,2690.53,sim 399s
meta-llama/Meta-Llama-3-8B,a40,1,524288,NaiveSparse,0.3929,True,-1.6195993760626193,-1.020060287274801,269.62472628590945,431.3230575359096,18.553067164074385,2690.53,sim 376s
meta-llama/Meta-Llama-3-8B,a40,2,524288,Dense,0.1965,True,-1.6195993760626193,-1.020060287274801,419.11878378590944,573.6936356609093,13.947825033099797,4149.65,sim 452s
meta-llama/Meta-Llama-3-8B,a40,2,524288,NaiveSparse,0.1965,True,-1.6195993760626193,-1.020060287274801,419.11878378590944,573.6936356609093,13.947825033099797,4149.65,sim 451s
meta-llama/Meta-Llama-3-8B,h200,2,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,34.423770815779704,47.248569114745194,169.7754620110926,0.0,sim 278s
meta-llama/Meta-Llama-3-8B,h200,2,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,34.423770815779704,47.248569114745194,169.7754620110926,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,24.463998681893063,25.932913178772505,310.0125652243917,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,h200,4,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,24.463998681893063,25.932913178772505,310.0125652243917,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,54.23620793613523,86.70142817627084,92.40658088286153,0.0,sim 305s
meta-llama/Meta-Llama-3-8B,h200,1,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,54.23620793613523,86.70142817627084,92.40658088286153,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,8,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,15.110917227753067,15.110917227753067,533.9238640958229,0.0,sim 7s
meta-llama/Meta-Llama-3-8B,h200,8,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,15.110917227753067,15.110917227753067,533.9238640958229,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,56.75260336427648,90.72766086129676,88.30007131741012,0.0,sim 9s
meta-llama/Meta-Llama-3-8B,h200,1,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,56.75260336427648,90.72766086129676,88.30007131741012,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,2,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,36.601020129287264,50.21100813288122,159.73324357610284,0.0,sim 9s
meta-llama/Meta-Llama-3-8B,h200,2,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,36.601020129287264,50.21100813288122,159.73324357610284,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,27.088149881893056,28.69990178829631,279.9905366464581,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,h200,4,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,27.088149881893056,28.69990178829631,279.9905366464581,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,8,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,17.812241560451508,17.812241560451508,452.367561134814,0.0,sim 4s
meta-llama/Meta-Llama-3-8B,h200,8,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,17.812241560451508,17.812241560451508,452.367561134814,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,sim 13s
meta-llama/Meta-Llama-3-8B,h200,1,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,2,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,sim 13s
meta-llama/Meta-Llama-3-8B,h200,2,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,sim 5s
meta-llama/Meta-Llama-3-8B,h200,4,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,8,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,sim 5s
meta-llama/Meta-Llama-3-8B,h200,8,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,sim 19s
meta-llama/Meta-Llama-3-8B,h200,1,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,2,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,sim 20s
meta-llama/Meta-Llama-3-8B,h200,2,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,sim 5s
meta-llama/Meta-Llama-3-8B,h200,4,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,8,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,sim 5s
meta-llama/Meta-Llama-3-8B,h200,8,32768,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,2,65536,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,sim 19s
meta-llama/Meta-Llama-3-8B,h200,2,65536,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,65536,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,sim 25s
meta-llama/Meta-Llama-3-8B,h200,1,65536,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,65536,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,sim 6s
meta-llama/Meta-Llama-3-8B,h200,4,65536,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,8,65536,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,sim 6s
meta-llama/Meta-Llama-3-8B,h200,8,65536,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,2,131072,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,sim 31s
meta-llama/Meta-Llama-3-8B,h200,2,131072,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,131072,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,sim 34s
meta-llama/Meta-Llama-3-8B,h200,1,131072,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,131072,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,sim 6s
meta-llama/Meta-Llama-3-8B,h200,4,131072,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.913424015226546,33.7560527216298,237.8931338188548,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,8,131072,Dense,0.8949,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,sim 20s
meta-llama/Meta-Llama-3-8B,h200,8,131072,NaiveSparse,0.8949,True,-1.6195993760626193,-1.020060287274801,22.85611942711809,22.85611942711809,351.9792602510117,0.0,sim 20s
meta-llama/Meta-Llama-3-8B,h200,2,262144,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,sim 48s
meta-llama/Meta-Llama-3-8B,h200,2,262144,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.59034706262058,55.64362519954787,144.10229563368358,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,1,262144,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,sim 54s
meta-llama/Meta-Llama-3-8B,h200,1,262144,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,4,262144,Dense,0.8949,True,-1.6195993760626193,-1.020060287274801,33.5873089732852,35.7179070982852,224.77971864235957,15.69,sim 34s
meta-llama/Meta-Llama-3-8B,h200,4,262144,NaiveSparse,0.8949,True,-1.6195993760626193,-1.020060287274801,33.5873089732852,35.7179070982852,224.77971864235957,15.69,sim 35s
meta-llama/Meta-Llama-3-8B,h200,8,262144,Dense,0.4475,True,-1.6195993760626193,-1.020060287274801,197.67273834828518,197.67273834828518,40.497054609221244,1398.53,sim 166s
meta-llama/Meta-Llama-3-8B,h200,8,262144,NaiveSparse,0.4475,True,-1.6195993760626193,-1.020060287274801,197.67273834828518,197.67273834828518,40.497054609221244,1398.53,sim 167s
meta-llama/Meta-Llama-3-8B,h200,1,524288,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,sim 93s
meta-llama/Meta-Llama-3-8B,h200,1,524288,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.18799003094311,96.22427952796322,83.24941446172105,0.0,copy-from-Dense (hbm_frac=1.0)
meta-llama/Meta-Llama-3-8B,h200,2,524288,Dense,0.8949,True,-1.6195993760626193,-1.020060287274801,50.61605522328518,69.7849545982852,114.84773469857824,113.13,sim 131s
meta-llama/Meta-Llama-3-8B,h200,2,524288,NaiveSparse,0.8949,True,-1.6195993760626193,-1.020060287274801,50.61605522328518,69.7849545982852,114.84773469857824,113.13,sim 63s
meta-llama/Meta-Llama-3-8B,a40,1,1048576,Dense,0.1965,True,-1.6195993760626193,-1.020060287274801,717.0717262859099,1147.2382575359104,6.97404326478502,8417.85,sim 1207s
meta-llama/Meta-Llama-3-8B,a40,1,1048576,NaiveSparse,0.1965,True,-1.6195993760626193,-1.020060287274801,717.0717262859099,1147.2382575359104,6.97404326478502,8417.85,sim 1179s
meta-llama/Meta-Llama-3-8B,h200,4,524288,Dense,0.4475,True,-1.6195993760626193,-1.020060287274801,369.19166897328523,393.69598209828524,20.326831331944234,2879.52,sim 317s
meta-llama/Meta-Llama-3-8B,h200,4,524288,NaiveSparse,0.4475,True,-1.6195993760626193,-1.020060287274801,369.19166897328523,393.69598209828524,20.326831331944234,2879.52,sim 320s
meta-llama/Meta-Llama-3-8B,h200,1,1048576,Dense,0.8949,True,-1.6195993760626193,-1.020060287274801,85.30877628590932,136.4175375359093,58.69835086249526,321.55,sim 280s
meta-llama/Meta-Llama-3-8B,h200,1,1048576,NaiveSparse,0.8949,True,-1.6195993760626193,-1.020060287274801,85.30877628590932,136.4175375359093,58.69835086249526,321.55,sim 248s
mistralai/Mixtral-8x7B-v0.1,a100,1,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,55.09519608798577,88.07580921923173,90.96252965527175,0.0,sim 7s
mistralai/Mixtral-8x7B-v0.1,a100,1,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,55.09519608798577,88.07580921923173,90.96252965527175,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,2,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,34.4469122232025,47.28030954082746,169.66117939641398,0.0,sim 4s
mistralai/Mixtral-8x7B-v0.1,a100,2,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,34.4469122232025,47.28030954082746,169.66117939641398,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,4,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,24.478832221364854,25.948653814655952,309.8235807828874,0.0,sim 4s
mistralai/Mixtral-8x7B-v0.1,a100,4,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,24.478832221364854,25.948653814655952,309.8235807828874,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,8,4096,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,15.11413375251846,15.11413375251846,533.8092699699084,0.0,sim 4s
mistralai/Mixtral-8x7B-v0.1,a100,8,4096,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,15.11413375251846,15.11413375251846,533.8092699699084,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,1,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,56.79238897687476,90.79131784145413,88.23807396842595,0.0,sim 9s
mistralai/Mixtral-8x7B-v0.1,a100,1,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,56.79238897687476,90.79131784145413,88.23807396842595,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,2,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,36.62786163018661,50.24779326908139,159.61600942560491,0.0,sim 4s
mistralai/Mixtral-8x7B-v0.1,a100,2,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,36.62786163018661,50.24779326908139,159.61600942560491,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,4,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,27.106357910253724,28.718699945449586,279.80644827288074,0.0,sim 4s
mistralai/Mixtral-8x7B-v0.1,a100,4,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,27.106357910253724,28.718699945449586,279.80644827288074,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,8,8192,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,17.819651166486743,17.819651166486743,452.1781061156192,0.0,sim 4s
mistralai/Mixtral-8x7B-v0.1,a100,8,8192,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,17.819651166486743,17.819651166486743,452.1781061156192,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,1,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.2176956435414,96.27180850812066,83.2082600747417,0.0,sim 13s
mistralai/Mixtral-8x7B-v0.1,a100,1,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,60.2176956435414,96.27180850812066,83.2082600747417,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,2,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,40.59296936351992,55.647643935748036,144.09186501968398,0.0,sim 10s
mistralai/Mixtral-8x7B-v0.1,a100,2,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,40.59296936351992,55.647643935748036,144.09186501968398,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,4,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,31.9283216435872,33.7716402121164,237.78291677162346,0.0,sim 5s
mistralai/Mixtral-8x7B-v0.1,a100,4,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,31.9283216435872,33.7716402121164,237.78291677162346,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,8,16384,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,22.862635699819997,22.862635699819997,351.8783770350177,0.0,sim 5s
mistralai/Mixtral-8x7B-v0.1,a100,8,16384,NaiveSparse,1.0,True,-1.6195993760626193,-1.020060287274801,22.862635699819997,22.862635699819997,351.8783770350177,0.0,copy-from-Dense (hbm_frac=1.0)
mistralai/Mixtral-8x7B-v0.1,a100,1,32768,Dense,1.0,True,-1.6195993760626193,-1.020060287274801,60.2176956435414,96.27180850812066,83.2082600747417,0.0,sim 19s
