time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.136,0.15,0.14142857142857143,0.14,0.004645237485050353,0.041,0.045,0.04295,0.043000000000000003,0.0013219304066402267,0.637,0.707,0.66455,0.651,0.025336682892596663,0.096,0.10300000000000001,0.099,0.098,0.0024083189157584613,0.234,0.254,0.24109999999999995,0.23600000000000002,0.007279423054061352,0.847,0.9400000000000001,0.8833,0.867,0.03450811498763736,0.121,0.131,0.1246,0.123,0.0035693136595149524,0.771,0.857,0.8076999999999999,0.79,0.03201733905245716,0.078,0.078,0.07800000000000001,0.078,1.3877787807814457e-17,32,32,2560,10240,51200,False,4096,1
0.136,0.149,0.1422857142857143,0.14100000000000001,0.004452317290097439,0.041,0.045,0.043250000000000004,0.043000000000000003,0.0012196310917650447,0.638,0.709,0.6697,0.6605000000000001,0.026619729525297585,0.096,0.10400000000000001,0.09935000000000002,0.099,0.0027977669667075583,0.232,0.255,0.24244999999999997,0.23900000000000002,0.008065203035262033,0.849,0.9430000000000001,0.8916000000000001,0.878,0.03432987037551994,0.121,0.131,0.12560000000000002,0.126,0.0036796738985948227,0.773,0.86,0.8154,0.8200000000000001,0.03302483913662561,0.078,0.078,0.07800000000000001,0.078,1.3877787807814457e-17,32,32,2560,10240,51200,False,4096,1
0.138,0.149,0.14204761904761906,0.14100000000000001,0.0037856394122574746,0.042,0.045,0.042800000000000005,0.042,0.0011224972160321803,0.654,0.7000000000000001,0.6694499999999999,0.654,0.02075686633381833,0.096,0.10300000000000001,0.0988,0.098,0.0021118712081942895,0.23500000000000001,0.254,0.24175000000000005,0.23650000000000002,0.007313514886837922,0.866,0.9450000000000001,0.89405,0.874,0.028814015686814666,0.122,0.13,0.12430000000000001,0.122,0.002984962311319862,0.791,0.866,0.8133000000000001,0.796,0.02585942768121519,0.076,0.078,0.07710000000000002,0.077,0.0007681145747868615,32,32,2560,10240,51200,False,4064,1
0.135,0.145,0.13995238095238097,0.138,0.0037477128323716133,0.041,0.045,0.04270000000000001,0.042,0.0012288205727444487,0.641,0.709,0.66955,0.661,0.023122445804888377,0.095,0.10200000000000001,0.09815000000000002,0.0975,0.002127792283095323,0.232,0.254,0.24050000000000002,0.23700000000000002,0.007605918747922562,0.854,0.9420000000000001,0.8930999999999999,0.879,0.03026697870617419,0.12,0.129,0.12354999999999998,0.122,0.0031220986531498357,0.781,0.859,0.8147500000000001,0.8015000000000001,0.028328210321162162,0.076,0.077,0.07605,0.076,0.00021794494717703385,32,32,2560,10240,51200,False,4032,1
0.14200000000000002,0.147,0.14347619047619048,0.14300000000000002,0.0013316315670580444,0.043000000000000003,0.044,0.043500000000000004,0.0435,0.000499999999999997,0.6890000000000001,0.707,0.6949500000000001,0.6900000000000001,0.007031891637390287,0.099,0.10200000000000001,0.0999,0.1,0.0008888194417315598,0.247,0.253,0.24895,0.2475,0.0024994999499899995,0.917,0.9390000000000001,0.9237500000000001,0.917,0.00936949838571949,0.125,0.128,0.12615000000000004,0.126,0.0012359207094308285,0.836,0.857,0.8431,0.837,0.0086307589469293,0.076,0.076,0.07600000000000001,0.076,1.3877787807814457e-17,32,32,2560,10240,51200,False,4000,1
0.14300000000000002,0.146,0.14428571428571432,0.14400000000000002,0.001030157507275415,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,0.707,0.709,0.7076000000000001,0.708,0.0005830951894845306,0.099,0.101,0.09995000000000001,0.1,0.0005894913061275802,0.252,0.254,0.25279999999999997,0.253,0.000509901951359279,0.9400000000000001,0.9420000000000001,0.94085,0.9410000000000001,0.0007262919523166983,0.127,0.127,0.12699999999999995,0.127,5.551115123125783e-17,0.857,0.858,0.8575499999999998,0.858,0.0004974937185533104,0.076,0.076,0.07600000000000001,0.076,1.3877787807814457e-17,32,32,2560,10240,51200,False,3968,1
0.14100000000000001,0.145,0.14242857142857146,0.14200000000000002,0.0010497813183356455,0.043000000000000003,0.044,0.04340000000000001,0.043000000000000003,0.0004898979485566326,0.704,0.714,0.7066000000000001,0.705,0.0037469987990390425,0.098,0.1,0.09875000000000003,0.0985,0.0008291561975888507,0.25,0.254,0.25165000000000004,0.251,0.0012359207094308287,0.936,0.9490000000000001,0.9392500000000001,0.937,0.004794528131109467,0.125,0.126,0.1252,0.125,0.0004000000000000003,0.853,0.866,0.8556500000000001,0.854,0.004304358256465188,0.074,0.076,0.07519999999999999,0.075,0.000509901951359279,32,32,2560,10240,51200,False,3936,1
0.14,0.14400000000000002,0.14204761904761903,0.14200000000000002,0.0010454523047666747,0.042,0.043000000000000003,0.04295000000000001,0.043000000000000003,0.00021794494717703385,0.6990000000000001,0.709,0.7075000000000001,0.708,0.002012461179749789,0.098,0.101,0.09855,0.098,0.0007399324293474377,0.249,0.252,0.2516,0.252,0.0007348469228349541,0.93,0.9420000000000001,0.9405000000000001,0.9410000000000001,0.0025000000000000022,0.124,0.125,0.12495,0.125,0.00021794494717703385,0.857,0.858,0.8571499999999999,0.857,0.0003570714214271428,0.074,0.075,0.07415000000000001,0.074,0.0003570714214271428,32,32,2560,10240,51200,False,3904,1
0.137,0.14300000000000002,0.13914285714285712,0.139,0.0012453996981544792,0.041,0.043000000000000003,0.04200000000000001,0.042,0.00044721359549995833,0.6950000000000001,0.705,0.7009500000000001,0.704,0.004271709259769393,0.096,0.098,0.09720000000000001,0.097,0.0006000000000000005,0.247,0.251,0.2492,0.25,0.0014696938456699082,0.924,0.937,0.9322000000000001,0.936,0.005519057890618657,0.122,0.124,0.1227,0.123,0.0005567764362830027,0.843,0.854,0.8497999999999999,0.853,0.005005996404313535,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,32,32,2560,10240,51200,False,3872,1
0.137,0.14,0.1388095238095238,0.139,0.0007315376902732014,0.041,0.043000000000000003,0.04195000000000001,0.042,0.0004974937185533105,0.773,0.788,0.7764500000000002,0.774,0.005545042831214206,0.096,0.099,0.0971,0.097,0.0009949874371066208,0.247,0.252,0.2484,0.248,0.0018547236990991425,0.93,0.9460000000000001,0.9329000000000001,0.93,0.005575840743780264,0.122,0.124,0.12229999999999999,0.122,0.0007141428428542857,0.851,0.865,0.85415,0.852,0.004596466033813373,0.073,0.074,0.07365000000000001,0.074,0.0004769696007084732,32,32,2560,10240,51200,False,3840,1
0.136,0.138,0.13690476190476192,0.137,0.0007499055118106493,0.04,0.042,0.04125000000000001,0.041,0.0005361902647381809,0.758,0.769,0.76725,0.768,0.0021880356487041083,0.094,0.096,0.0949,0.095,0.0006244997998398403,0.242,0.246,0.24500000000000002,0.245,0.0007745966692414841,0.909,0.92,0.91895,0.919,0.0023339880033967633,0.12,0.121,0.12025000000000001,0.12,0.0004330127018922197,0.836,0.843,0.84155,0.842,0.0013955285736952877,0.07200000000000001,0.073,0.0728,0.073,0.0003999999999999948,32,32,2560,10240,51200,False,3808,1
0.135,0.138,0.13585714285714287,0.136,0.0008329931278350436,0.04,0.041,0.04060000000000001,0.041,0.000489897948556636,0.758,0.768,0.7624500000000001,0.76,0.004177020469186143,0.092,0.096,0.09395,0.094,0.0009205976319760994,0.241,0.245,0.24299999999999997,0.242,0.0014832396974191339,0.91,0.922,0.9149499999999999,0.911,0.005370986873936674,0.11800000000000001,0.12,0.11885000000000001,0.11900000000000001,0.0008529361054615942,0.834,0.845,0.8386000000000001,0.835,0.005043808085167401,0.07200000000000001,0.07200000000000001,0.07200000000000002,0.07200000000000001,1.3877787807814457e-17,32,32,2560,10240,51200,False,3776,1
0.132,0.137,0.13466666666666668,0.135,0.001247219128924648,0.04,0.041,0.04025000000000001,0.04,0.0004330127018922198,0.768,0.771,0.7699499999999999,0.77,0.0006689544080129832,0.093,0.095,0.09380000000000001,0.094,0.0006000000000000006,0.245,0.246,0.24525000000000002,0.245,0.0004330127018922197,0.922,0.923,0.9225000000000003,0.9225000000000001,0.0005000000000000004,0.11800000000000001,0.11900000000000001,0.11890000000000005,0.11900000000000001,0.0003000000000000003,0.845,0.846,0.84505,0.845,0.00021794494717703385,0.07100000000000001,0.07200000000000001,0.07145000000000001,0.07100000000000001,0.0004974937185533104,32,32,2560,10240,51200,False,3744,1
0.133,0.137,0.13504761904761903,0.135,0.0009988655696858593,0.04,0.041,0.04055000000000001,0.041,0.0004974937185533104,0.761,0.777,0.7673500000000001,0.7625,0.0067102533484213606,0.092,0.096,0.09425000000000001,0.094,0.0008874119674649433,0.232,0.23800000000000002,0.23420000000000002,0.233,0.0021817424229271447,0.856,0.873,0.8625,0.857,0.0071798328671355644,0.117,0.11900000000000001,0.11785000000000004,0.11750000000000001,0.0009096702699330135,0.851,0.865,0.8562999999999998,0.851,0.006411708040764182,0.07,0.07100000000000001,0.0703,0.07,0.0004582575694955844,32,32,2560,10240,51200,False,3712,1
0.13,0.133,0.13085714285714287,0.131,0.0009404008408634056,0.039,0.04,0.03950000000000001,0.0395,0.0005000000000000004,0.746,0.758,0.74875,0.747,0.0036588932752951438,0.091,0.093,0.09154999999999999,0.091,0.0006689544080129831,0.227,0.231,0.22774999999999998,0.227,0.0011779218989389757,0.838,0.851,0.8407500000000001,0.8394999999999999,0.003561951712193755,0.114,0.116,0.11425,0.114,0.0005361902647381809,0.8300000000000001,0.843,0.8316500000000001,0.8300000000000001,0.003664355332115021,0.07,0.07,0.07000000000000002,0.07,1.3877787807814457e-17,32,32,2560,10240,51200,False,3680,1
0.131,0.133,0.132,0.132,0.0006172133998483682,0.039,0.04,0.03950000000000001,0.0395,0.0005000000000000004,0.757,0.762,0.7598,0.76,0.0011224972160321835,0.091,0.093,0.09195,0.092,0.0007399324293474377,0.229,0.231,0.23055000000000003,0.231,0.0005894913061275802,0.852,0.854,0.8525500000000001,0.8525,0.0005894913061275804,0.115,0.115,0.11500000000000003,0.115,2.7755575615628914e-17,0.845,0.846,0.8452,0.845,0.00040000000000000034,0.069,0.07,0.06985000000000001,0.07,0.00035707142142714284,32,32,2560,10240,51200,False,3648,1
0.128,0.131,0.1291904761904762,0.129,0.0007939681905015753,0.038,0.039,0.038950000000000005,0.039,0.00021794494717703385,0.753,0.757,0.7545999999999999,0.7545,0.0009695359714832669,0.089,0.091,0.09054999999999999,0.091,0.0005894913061275802,0.228,0.23,0.22895000000000004,0.229,0.00038405728739343076,0.847,0.849,0.84805,0.848,0.0007399324293474377,0.113,0.114,0.11305000000000001,0.113,0.00021794494717703385,0.839,0.84,0.8396000000000001,0.84,0.000489897948556636,0.068,0.07,0.06830000000000001,0.068,0.0005567764362830027,32,32,2560,10240,51200,False,3616,1
0.127,0.131,0.12828571428571428,0.128,0.0012399253872658618,0.038,0.039,0.038250000000000006,0.038,0.0004330127018922198,0.608,0.621,0.6141500000000001,0.615,0.00481949167444037,0.08700000000000001,0.09,0.08814999999999999,0.088,0.0010136567466356608,0.225,0.23,0.22685000000000005,0.227,0.001620956507744734,0.8320000000000001,0.85,0.8402999999999998,0.841,0.006716397844082758,0.112,0.114,0.11295,0.113,0.0007399324293474377,0.8260000000000001,0.845,0.8351500000000002,0.836,0.00695898699524575,0.068,0.068,0.06800000000000002,0.068,1.3877787807814457e-17,32,32,2560,10240,51200,False,3584,1
