model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s
Llama-2-7b-hf,h100,8,4,41.15,45.36,17.12,19.18,2.404,104.74,0.0,177.36,422.81
Llama-2-7b-hf,h100,8,8,45.33,45.33,12.85,12.85,3.528,129.95,0.0,177.46,635.36
Llama-2-7b-hf,h100,8,16,45.33,45.33,12.85,12.85,3.528,129.95,0.0,177.46,635.36
Llama-2-7b-hf,h100,8,32,45.33,45.33,12.85,12.85,3.528,129.95,0.0,177.46,635.36
Llama-2-7b-hf,h100,8,64,45.33,45.33,12.85,12.85,3.528,129.95,0.0,177.46,635.36
Llama-2-7b-hf,h100,16,4,81.45,89.85,17.12,19.18,4.758,282.7,0.0,89.29,422.81
Llama-2-7b-hf,h100,16,8,89.83,89.83,12.85,12.85,6.991,307.92,0.0,89.31,635.36
Llama-2-7b-hf,h100,16,16,89.83,89.83,12.85,12.85,6.991,307.92,0.0,89.31,635.36
Llama-2-7b-hf,h100,16,32,89.83,89.83,12.85,12.85,6.991,307.92,0.0,89.31,635.36
Llama-2-7b-hf,h100,32,4,162.53,179.33,17.62,19.68,9.224,640.6,2.0,44.68,411.93
Llama-2-7b-hf,h100,32,8,179.3,179.3,19.28,19.28,9.3,665.81,25.75,44.68,420.44
Llama-2-7b-hf,h100,32,16,179.3,179.3,19.28,19.28,9.3,665.81,25.75,44.68,420.44
Llama-2-7b-hf,h100,64,4,324.7,358.27,33.3,36.66,9.751,1356.38,69.94,22.35,219.74
Llama-2-7b-hf,h100,64,8,358.25,358.25,36.64,36.64,9.778,1381.59,95.15,22.35,219.9
Llama-2-7b-hf,h100,128,4,649.04,716.16,65.16,71.87,9.961,2787.95,210.79,11.17,111.7
Meta-Llama-3-70B,a100,4,4,192.57,216.44,192.56,216.43,1.0,0.0,0.0,37.0,37.01
Meta-Llama-3-70B,a100,4,8,123.57,123.57,123.54,123.54,1.0,0.0,0.0,64.87,64.89
Meta-Llama-3-70B,a100,4,16,123.53,123.53,123.54,123.54,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a100,4,32,123.55,123.55,123.55,123.55,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a100,4,64,123.53,123.53,123.54,123.54,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a100,4,128,123.55,123.55,123.53,123.53,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a100,8,4,198.79,223.33,198.79,223.33,1.0,0.0,0.0,35.86,35.86
Meta-Llama-3-70B,a100,8,8,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48
Meta-Llama-3-70B,a100,8,16,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48
Meta-Llama-3-70B,a100,8,32,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48
Meta-Llama-3-70B,a100,8,64,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48
Meta-Llama-3-70B,a100,8,128,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48
Meta-Llama-3-70B,a100,16,4,210.63,236.34,210.63,236.34,1.0,0.0,0.0,33.89,33.89
Meta-Llama-3-70B,a100,16,8,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,16,16,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,16,32,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,16,64,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,32,4,210.63,236.34,210.63,236.34,1.0,0.0,0.0,33.89,33.89
Meta-Llama-3-70B,a100,32,8,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,32,16,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,32,32,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a100,64,4,220.02,245.73,210.63,236.34,1.045,37.56,0.0,32.59,33.89
Meta-Llama-3-70B,a100,64,8,240.98,240.98,143.28,143.28,1.682,390.82,0.0,33.23,55.93
Meta-Llama-3-70B,a100,64,16,240.98,240.98,143.28,143.28,1.682,390.82,0.0,33.23,55.93
Meta-Llama-3-70B,a100,128,4,415.74,457.69,210.63,236.34,1.974,885.4,0.0,17.49,33.89
Meta-Llama-3-70B,a100,128,8,457.67,457.67,143.28,143.28,3.194,1257.56,0.0,17.49,55.93
Meta-Llama-3-70B,a100,256,4,811.15,895.03,210.63,236.34,3.851,2634.79,0.0,8.94,33.89
Meta-Llama-3-70B,a40,4,4,192.46,216.31,192.44,216.29,1.0,0.0,0.0,37.03,37.03
Meta-Llama-3-70B,a40,4,8,123.55,123.55,123.48,123.48,1.001,0.0,0.0,64.88,64.92
Meta-Llama-3-70B,a40,4,16,123.54,123.54,123.54,123.54,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a40,4,32,123.55,123.55,123.54,123.54,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a40,4,64,123.54,123.54,123.54,123.54,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a40,4,128,123.54,123.54,123.54,123.54,1.0,0.0,0.0,64.89,64.89
Meta-Llama-3-70B,a40,8,4,198.78,223.32,198.78,223.32,1.0,0.0,0.0,35.86,35.86
Meta-Llama-3-70B,a40,8,8,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47
Meta-Llama-3-70B,a40,8,16,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47
Meta-Llama-3-70B,a40,8,32,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47
Meta-Llama-3-70B,a40,8,64,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47
Meta-Llama-3-70B,a40,8,128,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47
Meta-Llama-3-70B,a40,16,4,210.61,236.31,210.61,236.31,1.0,0.0,0.0,33.89,33.89
Meta-Llama-3-70B,a40,16,8,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,16,16,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,16,32,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,16,64,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,32,4,210.6,236.3,210.6,236.3,1.0,0.0,0.0,33.89,33.89
Meta-Llama-3-70B,a40,32,8,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,32,16,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,32,32,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93
Meta-Llama-3-70B,a40,64,4,220.02,245.72,210.6,236.3,1.045,37.67,0.0,32.59,33.89
Meta-Llama-3-70B,a40,64,8,240.98,240.98,143.3,143.3,1.682,390.74,0.0,33.23,55.93
Meta-Llama-3-70B,a40,64,16,240.98,240.98,143.3,143.3,1.682,390.74,0.0,33.23,55.93
Meta-Llama-3-70B,a40,128,4,415.74,457.68,210.6,236.3,1.974,885.52,0.0,17.49,33.89
Meta-Llama-3-70B,a40,128,8,457.67,457.67,143.3,143.3,3.194,1257.47,0.0,17.49,55.93
Meta-Llama-3-70B,a40,256,4,811.15,895.03,210.6,236.3,3.852,2634.92,0.0,8.94,33.89
Meta-Llama-3-70B,h100,4,4,192.57,216.44,192.59,216.46,1.0,0.0,0.0,37.0,37.0
Meta-Llama-3-70B,h100,4,8,123.55,123.55,124.19,124.19,0.995,0.0,0.0,64.89,64.55
Meta-Llama-3-70B,h100,4,16,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.55,64.54
Meta-Llama-3-70B,h100,4,32,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.54,64.54
Meta-Llama-3-70B,h100,4,64,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.54,64.54
Meta-Llama-3-70B,h100,4,128,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.54,64.54
Meta-Llama-3-70B,h100,8,4,199.84,224.51,199.84,224.51,1.0,0.0,0.0,35.67,35.67
Meta-Llama-3-70B,h100,8,8,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18
Meta-Llama-3-70B,h100,8,16,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18
Meta-Llama-3-70B,h100,8,32,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18
Meta-Llama-3-70B,h100,8,64,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18
Meta-Llama-3-70B,h100,8,128,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18
Meta-Llama-3-70B,h100,16,4,211.64,237.48,211.64,237.48,1.0,0.0,0.0,33.72,33.72
Meta-Llama-3-70B,h100,16,8,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,16,16,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,16,32,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,16,64,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,32,4,211.64,237.48,211.64,237.48,1.0,0.0,0.0,33.72,33.72
Meta-Llama-3-70B,h100,32,8,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,32,16,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,32,32,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66
Meta-Llama-3-70B,h100,64,4,220.15,245.98,211.64,237.48,1.04,34.03,0.0,32.56,33.72
Meta-Llama-3-70B,h100,64,8,241.11,241.11,143.98,143.98,1.675,388.54,0.0,33.21,55.66
Meta-Llama-3-70B,h100,64,16,241.11,241.11,143.98,143.98,1.675,388.54,0.0,33.21,55.66
Meta-Llama-3-70B,h100,128,4,415.87,457.81,211.64,237.48,1.965,881.35,0.0,17.48,33.72
Meta-Llama-3-70B,h100,128,8,457.8,457.8,143.98,143.98,3.18,1255.28,0.0,17.48,55.66
Meta-Llama-3-70B,h100,256,4,811.15,895.03,211.64,237.48,3.833,2630.23,0.0,8.94,33.72
Meta-Llama-3-8B,a100,4,4,24.48,27.43,24.48,27.43,1.0,0.0,0.0,294.43,294.43
Meta-Llama-3-8B,a100,4,8,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68
Meta-Llama-3-8B,a100,4,16,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68
Meta-Llama-3-8B,a100,4,32,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68
Meta-Llama-3-8B,a100,4,64,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68
Meta-Llama-3-8B,a100,4,128,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68
Meta-Llama-3-8B,a100,8,4,26.97,30.2,26.97,30.2,1.0,0.0,0.0,267.16,267.16
Meta-Llama-3-8B,a100,8,8,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81
Meta-Llama-3-8B,a100,8,16,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81
Meta-Llama-3-8B,a100,8,32,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81
Meta-Llama-3-8B,a100,8,64,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81
Meta-Llama-3-8B,a100,8,128,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81
Meta-Llama-3-8B,a100,16,4,31.58,35.27,31.58,35.27,1.0,0.0,0.0,228.45,228.45
Meta-Llama-3-8B,a100,16,8,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38
Meta-Llama-3-8B,a100,16,16,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38
Meta-Llama-3-8B,a100,16,32,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38
Meta-Llama-3-8B,a100,16,64,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38
Meta-Llama-3-8B,a100,16,128,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38
Meta-Llama-3-8B,a100,32,4,42.43,46.63,31.58,35.27,1.344,45.42,0.0,172.51,228.45
Meta-Llama-3-8B,a100,32,8,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38
Meta-Llama-3-8B,a100,32,16,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38
Meta-Llama-3-8B,a100,32,32,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38
Meta-Llama-3-8B,a100,32,64,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38
Meta-Llama-3-8B,a100,64,4,81.57,89.96,31.58,35.27,2.583,218.74,0.0,89.18,228.45
Meta-Llama-3-8B,a100,64,8,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.38
Meta-Llama-3-8B,a100,64,16,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.38
Meta-Llama-3-8B,a100,64,32,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.38
Meta-Llama-3-8B,a100,128,4,162.43,179.21,31.58,35.27,5.143,575.73,0.0,44.7,228.45
Meta-Llama-3-8B,a100,128,8,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.38
Meta-Llama-3-8B,a100,128,16,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.38
Meta-Llama-3-8B,a100,256,4,324.57,358.12,34.58,38.27,9.386,1291.38,11.99,22.35,210.43
Meta-Llama-3-8B,a100,256,8,358.11,358.11,37.93,37.93,9.441,1334.86,54.13,22.36,212.35
Meta-Llama-3-8B,a100,512,4,648.85,715.95,65.9,72.62,9.846,2722.7,149.36,11.18,110.56
Meta-Llama-3-8B,a40,4,4,24.13,27.03,24.12,27.02,1.0,0.0,0.0,298.83,298.91
Meta-Llama-3-8B,a40,4,8,16.38,16.38,16.39,16.39,0.999,0.0,0.0,496.03,495.95
Meta-Llama-3-8B,a40,4,16,16.38,16.38,16.39,16.39,0.999,0.0,0.0,496.05,495.94
Meta-Llama-3-8B,a40,4,32,16.39,16.39,16.39,16.39,1.0,0.0,0.0,495.94,495.94
Meta-Llama-3-8B,a40,4,64,16.39,16.39,16.39,16.39,1.0,0.0,0.0,495.94,495.94
Meta-Llama-3-8B,a40,4,128,16.39,16.39,16.39,16.39,1.0,0.0,0.0,495.94,495.94
Meta-Llama-3-8B,a40,8,4,26.62,29.8,26.62,29.8,1.0,0.0,0.0,270.74,270.74
Meta-Llama-3-8B,a40,8,8,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12
Meta-Llama-3-8B,a40,8,16,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12
Meta-Llama-3-8B,a40,8,32,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12
Meta-Llama-3-8B,a40,8,64,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12
Meta-Llama-3-8B,a40,8,128,19.12,19.12,19.12,19.12,1.0,0.0,0.0,424.12,424.12
Meta-Llama-3-8B,a40,16,4,31.22,34.86,31.22,34.86,1.0,0.0,0.0,231.16,231.16
Meta-Llama-3-8B,a40,16,8,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43
Meta-Llama-3-8B,a40,16,16,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43
Meta-Llama-3-8B,a40,16,32,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43
Meta-Llama-3-8B,a40,16,64,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43
Meta-Llama-3-8B,a40,16,128,25.11,25.11,24.18,24.18,1.038,3.72,0.0,321.91,334.43
Meta-Llama-3-8B,a40,32,4,42.39,46.59,31.22,34.86,1.358,46.89,0.0,172.67,231.16
Meta-Llama-3-8B,a40,32,8,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43
Meta-Llama-3-8B,a40,32,16,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43
Meta-Llama-3-8B,a40,32,32,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43
Meta-Llama-3-8B,a40,32,64,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.43
Meta-Llama-3-8B,a40,64,4,81.53,89.92,31.22,34.86,2.611,220.21,0.0,89.22,231.16
Meta-Llama-3-8B,a40,64,8,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.23,334.43
Meta-Llama-3-8B,a40,64,16,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.23,334.43
Meta-Llama-3-8B,a40,64,32,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.23,334.43
Meta-Llama-3-8B,a40,128,4,162.43,179.21,31.22,34.86,5.203,577.37,0.0,44.7,231.16
Meta-Llama-3-8B,a40,128,8,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.43
Meta-Llama-3-8B,a40,128,16,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.43
Meta-Llama-3-8B,a40,256,4,324.57,358.12,34.54,38.18,9.397,1293.03,13.28,22.35,210.92
Meta-Llama-3-8B,a40,256,8,358.11,358.11,37.89,37.89,9.451,1335.74,54.84,22.36,212.59
Meta-Llama-3-8B,a40,512,4,648.85,715.95,65.86,72.57,9.852,2724.34,150.84,11.18,110.62
Meta-Llama-3-8B,h100,4,4,24.12,27.02,24.11,27.01,1.0,0.0,0.0,298.91,298.99
Meta-Llama-3-8B,h100,4,8,16.38,16.38,16.37,16.37,1.001,0.0,0.0,496.19,496.29
Meta-Llama-3-8B,h100,4,16,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19
Meta-Llama-3-8B,h100,4,32,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19
Meta-Llama-3-8B,h100,4,64,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19
Meta-Llama-3-8B,h100,4,128,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.19,496.19
Meta-Llama-3-8B,h100,8,4,26.61,29.8,26.61,29.8,1.0,0.0,0.0,270.8,270.8
Meta-Llama-3-8B,h100,8,8,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63
Meta-Llama-3-8B,h100,8,16,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63
Meta-Llama-3-8B,h100,8,32,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63
Meta-Llama-3-8B,h100,8,64,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63
Meta-Llama-3-8B,h100,8,128,19.1,19.1,19.1,19.1,1.0,0.0,0.0,424.63,424.63
Meta-Llama-3-8B,h100,16,4,31.23,34.88,31.23,34.88,1.0,0.0,0.0,231.06,231.06
Meta-Llama-3-8B,h100,16,8,25.1,25.1,24.18,24.18,1.038,3.69,0.0,322.0,334.4
Meta-Llama-3-8B,h100,16,16,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44
Meta-Llama-3-8B,h100,16,32,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44
Meta-Llama-3-8B,h100,16,64,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44
Meta-Llama-3-8B,h100,16,128,25.1,25.1,24.18,24.18,1.038,3.7,0.0,321.99,334.44
Meta-Llama-3-8B,h100,32,4,42.39,46.58,31.21,34.85,1.358,46.93,0.0,172.68,231.23
Meta-Llama-3-8B,h100,32,8,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44
Meta-Llama-3-8B,h100,32,16,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44
Meta-Llama-3-8B,h100,32,32,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44
Meta-Llama-3-8B,h100,32,64,46.58,46.58,24.18,24.18,1.926,89.6,0.0,172.71,334.44
Meta-Llama-3-8B,h100,64,4,81.52,89.92,31.21,34.85,2.612,220.25,0.0,89.23,231.23
Meta-Llama-3-8B,h100,64,8,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.24,334.44
Meta-Llama-3-8B,h100,64,16,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.24,334.44
Meta-Llama-3-8B,h100,64,32,89.91,89.91,24.18,24.18,3.718,262.92,0.0,89.24,334.44
Meta-Llama-3-8B,h100,128,4,162.43,179.21,31.21,34.85,5.204,577.42,0.0,44.7,231.23
Meta-Llama-3-8B,h100,128,8,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.44
Meta-Llama-3-8B,h100,128,16,179.2,179.2,24.18,24.18,7.411,620.08,0.0,44.71,334.44
Meta-Llama-3-8B,h100,256,4,324.57,358.12,34.54,38.18,9.397,1293.07,13.32,22.35,210.93
Meta-Llama-3-8B,h100,256,8,358.11,358.11,37.88,37.88,9.454,1335.74,54.83,22.36,212.6
Meta-Llama-3-8B,h100,512,4,648.85,715.95,65.86,72.57,9.852,2724.38,150.88,11.18,110.63
Mistral-7B-v0.1,a100,4,4,24.48,27.42,24.48,27.42,1.0,0.0,0.0,294.52,294.52
Mistral-7B-v0.1,a100,4,8,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54
Mistral-7B-v0.1,a100,4,16,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54
Mistral-7B-v0.1,a100,4,32,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54
Mistral-7B-v0.1,a100,4,64,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54
Mistral-7B-v0.1,a100,4,128,16.6,16.6,16.6,16.6,1.0,0.0,0.0,489.54,489.54
Mistral-7B-v0.1,a100,8,4,26.95,30.18,26.95,30.18,1.0,0.0,0.0,267.33,267.33
Mistral-7B-v0.1,a100,8,8,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25
Mistral-7B-v0.1,a100,8,16,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25
Mistral-7B-v0.1,a100,8,32,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25
Mistral-7B-v0.1,a100,8,64,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25
Mistral-7B-v0.1,a100,8,128,19.34,19.34,19.34,19.34,1.0,0.0,0.0,419.25,419.25
Mistral-7B-v0.1,a100,16,4,31.57,35.26,31.57,35.26,1.0,0.0,0.0,228.55,228.55
Mistral-7B-v0.1,a100,16,8,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36
Mistral-7B-v0.1,a100,16,16,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36
Mistral-7B-v0.1,a100,16,32,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36
Mistral-7B-v0.1,a100,16,64,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36
Mistral-7B-v0.1,a100,16,128,25.2,25.2,24.4,24.4,1.033,3.19,0.0,320.77,331.36
Mistral-7B-v0.1,a100,32,4,42.43,46.63,31.57,35.26,1.344,45.49,0.0,172.51,228.55
Mistral-7B-v0.1,a100,32,8,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36
Mistral-7B-v0.1,a100,32,16,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36
Mistral-7B-v0.1,a100,32,32,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36
Mistral-7B-v0.1,a100,32,64,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.54,331.36
Mistral-7B-v0.1,a100,64,4,81.57,89.96,31.57,35.26,2.584,218.81,0.0,89.18,228.55
Mistral-7B-v0.1,a100,64,8,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.36
Mistral-7B-v0.1,a100,64,16,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.36
Mistral-7B-v0.1,a100,64,32,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.36
Mistral-7B-v0.1,a100,128,4,162.43,179.21,31.57,35.26,5.145,575.79,0.0,44.7,228.55
Mistral-7B-v0.1,a100,128,8,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.36
Mistral-7B-v0.1,a100,128,16,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.36
Mistral-7B-v0.1,a100,256,4,324.57,358.12,34.58,38.27,9.386,1291.45,12.05,22.35,210.43
Mistral-7B-v0.1,a100,256,8,358.11,358.11,37.93,37.93,9.441,1334.85,54.12,22.36,212.35
Mistral-7B-v0.1,a100,512,4,648.85,715.95,65.9,72.62,9.846,2722.76,149.43,11.18,110.56
Mistral-7B-v0.1,a40,4,4,24.12,27.02,24.15,27.05,0.999,0.0,0.0,298.92,298.54
Mistral-7B-v0.1,a40,4,8,16.58,16.58,16.6,16.6,0.999,0.0,0.0,489.98,489.37
Mistral-7B-v0.1,a40,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.01
Mistral-7B-v0.1,a40,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.0
Mistral-7B-v0.1,a40,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.01,490.01
Mistral-7B-v0.1,a40,4,128,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.01,490.01
Mistral-7B-v0.1,a40,8,4,26.94,30.16,26.94,30.16,1.0,0.0,0.0,267.49,267.49
Mistral-7B-v0.1,a40,8,8,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68
Mistral-7B-v0.1,a40,8,16,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68
Mistral-7B-v0.1,a40,8,32,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68
Mistral-7B-v0.1,a40,8,64,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68
Mistral-7B-v0.1,a40,8,128,19.32,19.32,19.32,19.32,1.0,0.0,0.0,419.68,419.68
Mistral-7B-v0.1,a40,16,4,31.54,35.22,31.54,35.22,1.0,0.0,0.0,228.79,228.79
Mistral-7B-v0.1,a40,16,8,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67
Mistral-7B-v0.1,a40,16,16,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67
Mistral-7B-v0.1,a40,16,32,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67
Mistral-7B-v0.1,a40,16,64,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67
Mistral-7B-v0.1,a40,16,128,25.19,25.19,24.38,24.38,1.033,3.24,0.0,320.88,331.67
Mistral-7B-v0.1,a40,32,4,42.43,46.63,31.54,35.22,1.345,45.62,0.0,172.52,228.79
