model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s
Mistral-7B-v0.1,a40,32,8,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67
Mistral-7B-v0.1,a40,32,16,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67
Mistral-7B-v0.1,a40,32,32,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67
Mistral-7B-v0.1,a40,32,64,46.62,46.62,24.38,24.38,1.912,88.96,0.0,172.56,331.67
Mistral-7B-v0.1,a40,64,4,81.57,89.96,31.54,35.22,2.586,218.94,0.0,89.18,228.79
Mistral-7B-v0.1,a40,64,8,89.95,89.95,24.38,24.38,3.689,262.29,0.0,89.19,331.67
Mistral-7B-v0.1,a40,64,16,89.95,89.95,24.38,24.38,3.689,262.29,0.0,89.19,331.67
Mistral-7B-v0.1,a40,64,32,89.95,89.95,24.38,24.38,3.689,262.29,0.0,89.19,331.67
Mistral-7B-v0.1,a40,128,4,162.43,179.21,31.54,35.22,5.15,575.94,0.0,44.7,228.79
Mistral-7B-v0.1,a40,128,8,179.2,179.2,24.38,24.38,7.35,619.28,0.0,44.71,331.67
Mistral-7B-v0.1,a40,128,16,179.2,179.2,24.38,24.38,7.35,619.28,0.0,44.71,331.67
Mistral-7B-v0.1,a40,256,4,324.57,358.12,34.58,38.26,9.386,1291.59,12.17,22.35,210.48
Mistral-7B-v0.1,a40,256,8,358.11,358.11,37.93,37.93,9.441,1334.94,54.2,22.36,212.37
Mistral-7B-v0.1,a40,512,4,648.85,715.95,65.9,72.61,9.846,2722.9,149.56,11.18,110.56
Mistral-7B-v0.1,h100,4,4,24.44,27.38,24.45,27.39,1.0,0.0,0.0,294.94,294.8
Mistral-7B-v0.1,h100,4,8,16.58,16.58,16.59,16.59,0.999,0.0,0.0,490.04,489.88
Mistral-7B-v0.1,h100,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.0
Mistral-7B-v0.1,h100,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.0,490.0
Mistral-7B-v0.1,h100,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.12,490.12
Mistral-7B-v0.1,h100,4,128,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.12,490.12
Mistral-7B-v0.1,h100,8,4,26.93,30.15,26.93,30.15,1.0,0.0,0.0,267.6,267.6
Mistral-7B-v0.1,h100,8,8,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27
Mistral-7B-v0.1,h100,8,16,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27
Mistral-7B-v0.1,h100,8,32,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27
Mistral-7B-v0.1,h100,8,64,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27
Mistral-7B-v0.1,h100,8,128,19.29,19.29,19.29,19.29,1.0,0.0,0.0,420.27,420.27
Mistral-7B-v0.1,h100,16,4,31.54,35.23,31.54,35.23,1.0,0.0,0.0,228.76,228.76
Mistral-7B-v0.1,h100,16,8,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68
Mistral-7B-v0.1,h100,16,16,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68
Mistral-7B-v0.1,h100,16,32,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68
Mistral-7B-v0.1,h100,16,64,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68
Mistral-7B-v0.1,h100,16,128,25.19,25.19,24.37,24.37,1.034,3.25,0.0,320.86,331.68
Mistral-7B-v0.1,h100,32,4,42.43,46.62,31.54,35.23,1.345,45.59,0.0,172.53,228.76
Mistral-7B-v0.1,h100,32,8,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68
Mistral-7B-v0.1,h100,32,16,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68
Mistral-7B-v0.1,h100,32,32,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68
Mistral-7B-v0.1,h100,32,64,46.62,46.62,24.37,24.37,1.913,88.96,0.0,172.56,331.68
Mistral-7B-v0.1,h100,64,4,81.56,89.96,31.54,35.23,2.586,218.92,0.0,89.19,228.76
Mistral-7B-v0.1,h100,64,8,89.95,89.95,24.37,24.37,3.691,262.28,0.0,89.2,331.68
Mistral-7B-v0.1,h100,64,16,89.95,89.95,24.37,24.37,3.691,262.28,0.0,89.2,331.68
Mistral-7B-v0.1,h100,64,32,89.95,89.95,24.37,24.37,3.691,262.28,0.0,89.2,331.68
Mistral-7B-v0.1,h100,128,4,162.43,179.21,31.54,35.23,5.15,575.92,0.0,44.7,228.76
Mistral-7B-v0.1,h100,128,8,179.2,179.2,24.37,24.37,7.353,619.29,0.0,44.71,331.68
Mistral-7B-v0.1,h100,128,16,179.2,179.2,24.37,24.37,7.353,619.29,0.0,44.71,331.68
Mistral-7B-v0.1,h100,256,4,324.57,358.12,34.58,38.26,9.386,1291.57,12.14,22.35,210.49
Mistral-7B-v0.1,h100,256,8,358.11,358.11,37.92,37.92,9.444,1334.94,54.2,22.36,212.37
Mistral-7B-v0.1,h100,512,4,648.85,715.95,65.9,72.61,9.846,2722.89,149.54,11.18,110.56
Mixtral-8x7B-v0.1,a100,4,4,24.45,27.39,24.15,27.05,1.012,0.0,0.0,294.84,298.59
Mixtral-8x7B-v0.1,a100,4,8,16.59,16.59,16.37,16.37,1.013,0.0,0.0,489.88,496.42
Mixtral-8x7B-v0.1,a100,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,489.96,489.96
Mixtral-8x7B-v0.1,a100,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.02,490.02
Mixtral-8x7B-v0.1,a100,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.02,490.02
Mixtral-8x7B-v0.1,a100,4,128,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.02,490.02
Mixtral-8x7B-v0.1,a100,8,4,26.94,30.16,26.94,30.16,1.0,0.0,0.0,267.47,267.47
Mixtral-8x7B-v0.1,a100,8,8,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96
Mixtral-8x7B-v0.1,a100,8,16,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96
Mixtral-8x7B-v0.1,a100,8,32,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96
Mixtral-8x7B-v0.1,a100,8,64,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96
Mixtral-8x7B-v0.1,a100,8,128,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.96,419.96
Mixtral-8x7B-v0.1,a100,16,4,31.54,35.22,31.54,35.22,1.0,0.0,0.0,228.77,228.77
Mixtral-8x7B-v0.1,a100,16,8,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42
Mixtral-8x7B-v0.1,a100,16,16,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42
Mixtral-8x7B-v0.1,a100,16,32,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42
Mixtral-8x7B-v0.1,a100,16,64,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42
Mixtral-8x7B-v0.1,a100,16,128,25.19,25.19,24.39,24.39,1.033,3.17,0.0,320.87,331.42
Mixtral-8x7B-v0.1,a100,32,4,42.43,46.63,31.54,35.22,1.345,45.6,0.0,172.52,228.77
Mixtral-8x7B-v0.1,a100,32,8,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42
Mixtral-8x7B-v0.1,a100,32,16,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42
Mixtral-8x7B-v0.1,a100,32,32,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42
Mixtral-8x7B-v0.1,a100,32,64,46.62,46.62,24.39,24.39,1.911,88.89,0.0,172.56,331.42
Mixtral-8x7B-v0.1,a100,64,4,81.57,89.96,31.54,35.22,2.586,218.93,0.0,89.19,228.77
Mixtral-8x7B-v0.1,a100,64,8,89.95,89.95,24.39,24.39,3.688,262.21,0.0,89.19,331.42
Mixtral-8x7B-v0.1,a100,64,16,89.95,89.95,24.39,24.39,3.688,262.21,0.0,89.19,331.42
Mixtral-8x7B-v0.1,a100,64,32,89.95,89.95,24.39,24.39,3.688,262.21,0.0,89.19,331.42
Mixtral-8x7B-v0.1,a100,128,4,162.43,179.21,31.54,35.22,5.15,575.93,0.0,44.7,228.77
Mixtral-8x7B-v0.1,a100,128,8,179.2,179.2,24.39,24.39,7.347,619.21,0.0,44.71,331.42
Mixtral-8x7B-v0.1,a100,128,16,179.2,179.2,24.39,24.39,7.347,619.21,0.0,44.71,331.42
Mixtral-8x7B-v0.1,a100,256,4,324.57,358.12,34.58,38.27,9.386,1291.58,12.16,22.35,210.47
Mixtral-8x7B-v0.1,a100,256,8,358.11,358.11,37.93,37.93,9.441,1334.87,54.12,22.36,212.37
Mixtral-8x7B-v0.1,a100,512,4,648.85,715.95,65.9,72.61,9.846,2722.89,149.55,11.18,110.56
Mixtral-8x7B-v0.1,a40,4,4,24.43,27.37,24.43,27.36,1.0,0.0,0.0,295.05,295.13
Mixtral-8x7B-v0.1,a40,4,8,16.57,16.57,16.57,16.57,1.0,0.0,0.0,490.2,490.33
Mixtral-8x7B-v0.1,a40,4,16,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.13,490.1
Mixtral-8x7B-v0.1,a40,4,32,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.13,490.13
Mixtral-8x7B-v0.1,a40,4,64,16.58,16.58,16.58,16.58,1.0,0.0,0.0,490.13,490.13
Mixtral-8x7B-v0.1,a40,4,128,16.57,16.57,16.57,16.57,1.0,0.0,0.0,490.2,490.2
Mixtral-8x7B-v0.1,a40,8,4,26.94,30.17,26.94,30.17,1.0,0.0,0.0,267.47,267.47
Mixtral-8x7B-v0.1,a40,8,8,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98
Mixtral-8x7B-v0.1,a40,8,16,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98
Mixtral-8x7B-v0.1,a40,8,32,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98
Mixtral-8x7B-v0.1,a40,8,64,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98
Mixtral-8x7B-v0.1,a40,8,128,19.3,19.3,19.3,19.3,1.0,0.0,0.0,419.98,419.98
Mixtral-8x7B-v0.1,a40,16,4,31.57,35.25,31.57,35.25,1.0,0.0,0.0,228.6,228.6
Mixtral-8x7B-v0.1,a40,16,8,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46
Mixtral-8x7B-v0.1,a40,16,16,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46
Mixtral-8x7B-v0.1,a40,16,32,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46
Mixtral-8x7B-v0.1,a40,16,64,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46
Mixtral-8x7B-v0.1,a40,16,128,25.18,25.18,24.39,24.39,1.032,3.17,0.0,320.94,331.46
Mixtral-8x7B-v0.1,a40,32,4,42.43,46.62,31.57,35.25,1.344,45.5,0.0,172.53,228.6
Mixtral-8x7B-v0.1,a40,32,8,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46
Mixtral-8x7B-v0.1,a40,32,16,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46
Mixtral-8x7B-v0.1,a40,32,32,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46
Mixtral-8x7B-v0.1,a40,32,64,46.62,46.62,24.39,24.39,1.911,88.9,0.0,172.56,331.46
Mixtral-8x7B-v0.1,a40,64,4,81.56,89.96,31.57,35.25,2.583,218.82,0.0,89.19,228.6
Mixtral-8x7B-v0.1,a40,64,8,89.95,89.95,24.39,24.39,3.688,262.22,0.0,89.2,331.46
Mixtral-8x7B-v0.1,a40,64,16,89.95,89.95,24.39,24.39,3.688,262.22,0.0,89.2,331.46
Mixtral-8x7B-v0.1,a40,64,32,89.95,89.95,24.39,24.39,3.688,262.22,0.0,89.2,331.46
Mixtral-8x7B-v0.1,a40,128,4,162.43,179.21,31.57,35.25,5.145,575.83,0.0,44.7,228.6
Mixtral-8x7B-v0.1,a40,128,8,179.2,179.2,24.39,24.39,7.347,619.23,0.0,44.71,331.46
Mixtral-8x7B-v0.1,a40,128,16,179.2,179.2,24.39,24.39,7.347,619.23,0.0,44.71,331.46
Mixtral-8x7B-v0.1,a40,256,4,324.57,358.12,34.58,38.26,9.386,1291.48,12.05,22.35,210.49
Mixtral-8x7B-v0.1,a40,256,8,358.11,358.11,37.92,37.92,9.444,1334.88,54.14,22.36,212.37
Mixtral-8x7B-v0.1,a40,512,4,648.85,715.95,65.9,72.61,9.846,2722.79,149.45,11.18,110.56
Mixtral-8x7B-v0.1,h100,4,4,24.13,27.02,24.45,27.39,0.987,0.0,0.0,298.85,294.84
Mixtral-8x7B-v0.1,h100,4,8,16.37,16.37,16.38,16.38,0.999,0.0,0.0,496.33,496.21
Mixtral-8x7B-v0.1,h100,4,16,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.25,496.25
Mixtral-8x7B-v0.1,h100,4,32,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.23,496.23
Mixtral-8x7B-v0.1,h100,4,64,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.23,496.23
Mixtral-8x7B-v0.1,h100,4,128,16.38,16.38,16.38,16.38,1.0,0.0,0.0,496.23,496.23
Mixtral-8x7B-v0.1,h100,8,4,26.6,29.78,26.6,29.78,1.0,0.0,0.0,270.93,270.93
Mixtral-8x7B-v0.1,h100,8,8,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77
Mixtral-8x7B-v0.1,h100,8,16,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77
Mixtral-8x7B-v0.1,h100,8,32,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77
Mixtral-8x7B-v0.1,h100,8,64,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77
Mixtral-8x7B-v0.1,h100,8,128,19.09,19.09,19.09,19.09,1.0,0.0,0.0,424.77,424.77
Mixtral-8x7B-v0.1,h100,16,4,31.2,34.85,31.2,34.85,1.0,0.0,0.0,231.25,231.25
Mixtral-8x7B-v0.1,h100,16,8,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32
Mixtral-8x7B-v0.1,h100,16,16,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32
Mixtral-8x7B-v0.1,h100,16,32,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32
Mixtral-8x7B-v0.1,h100,16,64,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32
Mixtral-8x7B-v0.1,h100,16,128,25.1,25.1,24.18,24.18,1.038,3.68,0.0,321.95,334.32
Mixtral-8x7B-v0.1,h100,32,4,42.39,46.58,31.2,34.85,1.359,46.94,0.0,172.68,231.25
Mixtral-8x7B-v0.1,h100,32,8,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32
Mixtral-8x7B-v0.1,h100,32,16,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32
Mixtral-8x7B-v0.1,h100,32,32,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32
Mixtral-8x7B-v0.1,h100,32,64,46.57,46.57,24.18,24.18,1.926,89.56,0.0,172.71,334.32
Mixtral-8x7B-v0.1,h100,64,4,81.52,89.91,31.2,34.85,2.613,220.26,0.0,89.23,231.25
Mixtral-8x7B-v0.1,h100,64,8,89.91,89.91,24.18,24.18,3.718,262.88,0.0,89.24,334.32
Mixtral-8x7B-v0.1,h100,64,16,89.91,89.91,24.18,24.18,3.718,262.88,0.0,89.24,334.32
Mixtral-8x7B-v0.1,h100,64,32,89.91,89.91,24.18,24.18,3.718,262.88,0.0,89.24,334.32
Mixtral-8x7B-v0.1,h100,128,4,162.43,179.21,31.2,34.85,5.206,577.43,0.0,44.7,231.25
Mixtral-8x7B-v0.1,h100,128,8,179.2,179.2,24.18,24.18,7.411,620.05,0.0,44.71,334.32
Mixtral-8x7B-v0.1,h100,128,16,179.2,179.2,24.18,24.18,7.411,620.05,0.0,44.71,334.32
Mixtral-8x7B-v0.1,h100,256,4,324.57,358.12,34.54,38.18,9.397,1293.08,13.33,22.35,210.93
Mixtral-8x7B-v0.1,h100,256,8,358.11,358.11,37.88,37.88,9.454,1335.71,54.8,22.36,212.6
Mixtral-8x7B-v0.1,h100,512,4,648.85,715.95,65.86,72.57,9.852,2724.4,150.88,11.18,110.63
Qwen-72B,a100,4,4,243.9,271.69,243.9,271.69,1.0,0.0,0.0,29.47,29.47
Qwen-72B,a100,4,8,168.96,168.96,168.96,168.96,1.0,0.0,0.0,47.42,47.42
Qwen-72B,a100,4,16,168.96,168.96,168.96,168.96,1.0,0.0,0.0,47.42,47.42
Qwen-72B,a100,4,32,168.96,168.96,168.96,168.96,1.0,0.0,0.0,47.42,47.42
Qwen-72B,a100,8,4,243.9,271.7,243.87,271.67,1.0,0.0,0.0,29.47,29.48
Qwen-72B,a100,8,8,242.36,242.36,168.94,168.94,1.435,293.61,0.0,33.04,47.42
Qwen-72B,a100,8,16,242.36,242.36,168.95,168.95,1.435,293.65,0.0,33.04,47.42
Qwen-72B,a100,16,4,417.16,459.18,243.9,271.69,1.71,750.05,0.0,17.43,29.47
Qwen-72B,a100,16,8,459.06,459.06,168.95,168.95,2.717,1160.43,0.0,17.44,47.42
Qwen-72B,a100,32,4,811.66,895.62,243.9,271.7,3.328,2495.7,0.0,8.93,29.47
Qwen-72B,a40,4,4,668.04,747.87,668.04,747.87,1.0,0.0,0.0,10.7,10.7
Qwen-72B,a40,4,8,471.63,471.63,471.6,471.6,1.0,0.0,0.0,16.97,16.97
Qwen-72B,a40,4,16,471.68,471.68,471.63,471.63,1.0,0.0,0.0,16.97,16.97
Qwen-72B,a40,4,32,471.68,471.68,471.68,471.68,1.0,0.0,0.0,16.97,16.97
Qwen-72B,a40,8,4,668.1,747.94,668.04,747.87,1.0,0.0,0.0,10.7,10.7
Qwen-72B,a40,8,8,471.63,471.63,471.68,471.68,1.0,0.0,0.0,16.97,16.97
Qwen-72B,a40,8,16,471.63,471.63,471.63,471.63,1.0,0.0,0.0,16.97,16.97
Qwen-72B,a40,16,4,667.91,747.75,667.91,747.75,1.0,0.0,0.0,10.7,10.7
Qwen-72B,a40,16,8,504.55,504.55,471.63,471.63,1.07,131.66,0.0,15.86,16.97
Qwen-72B,a40,32,4,854.11,938.07,667.91,747.75,1.279,761.27,0.0,8.53,10.7
Qwen-72B,h100,4,4,126.65,142.06,126.62,142.03,1.0,0.0,0.0,56.42,56.43
Qwen-72B,h100,4,8,122.89,122.89,90.14,90.14,1.363,130.79,0.0,65.23,89.0
Qwen-72B,h100,4,16,122.89,122.89,90.13,90.13,1.363,130.8,0.0,65.23,89.01
Qwen-72B,h100,4,32,122.89,122.89,90.18,90.18,1.363,130.79,0.0,65.23,88.97
Qwen-72B,h100,8,4,210.31,231.35,126.75,142.17,1.659,356.75,0.0,34.62,56.37
Qwen-72B,h100,8,8,231.24,231.24,90.17,90.17,2.564,564.27,0.0,34.63,88.97
Qwen-72B,h100,8,16,231.24,231.24,90.17,90.17,2.564,564.27,0.0,34.63,88.97
Qwen-72B,h100,16,4,406.22,448.23,126.75,142.17,3.205,1224.24,0.0,17.86,56.37
Qwen-72B,h100,16,8,448.11,448.11,90.17,90.17,4.97,1431.77,0.0,17.86,88.97
Qwen-72B,h100,32,4,811.66,895.62,126.75,142.17,6.404,3013.8,0.0,8.93,56.37
Qwen2-72B,a100,4,4,191.15,214.89,191.15,214.9,1.0,0.0,0.0,37.27,37.27
Qwen2-72B,a100,4,8,122.79,122.79,122.82,122.82,1.0,0.0,0.0,65.29,65.27
Qwen2-72B,a100,4,16,122.78,122.78,122.82,122.82,1.0,0.0,0.0,65.29,65.27
Qwen2-72B,a100,4,32,122.82,122.82,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,4,64,122.82,122.82,122.82,122.82,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,4,128,122.82,122.82,122.82,122.82,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,8,4,191.15,214.9,191.15,214.9,1.0,0.0,0.0,37.27,37.27
Qwen2-72B,a100,8,8,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,8,16,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,8,32,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,8,64,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,8,128,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,16,4,191.15,214.9,191.15,214.9,1.0,0.0,0.0,37.27,37.27
Qwen2-72B,a100,16,8,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,16,16,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,16,32,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,16,64,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27
Qwen2-72B,a100,32,4,191.15,214.9,191.15,214.9,1.0,0.0,0.0,37.27,37.27
Qwen2-72B,a100,32,8,132.2,132.2,122.83,122.83,1.076,37.5,0.0,60.63,65.27
Qwen2-72B,a100,32,16,132.2,132.2,122.83,122.83,1.076,37.5,0.0,60.63,65.27
Qwen2-72B,a100,32,32,132.2,132.2,122.83,122.83,1.076,37.5,0.0,60.63,65.27
Qwen2-72B,a100,64,4,219.16,242.91,191.15,214.9,1.147,112.07,0.0,32.97,37.27
Qwen2-72B,a100,64,8,240.12,240.12,122.83,122.83,1.955,469.19,0.0,33.35,65.27
Qwen2-72B,a100,64,16,240.12,240.12,122.83,122.83,1.955,469.19,0.0,33.35,65.27
Qwen2-72B,a100,128,4,414.88,456.83,191.15,214.9,2.17,967.73,0.0,17.52,37.27
Qwen2-72B,a100,128,8,456.81,456.81,122.83,122.83,3.719,1335.93,0.0,17.52,65.27
Qwen2-72B,a100,256,4,811.15,895.03,191.15,214.9,4.244,2720.55,0.0,8.94,37.27
Qwen2-72B,a40,4,4,525.65,590.84,525.53,590.69,1.0,0.0,0.0,13.55,13.55
Qwen2-72B,a40,4,8,337.46,337.46,336.63,336.63,1.002,0.0,0.0,23.72,23.78
Qwen2-72B,a40,4,16,336.81,336.81,336.77,336.77,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,4,32,336.77,336.77,336.77,336.77,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,4,64,336.77,336.77,336.77,336.77,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,4,128,336.77,336.77,336.77,336.77,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,8,4,524.84,589.92,524.84,589.92,1.0,0.0,0.0,13.57,13.57
Qwen2-72B,a40,8,8,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,8,16,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,8,32,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,8,64,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,8,128,336.81,336.81,336.79,336.79,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,16,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57
Qwen2-72B,a40,16,8,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,16,16,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,16,32,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,16,64,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,32,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57
Qwen2-72B,a40,32,8,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,32,16,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,32,32,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,64,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57
Qwen2-72B,a40,64,8,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,64,16,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77
Qwen2-72B,a40,128,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57
Qwen2-72B,a40,128,8,497.55,497.55,336.81,336.81,1.477,642.97,0.0,16.09,23.77
Qwen2-72B,a40,256,4,847.05,930.94,524.88,589.96,1.614,1363.91,0.0,8.6,13.57
Qwen2-72B,h100,4,4,103.57,116.41,103.68,116.53,0.999,0.0,0.0,68.87,68.8
Qwen2-72B,h100,4,8,66.58,66.58,66.45,66.45,1.002,0.0,0.0,120.62,120.86
Qwen2-72B,h100,4,16,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,4,32,66.53,66.53,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,4,64,66.53,66.53,66.53,66.53,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,4,128,66.53,66.53,66.53,66.53,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,8,4,103.38,116.19,103.38,116.19,1.0,0.0,0.0,69.0,69.0
Qwen2-72B,h100,8,8,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,8,16,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,8,32,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,8,64,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,8,128,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72
Qwen2-72B,h100,16,4,103.38,116.19,103.38,116.19,1.0,0.0,0.0,69.0,69.0
Qwen2-72B,h100,16,8,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72
Qwen2-72B,h100,16,16,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72
Qwen2-72B,h100,16,32,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72
Qwen2-72B,h100,16,64,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72
Qwen2-72B,h100,32,4,110.7,123.51,103.38,116.19,1.071,29.26,0.0,64.91,69.0
Qwen2-72B,h100,32,8,121.17,121.17,66.52,66.52,1.822,218.6,0.0,66.16,120.72
