model,device,baseline,context_length,batch_size,kv_read_fraction,ttft_p50_ms,ttft_p99_ms,tpot_p50_ms,tpot_p99_ms,throughput_tok_s,hbf_stall_ms,status,wall_s
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,65536,8,1.0,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,54.7
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,65536,8,1.0,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,54.7
codellama/CodeLlama-34b-Instruct-hf,a40,Sparse,131072,8,0.1,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,34.1
codellama/CodeLlama-34b-Instruct-hf,a40,Sparse,131072,4,0.1,-1.62,-1.02,258.16,290.12,27.60,0.00,OK,39.5
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,65536,32,1.0,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,42.6
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,65536,32,1.0,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,42.6
codellama/CodeLlama-34b-Instruct-hf,a40,Sparse,131072,16,0.1,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,13.4
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,131072,4,1.0,-1.62,-1.02,266.41,298.37,26.84,33.02,OK,96.3
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,131072,4,1.0,-1.62,-1.02,266.41,298.37,26.84,33.02,OK,96.3
codellama/CodeLlama-34b-Instruct-hf,a40,Sparse,262144,8,0.1,-1.62,-1.02,166.69,166.69,48.07,0.00,OK,60.3
codellama/CodeLlama-34b-Instruct-hf,a40,Sparse,262144,4,0.1,-1.62,-1.02,258.16,290.12,27.60,0.00,OK,66.7
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,131072,8,1.0,-1.62,-1.02,291.57,291.57,27.46,499.55,OK,78.4
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,131072,8,1.0,-1.62,-1.02,291.57,291.57,27.46,499.55,OK,78.4
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,131072,16,1.0,-1.62,-1.02,291.57,291.57,27.46,499.55,OK,86.9
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,131072,16,1.0,-1.62,-1.02,291.57,291.57,27.46,499.55,OK,86.9
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,524288,4,1.0,-1.62,-1.02,973.38,1074.05,7.45,3870.26,OK,691.3
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,524288,4,1.0,-1.62,-1.02,973.38,1074.05,7.45,3870.26,OK,691.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,4096,4,1.0,-1.62,-1.02,52.10,58.55,137.24,0.00,OK,360.9
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,4096,4,1.0,-1.62,-1.02,52.10,58.55,137.24,0.00,OK,360.9
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,4096,4,0.1,-1.62,-1.02,52.00,58.42,137.53,0.00,OK,364.4
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,4096,8,0.1,-1.62,-1.02,33.65,33.65,239.58,0.00,OK,348.6
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,4096,16,0.1,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,4.7
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,4096,8,1.0,-1.62,-1.02,33.71,33.71,239.13,0.00,OK,299.7
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,4096,8,1.0,-1.62,-1.02,33.71,33.71,239.13,0.00,OK,299.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,4096,32,0.1,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,4.2
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,4096,16,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,6.9
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,4096,16,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,6.9
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,4096,64,0.1,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,3.7
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,4096,32,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,6.5
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,4096,32,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,6.5
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,4096,128,0.1,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,3.7
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,4096,64,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,5.9
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,4096,64,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,5.9
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,4096,128,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,5.9
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,4096,128,1.0,-1.62,-1.02,33.71,33.71,239.14,0.00,OK,5.9
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,8192,4,0.1,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,6.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,8192,8,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.3
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,8192,16,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.0
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,8192,4,1.0,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,9.7
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,8192,4,1.0,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,9.7
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,8192,8,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.3
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,8192,8,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.3
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,8192,32,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.0
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,8192,16,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.4
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,8192,16,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.4
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,8192,64,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.0
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,8192,32,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.3
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,8192,32,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.3
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,8192,128,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.2
codellama/CodeLlama-34b-Instruct-hf,a40,Sparse,524288,4,0.1,-1.62,-1.02,258.16,290.12,27.60,0.00,OK,400.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,8192,64,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.3
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,8192,64,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,8192,128,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.4
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,8192,128,1.0,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.4
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,16384,4,0.1,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,10.2
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,262144,4,1.0,-1.62,-1.02,501.29,551.63,14.51,1046.05,OK,469.5
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,262144,4,1.0,-1.62,-1.02,501.29,551.63,14.51,1046.05,OK,469.5
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,16384,16,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.8
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,16384,8,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,16384,32,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.8
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,16384,64,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.8
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,16384,4,1.0,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,16.8
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,16384,4,1.0,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,16.8
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,16384,8,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,15.0
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,16384,8,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,15.0
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,16384,128,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,4.9
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,16384,16,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.1
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,16384,16,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.1
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,262144,8,1.0,-1.62,-1.02,551.62,551.62,14.51,1539.74,OK,474.9
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,262144,8,1.0,-1.62,-1.02,551.62,551.62,14.51,1539.74,OK,474.9
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,16384,32,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.3
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,16384,32,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,16384,64,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.2
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,16384,64,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.2
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,16384,128,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.2
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,16384,128,1.0,-1.62,-1.02,39.05,39.05,206.19,21.39,OK,13.2
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,32768,4,0.1,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,15.1
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,32768,16,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,11.4
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,32768,32,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,7.8
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,32768,8,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,14.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,32768,64,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,6.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,32768,16,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,23.3
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,32768,16,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,23.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,32768,4,1.0,-1.62,-1.02,65.27,71.72,111.95,52.70,OK,33.9
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,32768,4,1.0,-1.62,-1.02,65.27,71.72,111.95,52.70,OK,33.9
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,32768,8,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,34.7
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,32768,8,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,34.7
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,32768,32,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,24.5
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,32768,32,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,24.5
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,65536,4,0.1,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,20.8
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,32768,64,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,22.7
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,32768,64,1.0,-1.62,-1.02,71.56,71.56,112.19,151.41,OK,22.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,65536,8,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.9
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,65536,16,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.4
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,65536,32,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,8.5
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,65536,4,1.0,-1.62,-1.02,123.99,136.58,58.68,312.17,OK,48.0
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,65536,4,1.0,-1.62,-1.02,123.99,136.58,58.68,312.17,OK,48.0
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,131072,4,0.1,-1.62,-1.02,52.10,58.54,137.26,0.00,OK,32.4
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,65536,8,1.0,-1.62,-1.02,136.57,136.57,58.69,411.46,OK,40.7
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,65536,8,1.0,-1.62,-1.02,136.57,136.57,58.69,411.46,OK,40.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,131072,8,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,30.5
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,65536,16,1.0,-1.62,-1.02,136.57,136.57,58.69,411.46,OK,40.8
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,65536,16,1.0,-1.62,-1.02,136.57,136.57,58.69,411.46,OK,40.8
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,65536,32,1.0,-1.62,-1.02,136.57,136.57,58.69,411.46,OK,40.8
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,65536,32,1.0,-1.62,-1.02,136.57,136.57,58.69,411.46,OK,40.8
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,131072,16,0.1,-1.62,-1.02,33.71,33.71,239.15,0.00,OK,12.6
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,131072,4,1.0,-1.62,-1.02,243.57,268.74,29.80,840.81,OK,87.2
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,131072,4,1.0,-1.62,-1.02,243.57,268.74,29.80,840.81,OK,87.2
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,262144,4,0.1,-1.62,-1.02,53.50,59.94,134.04,5.59,OK,56.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,262144,8,0.1,-1.62,-1.02,58.52,58.52,137.30,99.25,OK,54.7
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,131072,8,1.0,-1.62,-1.02,268.73,268.73,29.80,940.09,OK,82.2
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,131072,8,1.0,-1.62,-1.02,268.73,268.73,29.80,940.09,OK,82.2
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,131072,16,1.0,-1.62,-1.02,268.73,268.73,29.80,940.09,OK,94.3
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,131072,16,1.0,-1.62,-1.02,268.73,268.73,29.80,940.09,OK,94.3
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,4096,4,0.1,-1.62,-1.02,226.69,254.86,31.42,0.00,OK,274.2
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,4096,4,1.0,-1.62,-1.02,226.69,254.86,31.42,0.00,OK,261.0
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,4096,4,1.0,-1.62,-1.02,226.69,254.86,31.42,0.00,OK,261.0
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,4096,8,0.1,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,245.4
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,4096,8,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,7.2
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,4096,8,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,7.2
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,4096,16,0.1,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,4.1
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,4096,32,0.1,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,3.6
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,4096,16,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.0
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,4096,16,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.0
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,4096,32,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.1
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,4096,32,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.1
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,4096,64,0.1,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,3.6
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,4096,128,0.1,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,3.6
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,4096,64,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.0
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,4096,64,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.0
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,4096,128,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.0
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,4096,128,1.0,-1.62,-1.02,145.64,145.64,55.03,0.00,OK,6.0
codellama/CodeLlama-34b-Instruct-hf,a40,Dense,524288,4,1.0,-1.62,-1.02,973.38,1074.05,7.45,3135.72,OK,848.7
codellama/CodeLlama-34b-Instruct-hf,a40,NaiveSparse,524288,4,1.0,-1.62,-1.02,973.38,1074.05,7.45,3135.72,OK,848.7
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,8192,4,0.1,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,7.2
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,8192,8,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,4.7
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,8192,16,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,4.1
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,8192,4,1.0,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,11.9
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,8192,4,1.0,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,11.9
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,8192,8,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.6
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,8192,8,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.6
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,8192,32,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,4.1
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,8192,16,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.7
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,8192,16,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.7
codellama/CodeLlama-34b-Instruct-hf,h100,Sparse,524288,4,0.1,-1.62,-1.02,100.49,110.56,72.53,208.08,OK,312.0
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,8192,64,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,4.2
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,262144,4,1.0,-1.62,-1.02,486.84,537.18,14.90,1914.55,OK,367.6
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,262144,4,1.0,-1.62,-1.02,486.84,537.18,14.90,1914.55,OK,367.6
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,8192,32,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.8
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,8192,32,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.8
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,8192,128,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,4.3
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,8192,64,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.9
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,8192,64,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.9
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,8192,128,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.7
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,8192,128,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.7
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,16384,8,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,9.6
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,16384,4,0.1,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,13.5
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,16384,16,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.1
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,16384,32,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,5.0
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,16384,64,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,5.0
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,16384,4,1.0,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,18.2
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,16384,4,1.0,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,18.2
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,16384,8,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,19.5
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,16384,8,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,19.5
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,16384,16,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,14.3
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,16384,16,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,14.3
codellama/CodeLlama-34b-Instruct-hf,h100,Dense,262144,8,1.0,-1.62,-1.02,537.17,537.17,14.90,2013.84,OK,384.8
codellama/CodeLlama-34b-Instruct-hf,h100,NaiveSparse,262144,8,1.0,-1.62,-1.02,537.17,537.17,14.90,2013.84,OK,384.8
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,16384,32,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,14.1
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,16384,32,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,14.1
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,16384,64,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,13.9
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,16384,64,1.0,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,13.9
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,32768,4,0.1,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,17.5
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,32768,32,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,9.2
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,32768,16,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,15.1
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,32768,8,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,24.0
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,32768,8,1.0,-1.62,-1.02,156.90,156.90,51.07,44.83,OK,32.9
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,32768,8,1.0,-1.62,-1.02,156.90,156.90,51.07,44.83,OK,32.9
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,32768,16,1.0,-1.62,-1.02,156.90,156.90,51.07,44.83,OK,32.2
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,32768,16,1.0,-1.62,-1.02,156.90,156.90,51.07,44.83,OK,32.2
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,32768,4,1.0,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,41.0
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,32768,4,1.0,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,41.0
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,65536,4,0.1,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,23.1
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,32768,32,1.0,-1.62,-1.02,156.90,156.90,51.07,44.83,OK,27.2
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,32768,32,1.0,-1.62,-1.02,156.90,156.90,51.07,44.83,OK,27.2
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,65536,8,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,19.4
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,65536,16,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,8.9
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,131072,8,0.1,-1.62,-1.02,145.69,145.69,55.01,0.00,OK,33.9
deepseek-ai/deepseek-llm-67b-chat,a100,Dense,65536,4,1.0,-1.62,-1.02,260.19,288.37,27.77,133.70,OK,59.0
deepseek-ai/deepseek-llm-67b-chat,a100,NaiveSparse,65536,4,1.0,-1.62,-1.02,260.19,288.37,27.77,133.70,OK,59.0
deepseek-ai/deepseek-llm-67b-chat,a100,Sparse,131072,4,0.1,-1.62,-1.02,226.76,254.95,31.41,0.00,OK,39.2
