model,device,baseline,context_length,batch_size,kv_read_fraction,ttft_p50_ms,ttft_p99_ms,tpot_p50_ms,tpot_p99_ms,throughput_tok_s,hbf_stall_ms,status,wall_s
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,4096,32,1.0,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,8.5
mistralai/Mistral-7B-v0.1,a40,Sparse,4096,16,0.1,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,164.7
mistralai/Mistral-7B-v0.1,a40,Sparse,4096,64,0.1,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,5.1
mistralai/Mistral-7B-v0.1,a40,Sparse,4096,128,0.1,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,4.8
mistralai/Mistral-7B-v0.1,a40,Dense,4096,64,1.0,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,7.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,4096,64,1.0,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,7.4
mistralai/Mistral-7B-v0.1,a40,Dense,4096,128,1.0,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,6.3
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,4096,128,1.0,-1.62,-1.02,16.58,16.58,490.01,0.00,OK,6.3
mistralai/Mistral-7B-v0.1,a40,Sparse,8192,4,0.1,-1.62,-1.02,26.94,30.16,267.49,0.00,OK,7.3
mistralai/Mistral-7B-v0.1,a40,Sparse,8192,8,0.1,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,7.0
mistralai/Mistral-7B-v0.1,a40,Sparse,8192,16,0.1,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,4.3
mistralai/Mistral-7B-v0.1,a40,Dense,8192,8,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,8.9
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,8192,8,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,8.9
mistralai/Mistral-7B-v0.1,a40,Sparse,8192,32,0.1,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,4.3
mistralai/Mistral-7B-v0.1,a40,Dense,8192,4,1.0,-1.62,-1.02,26.94,30.16,267.49,0.00,OK,12.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,8192,4,1.0,-1.62,-1.02,26.94,30.16,267.49,0.00,OK,12.4
mistralai/Mistral-7B-v0.1,a100,Dense,262144,4,1.0,-1.62,-1.02,324.57,358.12,22.35,1291.45,OK,693.8
mistralai/Mistral-7B-v0.1,a100,NaiveSparse,262144,4,1.0,-1.62,-1.02,324.57,358.12,22.35,1291.45,OK,693.8
mistralai/Mistral-7B-v0.1,a100,Dense,262144,8,1.0,-1.62,-1.02,358.11,358.11,22.36,1334.85,OK,685.0
mistralai/Mistral-7B-v0.1,a100,NaiveSparse,262144,8,1.0,-1.62,-1.02,358.11,358.11,22.36,1334.85,OK,685.0
mistralai/Mistral-7B-v0.1,a40,Dense,8192,16,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,8192,16,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,Sparse,8192,64,0.1,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,4.5
mistralai/Mistral-7B-v0.1,a40,Sparse,8192,128,0.1,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,4.5
mistralai/Mistral-7B-v0.1,a40,Dense,8192,32,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,8192,32,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,Dense,8192,64,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,8192,64,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,Dense,8192,128,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,8192,128,1.0,-1.62,-1.02,19.32,19.32,419.68,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,Sparse,16384,4,0.1,-1.62,-1.02,31.54,35.22,228.79,0.00,OK,10.9
mistralai/Mistral-7B-v0.1,a40,Sparse,16384,16,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,5.3
mistralai/Mistral-7B-v0.1,a40,Sparse,16384,8,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,9.3
mistralai/Mistral-7B-v0.1,a40,Sparse,16384,32,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,5.8
mistralai/Mistral-7B-v0.1,a40,Sparse,16384,64,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,5.2
mistralai/Mistral-7B-v0.1,a40,Sparse,16384,128,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,5.1
mistralai/Mistral-7B-v0.1,a40,Dense,16384,16,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.7
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,16384,16,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.7
mistralai/Mistral-7B-v0.1,a40,Dense,16384,8,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,19.0
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,16384,8,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,19.0
mistralai/Mistral-7B-v0.1,a40,Dense,16384,4,1.0,-1.62,-1.02,31.54,35.22,228.79,0.00,OK,20.0
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,16384,4,1.0,-1.62,-1.02,31.54,35.22,228.79,0.00,OK,20.0
mistralai/Mistral-7B-v0.1,a40,Dense,16384,32,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,16384,32,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.4
mistralai/Mistral-7B-v0.1,a40,Dense,16384,64,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,16384,64,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.4
mistralai/Mistral-7B-v0.1,a40,Dense,16384,128,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,16384,128,1.0,-1.62,-1.02,25.19,25.19,320.88,3.24,OK,14.2
mistralai/Mistral-7B-v0.1,a40,Sparse,32768,4,0.1,-1.62,-1.02,31.54,35.22,228.79,0.00,OK,16.5
mistralai/Mistral-7B-v0.1,a40,Sparse,32768,32,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,9.0
mistralai/Mistral-7B-v0.1,a40,Sparse,32768,8,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,19.4
mistralai/Mistral-7B-v0.1,a40,Sparse,32768,16,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,20.4
mistralai/Mistral-7B-v0.1,a40,Sparse,32768,64,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,6.7
mistralai/Mistral-7B-v0.1,a40,Dense,32768,16,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,29.6
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,32768,16,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,29.6
mistralai/Mistral-7B-v0.1,a40,Dense,32768,8,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,35.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,32768,8,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,35.2
mistralai/Mistral-7B-v0.1,a40,Dense,32768,4,1.0,-1.62,-1.02,42.43,46.63,172.52,45.62,OK,38.0
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,32768,4,1.0,-1.62,-1.02,42.43,46.63,172.52,45.62,OK,38.0
mistralai/Mistral-7B-v0.1,a40,Dense,32768,32,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,25.9
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,32768,32,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,25.9
mistralai/Mistral-7B-v0.1,a40,Dense,32768,64,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,25.0
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,32768,64,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,25.0
mistralai/Mistral-7B-v0.1,a40,Sparse,65536,4,0.1,-1.62,-1.02,31.54,35.22,228.79,0.00,OK,23.4
mistralai/Mistral-7B-v0.1,a40,Sparse,65536,16,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,9.2
mistralai/Mistral-7B-v0.1,a40,Sparse,65536,8,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,17.4
mistralai/Mistral-7B-v0.1,a40,Sparse,65536,32,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,9.1
mistralai/Mistral-7B-v0.1,a40,Dense,65536,4,1.0,-1.62,-1.02,81.57,89.96,89.18,218.94,OK,58.8
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,65536,4,1.0,-1.62,-1.02,81.57,89.96,89.18,218.94,OK,58.8
mistralai/Mistral-7B-v0.1,a40,Sparse,131072,8,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,31.2
mistralai/Mistral-7B-v0.1,a40,Dense,65536,16,1.0,-1.62,-1.02,89.95,89.95,89.19,262.29,OK,48.1
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,65536,16,1.0,-1.62,-1.02,89.95,89.95,89.19,262.29,OK,48.1
mistralai/Mistral-7B-v0.1,a40,Sparse,131072,4,0.1,-1.62,-1.02,31.54,35.22,228.79,0.00,OK,40.8
mistralai/Mistral-7B-v0.1,a40,Dense,65536,8,1.0,-1.62,-1.02,89.95,89.95,89.19,262.29,OK,54.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,65536,8,1.0,-1.62,-1.02,89.95,89.95,89.19,262.29,OK,54.2
mistralai/Mistral-7B-v0.1,a40,Dense,65536,32,1.0,-1.62,-1.02,89.95,89.95,89.19,262.29,OK,45.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,65536,32,1.0,-1.62,-1.02,89.95,89.95,89.19,262.29,OK,45.2
mistralai/Mistral-7B-v0.1,a40,Sparse,131072,16,0.1,-1.62,-1.02,24.38,24.38,331.67,0.00,OK,13.7
mistralai/Mistral-7B-v0.1,a40,Sparse,262144,4,0.1,-1.62,-1.02,34.58,38.26,210.48,12.17,OK,62.9
mistralai/Mistral-7B-v0.1,a40,Sparse,262144,8,0.1,-1.62,-1.02,37.93,37.93,212.37,54.20,OK,60.5
mistralai/Mistral-7B-v0.1,a40,Dense,131072,4,1.0,-1.62,-1.02,162.43,179.21,44.70,575.94,OK,101.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,131072,4,1.0,-1.62,-1.02,162.43,179.21,44.70,575.94,OK,101.4
mistralai/Mistral-7B-v0.1,a40,Dense,131072,8,1.0,-1.62,-1.02,179.20,179.20,44.71,619.28,OK,93.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,131072,8,1.0,-1.62,-1.02,179.20,179.20,44.71,619.28,OK,93.4
mistralai/Mistral-7B-v0.1,a40,Dense,131072,16,1.0,-1.62,-1.02,179.20,179.20,44.71,619.28,OK,99.4
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,131072,16,1.0,-1.62,-1.02,179.20,179.20,44.71,619.28,OK,99.4
mistralai/Mistral-7B-v0.1,a100,Dense,524288,4,1.0,-1.62,-1.02,648.85,715.95,11.18,2722.76,OK,920.0
mistralai/Mistral-7B-v0.1,a100,NaiveSparse,524288,4,1.0,-1.62,-1.02,648.85,715.95,11.18,2722.76,OK,920.0
mistralai/Mistral-7B-v0.1,h100,Sparse,4096,4,0.1,-1.62,-1.02,24.45,27.39,294.80,0.00,OK,511.8
mistralai/Mistral-7B-v0.1,h100,Dense,4096,8,1.0,-1.62,-1.02,16.58,16.58,490.04,0.00,OK,405.7
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,4096,8,1.0,-1.62,-1.02,16.58,16.58,490.04,0.00,OK,405.7
mistralai/Mistral-7B-v0.1,h100,Dense,4096,4,1.0,-1.62,-1.02,24.44,27.38,294.94,0.00,OK,492.9
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,4096,4,1.0,-1.62,-1.02,24.44,27.38,294.94,0.00,OK,492.9
mistralai/Mistral-7B-v0.1,h100,Sparse,4096,16,0.1,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,5.1
mistralai/Mistral-7B-v0.1,h100,Sparse,4096,32,0.1,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,3.9
mistralai/Mistral-7B-v0.1,h100,Dense,4096,16,1.0,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,6.2
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,4096,16,1.0,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,6.2
mistralai/Mistral-7B-v0.1,h100,Dense,4096,32,1.0,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,6.3
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,4096,32,1.0,-1.62,-1.02,16.58,16.58,490.00,0.00,OK,6.3
mistralai/Mistral-7B-v0.1,a40,Sparse,524288,4,0.1,-1.62,-1.02,65.90,72.61,110.56,149.56,OK,525.6
mistralai/Mistral-7B-v0.1,h100,Sparse,4096,64,0.1,-1.62,-1.02,16.58,16.58,490.12,0.00,OK,5.6
mistralai/Mistral-7B-v0.1,h100,Sparse,4096,8,0.1,-1.62,-1.02,16.59,16.59,489.88,0.00,OK,491.7
mistralai/Mistral-7B-v0.1,h100,Sparse,4096,128,0.1,-1.62,-1.02,16.58,16.58,490.12,0.00,OK,5.3
mistralai/Mistral-7B-v0.1,h100,Dense,4096,64,1.0,-1.62,-1.02,16.58,16.58,490.12,0.00,OK,7.6
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,4096,64,1.0,-1.62,-1.02,16.58,16.58,490.12,0.00,OK,7.6
mistralai/Mistral-7B-v0.1,h100,Dense,4096,128,1.0,-1.62,-1.02,16.58,16.58,490.12,0.00,OK,7.3
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,4096,128,1.0,-1.62,-1.02,16.58,16.58,490.12,0.00,OK,7.3
mistralai/Mistral-7B-v0.1,h100,Sparse,8192,4,0.1,-1.62,-1.02,26.93,30.15,267.60,0.00,OK,9.7
mistralai/Mistral-7B-v0.1,h100,Sparse,8192,16,0.1,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,5.6
mistralai/Mistral-7B-v0.1,h100,Sparse,8192,8,0.1,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,8.3
mistralai/Mistral-7B-v0.1,h100,Dense,8192,4,1.0,-1.62,-1.02,26.93,30.15,267.60,0.00,OK,14.4
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,8192,4,1.0,-1.62,-1.02,26.93,30.15,267.60,0.00,OK,14.4
mistralai/Mistral-7B-v0.1,a40,Dense,262144,4,1.0,-1.62,-1.02,324.57,358.12,22.35,1291.59,OK,604.2
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,262144,4,1.0,-1.62,-1.02,324.57,358.12,22.35,1291.59,OK,604.2
mistralai/Mistral-7B-v0.1,h100,Sparse,8192,32,0.1,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,5.1
mistralai/Mistral-7B-v0.1,h100,Dense,8192,8,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,13.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,8192,8,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,13.1
mistralai/Mistral-7B-v0.1,h100,Dense,8192,16,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.8
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,8192,16,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.8
mistralai/Mistral-7B-v0.1,h100,Sparse,8192,64,0.1,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,5.1
mistralai/Mistral-7B-v0.1,a40,Dense,262144,8,1.0,-1.62,-1.02,358.11,358.11,22.36,1334.94,OK,600.0
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,262144,8,1.0,-1.62,-1.02,358.11,358.11,22.36,1334.94,OK,600.0
mistralai/Mistral-7B-v0.1,h100,Dense,8192,32,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.9
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,8192,32,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.9
mistralai/Mistral-7B-v0.1,h100,Sparse,8192,128,0.1,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,5.2
mistralai/Mistral-7B-v0.1,h100,Dense,8192,64,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.8
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,8192,64,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.8
mistralai/Mistral-7B-v0.1,h100,Dense,8192,128,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.9
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,8192,128,1.0,-1.62,-1.02,19.29,19.29,420.27,0.00,OK,9.9
mistralai/Mistral-7B-v0.1,h100,Sparse,16384,8,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,15.2
mistralai/Mistral-7B-v0.1,h100,Sparse,16384,16,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,15.0
mistralai/Mistral-7B-v0.1,h100,Sparse,16384,4,0.1,-1.62,-1.02,31.54,35.23,228.76,0.00,OK,17.7
mistralai/Mistral-7B-v0.1,h100,Sparse,16384,32,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,9.8
mistralai/Mistral-7B-v0.1,h100,Dense,16384,4,1.0,-1.62,-1.02,31.54,35.23,228.76,0.00,OK,22.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,16384,4,1.0,-1.62,-1.02,31.54,35.23,228.76,0.00,OK,22.1
mistralai/Mistral-7B-v0.1,h100,Sparse,16384,64,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,5.9
mistralai/Mistral-7B-v0.1,h100,Sparse,16384,128,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,5.9
mistralai/Mistral-7B-v0.1,h100,Dense,16384,8,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,22.8
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,16384,8,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,22.8
mistralai/Mistral-7B-v0.1,h100,Dense,16384,16,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,22.2
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,16384,16,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,22.2
mistralai/Mistral-7B-v0.1,h100,Dense,16384,32,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,15.0
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,16384,32,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,15.0
mistralai/Mistral-7B-v0.1,h100,Dense,16384,64,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,15.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,16384,64,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,15.1
mistralai/Mistral-7B-v0.1,h100,Dense,16384,128,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,15.0
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,16384,128,1.0,-1.62,-1.02,25.19,25.19,320.86,3.25,OK,15.0
mistralai/Mistral-7B-v0.1,h100,Sparse,32768,8,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,20.1
mistralai/Mistral-7B-v0.1,h100,Sparse,32768,4,0.1,-1.62,-1.02,31.54,35.23,228.76,0.00,OK,23.5
mistralai/Mistral-7B-v0.1,h100,Sparse,32768,16,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,21.0
mistralai/Mistral-7B-v0.1,h100,Sparse,32768,32,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,16.3
mistralai/Mistral-7B-v0.1,h100,Sparse,32768,64,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,8.5
mistralai/Mistral-7B-v0.1,h100,Dense,32768,8,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,38.4
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,32768,8,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,38.4
mistralai/Mistral-7B-v0.1,h100,Dense,32768,16,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,35.3
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,32768,16,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,35.3
mistralai/Mistral-7B-v0.1,h100,Dense,32768,4,1.0,-1.62,-1.02,42.43,46.62,172.53,45.59,OK,46.9
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,32768,4,1.0,-1.62,-1.02,42.43,46.62,172.53,45.59,OK,46.9
mistralai/Mistral-7B-v0.1,h100,Dense,32768,32,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,27.7
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,32768,32,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,27.7
mistralai/Mistral-7B-v0.1,h100,Dense,32768,64,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,25.7
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,32768,64,1.0,-1.62,-1.02,46.62,46.62,172.56,88.96,OK,25.7
mistralai/Mistral-7B-v0.1,h100,Sparse,65536,16,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,11.2
mistralai/Mistral-7B-v0.1,h100,Sparse,65536,4,0.1,-1.62,-1.02,31.54,35.23,228.76,0.00,OK,29.9
mistralai/Mistral-7B-v0.1,h100,Sparse,65536,8,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,19.8
mistralai/Mistral-7B-v0.1,h100,Sparse,65536,32,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,11.7
mistralai/Mistral-7B-v0.1,h100,Dense,65536,4,1.0,-1.62,-1.02,81.56,89.96,89.19,218.92,OK,60.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,65536,4,1.0,-1.62,-1.02,81.56,89.96,89.19,218.92,OK,60.1
mistralai/Mistral-7B-v0.1,h100,Dense,65536,16,1.0,-1.62,-1.02,89.95,89.95,89.20,262.28,OK,47.6
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,65536,16,1.0,-1.62,-1.02,89.95,89.95,89.20,262.28,OK,47.6
mistralai/Mistral-7B-v0.1,h100,Dense,65536,8,1.0,-1.62,-1.02,89.95,89.95,89.20,262.28,OK,55.7
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,65536,8,1.0,-1.62,-1.02,89.95,89.95,89.20,262.28,OK,55.7
mistralai/Mistral-7B-v0.1,h100,Sparse,131072,4,0.1,-1.62,-1.02,31.54,35.23,228.76,0.00,OK,40.3
mistralai/Mistral-7B-v0.1,h100,Sparse,131072,8,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,37.5
mistralai/Mistral-7B-v0.1,h100,Dense,65536,32,1.0,-1.62,-1.02,89.95,89.95,89.20,262.28,OK,45.9
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,65536,32,1.0,-1.62,-1.02,89.95,89.95,89.20,262.28,OK,45.9
mistralai/Mistral-7B-v0.1,h100,Sparse,131072,16,0.1,-1.62,-1.02,24.37,24.37,331.68,0.00,OK,14.3
mistralai/Mistral-7B-v0.1,h100,Sparse,262144,8,0.1,-1.62,-1.02,37.92,37.92,212.37,54.20,OK,65.7
mistralai/Mistral-7B-v0.1,h100,Dense,131072,4,1.0,-1.62,-1.02,162.43,179.21,44.70,575.92,OK,107.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,131072,4,1.0,-1.62,-1.02,162.43,179.21,44.70,575.92,OK,107.1
mistralai/Mistral-7B-v0.1,h100,Sparse,262144,4,0.1,-1.62,-1.02,34.58,38.26,210.49,12.14,OK,70.1
mistralai/Mistral-7B-v0.1,h100,Dense,131072,8,1.0,-1.62,-1.02,179.20,179.20,44.71,619.29,OK,89.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,131072,8,1.0,-1.62,-1.02,179.20,179.20,44.71,619.29,OK,89.1
mistralai/Mistral-7B-v0.1,h100,Dense,131072,16,1.0,-1.62,-1.02,179.20,179.20,44.71,619.29,OK,101.1
mistralai/Mistral-7B-v0.1,h100,NaiveSparse,131072,16,1.0,-1.62,-1.02,179.20,179.20,44.71,619.29,OK,101.1
mistralai/Mistral-7B-v0.1,a40,Dense,524288,4,1.0,-1.62,-1.02,648.85,715.95,11.18,2722.90,OK,947.3
mistralai/Mistral-7B-v0.1,a40,NaiveSparse,524288,4,1.0,-1.62,-1.02,648.85,715.95,11.18,2722.90,OK,947.3
mistralai/Mixtral-8x7B-v0.1,a100,Sparse,4096,4,0.1,-1.62,-1.02,24.15,27.05,298.59,0.00,OK,502.8
mistralai/Mixtral-8x7B-v0.1,a100,Sparse,4096,16,0.1,-1.62,-1.02,16.58,16.58,489.96,0.00,OK,5.4
mistralai/Mixtral-8x7B-v0.1,a100,Dense,4096,16,1.0,-1.62,-1.02,16.58,16.58,489.96,0.00,OK,6.2
mistralai/Mixtral-8x7B-v0.1,a100,NaiveSparse,4096,16,1.0,-1.62,-1.02,16.58,16.58,489.96,0.00,OK,6.2
mistralai/Mixtral-8x7B-v0.1,a100,Dense,4096,8,1.0,-1.62,-1.02,16.59,16.59,489.88,0.00,OK,309.5
mistralai/Mixtral-8x7B-v0.1,a100,NaiveSparse,4096,8,1.0,-1.62,-1.02,16.59,16.59,489.88,0.00,OK,309.5
mistralai/Mixtral-8x7B-v0.1,a100,Dense,4096,4,1.0,-1.62,-1.02,24.45,27.39,294.84,0.00,OK,510.8
mistralai/Mixtral-8x7B-v0.1,a100,NaiveSparse,4096,4,1.0,-1.62,-1.02,24.45,27.39,294.84,0.00,OK,510.8
mistralai/Mixtral-8x7B-v0.1,a100,Sparse,4096,32,0.1,-1.62,-1.02,16.58,16.58,490.02,0.00,OK,6.4
mistralai/Mixtral-8x7B-v0.1,a100,Sparse,4096,8,0.1,-1.62,-1.02,16.37,16.37,496.42,0.00,OK,490.2
mistralai/Mistral-7B-v0.1,h100,Sparse,524288,4,0.1,-1.62,-1.02,65.90,72.61,110.56,149.54,OK,523.2
mistralai/Mixtral-8x7B-v0.1,a100,Sparse,4096,64,0.1,-1.62,-1.02,16.58,16.58,490.02,0.00,OK,4.7
mistralai/Mixtral-8x7B-v0.1,a100,Dense,4096,32,1.0,-1.62,-1.02,16.58,16.58,490.02,0.00,OK,7.9
mistralai/Mixtral-8x7B-v0.1,a100,NaiveSparse,4096,32,1.0,-1.62,-1.02,16.58,16.58,490.02,0.00,OK,7.9
