model,device,batch,context_length,baseline,tp,footprint_gb,sparsity_fraction,tpot_p50_ms,tpot_p99_ms,status,wall_s
meta-llama/Meta-Llama-3-70B,blackwell,64,1048576,Sparse,,22131.4,0.1,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,65536,Dense,,2890.0,1.0,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,65536,Sparse,,2890.0,0.1,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,131072,Dense,,5638.8,1.0,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,131072,Sparse,,5638.8,0.1,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,262144,Dense,,11136.3,1.0,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,262144,Sparse,,11136.3,0.1,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,524288,Dense,,22131.4,1.0,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,524288,Sparse,,22131.4,0.1,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,1048576,Dense,,44121.7,1.0,,,INFEASIBLE,
meta-llama/Meta-Llama-3-70B,blackwell,128,1048576,Sparse,,44121.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,1,1048576,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,1,1048576,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,2,524288,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,2,524288,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,2,1048576,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,2,1048576,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,4,262144,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,4,262144,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,4,524288,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,4,524288,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,4,1048576,Dense,,11139.7,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,4,1048576,Sparse,,11139.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,131072,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,131072,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,262144,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,262144,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,524288,Dense,,11139.7,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,524288,Sparse,,11139.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,1048576,Dense,,22134.8,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,8,1048576,Sparse,,22134.8,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,65536,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,65536,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,131072,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,131072,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,262144,Dense,,11139.7,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,262144,Sparse,,11139.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,524288,Dense,,22134.8,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,524288,Sparse,,22134.8,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,1048576,Dense,,44125.1,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,16,1048576,Sparse,,44125.1,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,32768,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,32768,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,65536,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,65536,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,131072,Dense,,11139.7,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,131072,Sparse,,11139.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,262144,Dense,,22134.8,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,262144,Sparse,,22134.8,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,524288,Dense,,44125.1,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,524288,Sparse,,44125.1,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,1048576,Dense,,88105.5,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,32,1048576,Sparse,,88105.5,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,16384,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,16384,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,32768,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,32768,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,65536,Dense,,11139.7,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,65536,Sparse,,11139.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,131072,Dense,,22134.8,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,131072,Sparse,,22134.8,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,262144,Dense,,44125.1,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,262144,Sparse,,44125.1,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,524288,Dense,,88105.5,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,524288,Sparse,,88105.5,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,1048576,Dense,,176066.5,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,64,1048576,Sparse,,176066.5,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,8192,Dense,,2893.4,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,8192,Sparse,,2893.4,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,16384,Dense,,5642.2,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,16384,Sparse,,5642.2,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,32768,Dense,,11139.7,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,32768,Sparse,,11139.7,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,65536,Dense,,22134.8,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,65536,Sparse,,22134.8,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,131072,Dense,,44125.1,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,131072,Sparse,,44125.1,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,262144,Dense,,88105.5,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,262144,Sparse,,88105.5,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,524288,Dense,,176066.5,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,524288,Sparse,,176066.5,0.1,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,1048576,Dense,,351988.3,1.0,,,INFEASIBLE,
Qwen/Qwen-72B,blackwell,128,1048576,Sparse,,351988.3,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,8,1048576,Dense,,2894.2,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,8,1048576,Sparse,,2894.2,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,16,524288,Dense,,2894.2,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,16,524288,Sparse,,2894.2,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,16,1048576,Dense,,5643.0,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,16,1048576,Sparse,,5643.0,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,32,262144,Dense,,2894.2,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,32,262144,Sparse,,2894.2,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,32,524288,Dense,,5643.0,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,32,524288,Sparse,,5643.0,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,32,1048576,Dense,,11140.5,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,32,1048576,Sparse,,11140.5,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,131072,Dense,,2894.2,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,131072,Sparse,,2894.2,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,262144,Dense,,5643.0,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,262144,Sparse,,5643.0,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,524288,Dense,,11140.5,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,524288,Sparse,,11140.5,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,1048576,Dense,,22135.6,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,64,1048576,Sparse,,22135.6,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,65536,Dense,,2894.2,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,65536,Sparse,,2894.2,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,131072,Dense,,5643.0,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,131072,Sparse,,5643.0,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,262144,Dense,,11140.5,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,262144,Sparse,,11140.5,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,524288,Dense,,22135.6,1.0,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,524288,Sparse,,22135.6,0.1,,,INFEASIBLE,
Qwen/Qwen2-72B,blackwell,128,1048576,Dense,,44125.9,1.0,,,INFEASIBLE,
