model,device,batch,context_length,baseline,tp,footprint_gb,sparsity_fraction,tpot_p50_ms,tpot_p99_ms,status,wall_s
mistralai/Mixtral-8x7B-v0.1,blackwell,1,2097152,HBM-only,8,368.3,1.0,13.861727339087784,13.861727339087784,OK,91.5
Qwen/Qwen2-72B,blackwell,1,196608,HBM-only,2,209.8,1.0,31.59733846877872,31.59733846877872,OK,23.0
Qwen/Qwen2-72B,blackwell,1,196608,HBM-only,4,209.8,1.0,27.101879853881684,27.101879853881684,OK,23.1
Qwen/Qwen2-72B,blackwell,1,196608,HBM-only,8,209.8,1.0,24.455699361055178,24.455699361055178,OK,23.0
mistralai/Mixtral-8x7B-v0.1,blackwell,2,2097152,HBM-only,4,643.2,1.0,28.7023105797001,28.7023105797001,OK,74.2
mistralai/Mixtral-8x7B-v0.1,blackwell,2,2097152,HBM-only,8,643.2,1.0,20.485153309905055,20.485153309905055,OK,74.3
mistralai/Mixtral-8x7B-v0.1,blackwell,4,2097152,HBM-only,8,1192.9,1.0,29.076481053905056,29.076481053905056,OK,68.2
Qwen/Qwen2-72B,blackwell,1,262144,HBM-only,2,231.3,1.0,32.939515748778724,32.939515748778724,OK,25.2
Qwen/Qwen2-72B,blackwell,1,262144,HBM-only,8,231.3,1.0,24.791243681055178,24.791243681055178,OK,24.8
Qwen/Qwen2-72B,blackwell,1,262144,HBM-only,4,231.3,1.0,27.77296849388168,27.77296849388168,OK,25.4
meta-llama/Meta-Llama-3-70B,blackwell,128,196608,Sparse,8,8387.5,0.1,72.9521304613418,80.18919545070972,OK,28.7
meta-llama/Meta-Llama-3-70B,blackwell,128,196608,Sparse,4,8387.5,0.1,76.73927728783877,94.6110328433485,OK,29.4
Qwen/Qwen2-72B,blackwell,2,131072,HBM-only,2,231.3,1.0,39.76990795801873,39.76990795801873,OK,3.9
Qwen/Qwen2-72B,blackwell,2,131072,HBM-only,4,231.3,1.0,33.98272036939743,33.98272036939743,OK,4.0
meta-llama/Meta-Llama-3-70B,blackwell,128,196608,Dense,8,8387.5,1.0,156.1304998834765,171.05561659939553,OK,32.2
Qwen/Qwen2-72B,blackwell,2,131072,HBM-only,8,231.3,1.0,30.5910625933643,30.5910625933643,OK,3.9
Qwen/Qwen2-72B,blackwell,1,393216,HBM-only,8,274.2,1.0,25.46233232105518,25.46233232105518,OK,28.2
Qwen/Qwen2-72B,blackwell,2,196608,HBM-only,4,274.2,1.0,35.32489764939743,35.32489764939743,OK,4.5
Qwen/Qwen2-72B,blackwell,2,196608,HBM-only,2,274.2,1.0,42.45426251801873,42.45426251801873,OK,4.6
Qwen/Qwen2-72B,blackwell,1,393216,HBM-only,4,274.2,1.0,29.11514577388168,29.11514577388168,OK,29.7
Qwen/Qwen2-72B,blackwell,2,196608,HBM-only,8,274.2,1.0,31.262151233364296,31.262151233364296,OK,4.8
Qwen/Qwen2-72B,blackwell,1,393216,Dense,2,274.2,1.0,35.62387030877872,35.62387030877872,OK,30.1
meta-llama/Meta-Llama-3-70B,blackwell,128,196608,Dense,4,8387.5,1.0,297.04151050400185,297.04151050400185,OK,35.2
Qwen/Qwen2-72B,blackwell,1,393216,HBM-only,2,274.2,1.0,35.62387030877872,35.62387030877872,OK,30.8
Qwen/Qwen2-72B,blackwell,1,524288,Dense,1,317.2,1.0,51.64779409042005,51.64779409042005,OK,31.2
Qwen/Qwen2-72B,blackwell,2,262144,Dense,2,317.2,1.0,45.138617078018726,45.138617078018726,OK,5.1
Qwen/Qwen2-72B,blackwell,2,262144,Dense,4,317.2,1.0,36.66707492939742,36.66707492939742,OK,5.2
Qwen/Qwen2-72B,blackwell,1,524288,Sparse,1,317.2,0.1,37.11276125842005,37.11276125842005,OK,31.9
Qwen/Qwen2-72B,blackwell,2,262144,Dense,8,317.2,1.0,31.9332398733643,31.9332398733643,OK,5.1
Qwen/Qwen2-72B,blackwell,2,262144,Sparse,2,317.2,0.1,45.138617078018726,45.138617078018726,OK,4.9
Qwen/Qwen2-72B,blackwell,2,262144,Sparse,8,317.2,0.1,31.9332398733643,31.9332398733643,OK,5.0
Qwen/Qwen2-72B,blackwell,2,262144,Sparse,4,317.2,0.1,36.66707492939742,36.66707492939742,OK,5.1
Qwen/Qwen2-72B,blackwell,1,524288,HBM-only,4,317.2,1.0,30.457323053881677,30.457323053881677,OK,29.0
Qwen/Qwen2-72B,blackwell,1,524288,HBM-only,8,317.2,1.0,26.133420961055172,26.133420961055172,OK,28.8
Qwen/Qwen2-72B,blackwell,2,262144,HBM-only,4,317.2,1.0,36.66707492939742,36.66707492939742,OK,4.9
Qwen/Qwen2-72B,blackwell,2,262144,HBM-only,2,317.2,1.0,45.138617078018726,45.138617078018726,OK,5.0
Qwen/Qwen2-72B,blackwell,2,262144,HBM-only,8,317.2,1.0,31.9332398733643,31.9332398733643,OK,5.0
Qwen/Qwen2-72B,blackwell,1,524288,Dense,2,317.2,1.0,38.30822486877872,38.30822486877872,OK,35.5
Qwen/Qwen2-72B,blackwell,1,524288,Sparse,2,317.2,0.1,38.30822486877872,38.30822486877872,OK,36.5
Qwen/Qwen2-72B,blackwell,1,524288,HBM-only,2,317.2,1.0,38.30822486877872,38.30822486877872,OK,32.1
Qwen/Qwen2-72B,blackwell,2,393216,Dense,2,403.1,1.0,50.507326198018724,50.507326198018724,OK,6.3
Qwen/Qwen2-72B,blackwell,2,393216,Dense,4,403.1,1.0,39.351429489397425,39.351429489397425,OK,6.2
Qwen/Qwen2-72B,blackwell,2,393216,Dense,8,403.1,1.0,33.275417153364295,33.275417153364295,OK,6.2
Qwen/Qwen2-72B,blackwell,2,393216,Sparse,2,403.1,0.1,48.98299979801873,48.98299979801873,OK,6.8
Qwen/Qwen2-72B,blackwell,2,393216,Sparse,4,403.1,0.1,39.351429489397425,39.351429489397425,OK,6.3
Qwen/Qwen2-72B,blackwell,2,393216,Sparse,8,403.1,0.1,33.275417153364295,33.275417153364295,OK,6.4
Qwen/Qwen2-72B,blackwell,2,393216,HBM-only,4,403.1,1.0,39.351429489397425,39.351429489397425,OK,6.5
Qwen/Qwen2-72B,blackwell,2,393216,HBM-only,8,403.1,1.0,33.275417153364295,33.275417153364295,OK,6.6
Qwen/Qwen2-72B,blackwell,1,786432,Dense,1,403.1,1.0,62.385212330420046,62.385212330420046,OK,34.9
Qwen/Qwen2-72B,blackwell,2,524288,Dense,1,489.0,1.0,80.60374484507038,80.60374484507038,OK,7.1
Qwen/Qwen2-72B,blackwell,2,262144,Dense,1,317.2,1.0,59.12890836507039,59.12890836507039,OK,16.4
Qwen/Qwen2-72B,blackwell,1,786432,Sparse,1,403.1,0.1,38.186060714420044,38.186060714420044,OK,35.3
Qwen/Qwen2-72B,blackwell,2,524288,Dense,2,489.0,1.0,55.87603531801873,55.87603531801873,OK,7.7
Qwen/Qwen2-72B,blackwell,2,524288,Sparse,1,489.0,0.1,46.740916813070385,46.740916813070385,OK,7.2
Qwen/Qwen2-72B,blackwell,2,524288,Dense,4,489.0,1.0,42.035784049397414,42.035784049397414,OK,7.7
Qwen/Qwen2-72B,blackwell,2,524288,Dense,8,489.0,1.0,34.61759443336429,34.61759443336429,OK,7.7
Qwen/Qwen2-72B,blackwell,2,524288,Sparse,2,489.0,0.1,49.51979698201872,49.51979698201872,OK,7.4
Qwen/Qwen2-72B,blackwell,1,786432,Sparse,2,403.1,0.1,42.15253386077872,42.15253386077872,OK,37.2
Qwen/Qwen2-72B,blackwell,2,524288,Sparse,8,489.0,0.1,34.61759443336429,34.61759443336429,OK,7.4
Qwen/Qwen2-72B,blackwell,2,524288,Sparse,4,489.0,0.1,42.035784049397414,42.035784049397414,OK,7.5
Qwen/Qwen2-72B,blackwell,2,524288,HBM-only,4,489.0,1.0,42.035784049397414,42.035784049397414,OK,7.5
Qwen/Qwen2-72B,blackwell,1,786432,Dense,2,403.1,1.0,43.67693398877872,43.67693398877872,OK,38.7
Qwen/Qwen2-72B,blackwell,2,524288,HBM-only,8,489.0,1.0,34.61759443336429,34.61759443336429,OK,7.4
Qwen/Qwen2-72B,blackwell,2,262144,Sparse,1,317.2,0.1,44.59358062107037,44.59358062107037,OK,18.5
Qwen/Qwen2-72B,blackwell,1,786432,HBM-only,4,403.1,1.0,33.141677613881676,33.141677613881676,OK,39.8
Qwen/Qwen2-72B,blackwell,2,786432,Dense,1,660.8,1.0,102.07858132507039,102.07858132507039,OK,9.2
Qwen/Qwen2-72B,blackwell,1,786432,Sparse,4,403.1,0.1,33.141677613881676,33.141677613881676,OK,41.0
Qwen/Qwen2-72B,blackwell,1,786432,Dense,4,403.1,1.0,33.141677613881676,33.141677613881676,OK,42.0
Qwen/Qwen2-72B,blackwell,2,786432,Dense,2,660.8,1.0,66.61345355801873,66.61345355801873,OK,9.9
Qwen/Qwen2-72B,blackwell,2,786432,Dense,4,660.8,1.0,47.40449316939742,47.40449316939742,OK,10.0
Qwen/Qwen2-72B,blackwell,2,786432,Sparse,1,660.8,0.1,48.88810554907039,48.88810554907039,OK,9.3
Qwen/Qwen2-72B,blackwell,2,786432,Sparse,4,660.8,0.1,47.40449316939742,47.40449316939742,OK,9.8
Qwen/Qwen2-72B,blackwell,2,786432,Sparse,2,660.8,0.1,50.59339135001872,50.59339135001872,OK,10.0
Qwen/Qwen2-72B,blackwell,1,786432,Sparse,8,403.1,0.1,27.475598241055177,27.475598241055177,OK,43.8
Qwen/Qwen2-72B,blackwell,1,786432,Dense,8,403.1,1.0,27.475598241055177,27.475598241055177,OK,45.1
Qwen/Qwen2-72B,blackwell,2,786432,HBM-only,4,660.8,1.0,47.40449316939742,47.40449316939742,OK,9.9
Qwen/Qwen2-72B,blackwell,2,786432,Dense,8,660.8,1.0,37.30194899336429,37.30194899336429,OK,12.3
Qwen/Qwen2-72B,blackwell,2,393216,Dense,1,403.1,1.0,69.86632660507038,69.86632660507038,OK,21.6
Qwen/Qwen2-72B,blackwell,2,786432,Sparse,8,660.8,0.1,37.30194899336429,37.30194899336429,OK,11.0
Qwen/Qwen2-72B,blackwell,2,786432,HBM-only,8,660.8,1.0,37.30194899336429,37.30194899336429,OK,10.6
Qwen/Qwen2-72B,blackwell,4,131072,Dense,1,317.2,1.0,59.133251405070375,59.133251405070375,OK,3.8
Qwen/Qwen2-72B,blackwell,4,131072,Dense,2,317.2,1.0,45.14246859801872,45.14246859801872,OK,3.8
Qwen/Qwen2-72B,blackwell,4,131072,Dense,4,317.2,1.0,36.67068068939742,36.67068068939742,OK,3.8
Qwen/Qwen2-72B,blackwell,4,131072,Dense,8,317.2,1.0,31.936722753364297,31.936722753364297,OK,4.0
Qwen/Qwen2-72B,blackwell,4,131072,Sparse,1,317.2,0.1,44.59703892507038,44.59703892507038,OK,3.5
Qwen/Qwen2-72B,blackwell,4,131072,Sparse,2,317.2,0.1,45.14246859801872,45.14246859801872,OK,3.7
Qwen/Qwen2-72B,blackwell,4,131072,Sparse,8,317.2,0.1,31.936722753364297,31.936722753364297,OK,3.7
Qwen/Qwen2-72B,blackwell,4,131072,Sparse,4,317.2,0.1,36.67068068939742,36.67068068939742,OK,3.8
Qwen/Qwen2-72B,blackwell,4,131072,HBM-only,2,317.2,1.0,45.14246859801872,45.14246859801872,OK,3.6
Qwen/Qwen2-72B,blackwell,4,131072,HBM-only,4,317.2,1.0,36.67068068939742,36.67068068939742,OK,3.8
Qwen/Qwen2-72B,blackwell,1,786432,HBM-only,8,403.1,1.0,27.475598241055177,27.475598241055177,OK,49.3
Qwen/Qwen2-72B,blackwell,2,393216,Sparse,1,403.1,0.1,45.66717498907039,45.66717498907039,OK,24.8
Qwen/Qwen2-72B,blackwell,4,131072,HBM-only,8,317.2,1.0,31.936722753364297,31.936722753364297,OK,3.8
Qwen/Qwen2-72B,blackwell,4,196608,Dense,2,403.1,1.0,50.51117771801873,50.51117771801873,OK,4.3
Qwen/Qwen2-72B,blackwell,4,196608,Dense,4,403.1,1.0,39.35503524939743,39.35503524939743,OK,4.3
Qwen/Qwen2-72B,blackwell,4,196608,Dense,8,403.1,1.0,33.27890003336429,33.27890003336429,OK,4.3
Qwen/Qwen2-72B,blackwell,4,196608,Sparse,2,403.1,0.1,48.98677759001874,48.98677759001874,OK,4.5
Qwen/Qwen2-72B,blackwell,4,196608,Sparse,4,403.1,0.1,39.35503524939743,39.35503524939743,OK,4.6
Qwen/Qwen2-72B,blackwell,4,196608,Sparse,8,403.1,0.1,33.27890003336429,33.27890003336429,OK,4.6
Qwen/Qwen2-72B,blackwell,4,196608,HBM-only,4,403.1,1.0,39.35503524939743,39.35503524939743,OK,4.6
Qwen/Qwen2-72B,blackwell,1,1048576,Dense,1,489.0,1.0,73.12263057042004,73.12263057042004,OK,44.7
Qwen/Qwen2-72B,blackwell,4,196608,HBM-only,8,403.1,1.0,33.27890003336429,33.27890003336429,OK,4.6
Qwen/Qwen2-72B,blackwell,4,262144,Dense,1,489.0,1.0,80.60808788507039,80.60808788507039,OK,4.6
Qwen/Qwen2-72B,blackwell,1,1048576,Sparse,1,489.0,0.1,39.25980253842004,39.25980253842004,OK,44.7
Qwen/Qwen2-72B,blackwell,4,262144,Dense,2,489.0,1.0,55.87988683801873,55.87988683801873,OK,4.9
Qwen/Qwen2-72B,blackwell,2,1048576,Sparse,1,832.6,0.1,51.03558919707039,51.03558919707039,OK,19.2
Qwen/Qwen2-72B,blackwell,2,1048576,Dense,1,832.6,1.0,123.55341780507038,123.55341780507038,OK,20.5
meta-llama/Meta-Llama-3-70B,blackwell,1,2097152,HBM-only,8,828.4,1.0,33.89950681434749,33.89950681434749,OK,94.8
Qwen/Qwen2-72B,blackwell,4,262144,Dense,4,489.0,1.0,42.03938980939742,42.03938980939742,OK,5.0
Qwen/Qwen2-72B,blackwell,4,262144,Dense,8,489.0,1.0,34.6210773133643,34.6210773133643,OK,5.1
Qwen/Qwen2-72B,blackwell,4,262144,Sparse,1,489.0,0.1,46.74422766107039,46.74422766107039,OK,4.8
Qwen/Qwen2-72B,blackwell,1,1048576,Dense,2,489.0,1.0,49.045643108778705,49.045643108778705,OK,47.5
Qwen/Qwen2-72B,blackwell,4,262144,Sparse,2,489.0,0.1,49.52350104601873,49.52350104601873,OK,4.6
meta-llama/Meta-Llama-3-70B,blackwell,2,2097152,HBM-only,8,1515.6,1.0,50.36499950997969,50.36499950997969,OK,86.1
Qwen/Qwen2-72B,blackwell,4,262144,Sparse,8,489.0,0.1,34.6210773133643,34.6210773133643,OK,4.9
Qwen/Qwen2-72B,blackwell,4,262144,Sparse,4,489.0,0.1,42.03938980939742,42.03938980939742,OK,5.0
Qwen/Qwen2-72B,blackwell,4,262144,HBM-only,4,489.0,1.0,42.03938980939742,42.03938980939742,OK,4.9
Qwen/Qwen2-72B,blackwell,1,1048576,Sparse,2,489.0,0.1,42.68940477277873,42.68940477277873,OK,47.8
Qwen/Qwen2-72B,blackwell,2,1048576,Dense,2,832.6,1.0,77.35087179801872,77.35087179801872,OK,24.1
Qwen/Qwen2-72B,blackwell,4,262144,HBM-only,8,489.0,1.0,34.6210773133643,34.6210773133643,OK,5.1
Qwen/Qwen2-72B,blackwell,2,1048576,Sparse,2,832.6,0.1,51.66713317401873,51.66713317401873,OK,22.6
Qwen/Qwen2-72B,blackwell,1,1048576,HBM-only,4,489.0,1.0,35.82603217388168,35.82603217388168,OK,48.3
Qwen/Qwen2-72B,blackwell,1,1048576,HBM-only,8,489.0,1.0,28.817775521055175,28.817775521055175,OK,48.2
Qwen/Qwen2-72B,blackwell,4,393216,Dense,1,660.8,1.0,102.0829243650704,102.0829243650704,OK,6.0
Qwen/Qwen2-72B,blackwell,2,1048576,Dense,4,832.6,1.0,52.77320228939742,52.77320228939742,OK,25.2
Qwen/Qwen2-72B,blackwell,4,393216,Dense,2,660.8,1.0,66.61730507801875,66.61730507801875,OK,6.2
Qwen/Qwen2-72B,blackwell,2,1048576,Sparse,4,832.6,0.1,50.506508657397426,50.506508657397426,OK,23.4
Qwen/Qwen2-72B,blackwell,2,1048576,Dense,8,832.6,1.0,39.986303553364294,39.986303553364294,OK,25.8
Qwen/Qwen2-72B,blackwell,2,1048576,Sparse,8,832.6,0.1,39.986303553364294,39.986303553364294,OK,23.9
Qwen/Qwen2-72B,blackwell,2,1048576,HBM-only,8,832.6,1.0,39.986303553364294,39.986303553364294,OK,23.7
Qwen/Qwen2-72B,blackwell,4,393216,Sparse,1,660.8,0.1,48.89171130907039,48.89171130907039,OK,5.8
Qwen/Qwen2-72B,blackwell,4,393216,Dense,4,660.8,1.0,47.40809892939743,47.40809892939743,OK,6.3
Qwen/Qwen2-72B,blackwell,4,393216,Dense,8,660.8,1.0,37.30543187336429,37.30543187336429,OK,6.3
Qwen/Qwen2-72B,blackwell,4,393216,Sparse,2,660.8,0.1,50.59702168601873,50.59702168601873,OK,6.0
Qwen/Qwen2-72B,blackwell,4,196608,Dense,1,403.1,1.0,69.87066964507038,69.87066964507038,OK,14.9
Qwen/Qwen2-72B,blackwell,4,393216,Sparse,8,660.8,0.1,37.30543187336429,37.30543187336429,OK,6.5
Qwen/Qwen2-72B,blackwell,4,393216,Sparse,4,660.8,0.1,47.40809892939743,47.40809892939743,OK,6.6
Qwen/Qwen2-72B,blackwell,4,393216,HBM-only,8,660.8,1.0,37.30543187336429,37.30543187336429,OK,6.4
Qwen/Qwen2-72B,blackwell,4,393216,HBM-only,4,660.8,1.0,47.40809892939743,47.40809892939743,OK,6.5
Qwen/Qwen2-72B,blackwell,4,524288,Dense,1,832.6,1.0,123.55776084507038,123.55776084507038,OK,7.2
Qwen/Qwen2-72B,blackwell,4,524288,Dense,2,832.6,1.0,77.35472331801871,77.35472331801871,OK,7.4
Qwen/Qwen2-72B,blackwell,4,524288,Sparse,1,832.6,0.1,51.039194957070386,51.039194957070386,OK,7.2
Qwen/Qwen2-72B,blackwell,4,524288,Dense,4,832.6,1.0,52.77680804939742,52.77680804939742,OK,7.5
Qwen/Qwen2-72B,blackwell,4,524288,Dense,8,832.6,1.0,39.9897864333643,39.9897864333643,OK,7.6
Qwen/Qwen2-72B,blackwell,4,524288,Sparse,2,832.6,0.1,51.67076351001873,51.67076351001873,OK,7.5
Qwen/Qwen2-72B,blackwell,4,524288,Sparse,4,832.6,0.1,50.510003825397426,50.510003825397426,OK,7.4
Qwen/Qwen2-72B,blackwell,4,524288,Sparse,8,832.6,0.1,39.9897864333643,39.9897864333643,OK,7.4
Qwen/Qwen2-72B,blackwell,4,196608,Sparse,1,403.1,0.1,45.67048583707038,45.67048583707038,OK,18.5
Qwen/Qwen2-72B,blackwell,4,524288,HBM-only,8,832.6,1.0,39.9897864333643,39.9897864333643,OK,7.5
meta-llama/Meta-Llama-3-8B,blackwell,1,2097152,HBM-only,8,290.9,1.0,13.867735978661822,13.867735978661822,OK,170.5
meta-llama/Meta-Llama-3-8B,blackwell,16,2097152,Dense,8,4414.1,1.0,80.65147061176361,80.65147061176361,OK,157.3
Qwen/Qwen2-72B,blackwell,4,786432,Dense,1,1176.2,1.0,166.50743380507038,166.50743380507038,OK,9.3
Qwen/Qwen2-72B,blackwell,4,786432,Dense,2,1176.2,1.0,98.82955979801874,98.82955979801874,OK,9.8
Qwen/Qwen2-72B,blackwell,4,786432,Dense,4,1176.2,1.0,63.51422628939743,63.51422628939743,OK,10.1
Qwen/Qwen2-72B,blackwell,4,786432,Sparse,1,1176.2,0.1,55.33386734107038,55.33386734107038,OK,9.5
Qwen/Qwen2-72B,blackwell,4,786432,Dense,8,1176.2,1.0,45.3584955533643,45.3584955533643,OK,10.1
Qwen/Qwen2-72B,blackwell,4,786432,Sparse,2,1176.2,0.1,53.81802597401873,53.81802597401873,OK,9.8
Qwen/Qwen2-72B,blackwell,8,131072,Dense,1,489.0,1.0,80.6167739650704,80.6167739650704,OK,3.9
Qwen/Qwen2-72B,blackwell,4,786432,Sparse,4,1176.2,0.1,51.58363505739742,51.58363505739742,OK,9.8
Qwen/Qwen2-72B,blackwell,8,131072,Dense,2,489.0,1.0,55.88758987801873,55.88758987801873,OK,4.1
Qwen/Qwen2-72B,blackwell,8,131072,Dense,4,489.0,1.0,42.04660132939742,42.04660132939742,OK,4.0
Qwen/Qwen2-72B,blackwell,8,131072,Sparse,1,489.0,0.1,46.75129172507038,46.75129172507038,OK,3.9
Qwen/Qwen2-72B,blackwell,8,131072,Dense,8,489.0,1.0,34.628043073364296,34.628043073364296,OK,4.0
Qwen/Qwen2-72B,blackwell,4,786432,HBM-only,8,1176.2,1.0,45.3584955533643,45.3584955533643,OK,10.0
Qwen/Qwen2-72B,blackwell,4,786432,Sparse,8,1176.2,0.1,45.3584955533643,45.3584955533643,OK,10.1
Qwen/Qwen2-72B,blackwell,4,1048576,Dense,1,1519.8,1.0,209.4571067650704,209.4571067650704,OK,11.4
Qwen/Qwen2-72B,blackwell,8,131072,Sparse,2,489.0,0.1,49.53090917401873,49.53090917401873,OK,4.0
Qwen/Qwen2-72B,blackwell,8,131072,Sparse,4,489.0,0.1,42.04660132939742,42.04660132939742,OK,3.9
Qwen/Qwen2-72B,blackwell,8,131072,Sparse,8,489.0,0.1,34.628043073364296,34.628043073364296,OK,3.7
Qwen/Qwen2-72B,blackwell,4,1048576,Dense,4,1519.8,1.0,74.25164452939742,74.25164452939742,OK,12.1
Qwen/Qwen2-72B,blackwell,4,1048576,Dense,8,1519.8,1.0,50.7272046733643,50.7272046733643,OK,12.1
Qwen/Qwen2-72B,blackwell,4,1048576,Dense,2,1519.8,1.0,120.30439627801873,120.30439627801873,OK,12.3
Qwen/Qwen2-72B,blackwell,8,131072,HBM-only,4,489.0,1.0,42.04660132939742,42.04660132939742,OK,3.9
Qwen/Qwen2-72B,blackwell,4,1048576,Sparse,2,1519.8,0.1,55.96550962201872,55.96550962201872,OK,12.2
Qwen/Qwen2-72B,blackwell,4,1048576,Sparse,1,1519.8,0.1,59.629129549070385,59.629129549070385,OK,12.9
Qwen/Qwen2-72B,blackwell,8,131072,HBM-only,8,489.0,1.0,34.628043073364296,34.628043073364296,OK,4.1
Qwen/Qwen2-72B,blackwell,8,196608,Dense,1,660.8,1.0,102.0916104450704,102.0916104450704,OK,4.6
Qwen/Qwen2-72B,blackwell,8,196608,Dense,2,660.8,1.0,66.62500811801873,66.62500811801873,OK,4.6
Qwen/Qwen2-72B,blackwell,4,1048576,Sparse,8,1519.8,0.1,50.505135937364294,50.505135937364294,OK,12.0
Qwen/Qwen2-72B,blackwell,8,196608,Dense,4,660.8,1.0,47.415310449397424,47.415310449397424,OK,4.7
Qwen/Qwen2-72B,blackwell,8,196608,Dense,8,660.8,1.0,37.312397633364306,37.312397633364306,OK,4.6
Qwen/Qwen2-72B,blackwell,8,196608,Sparse,2,660.8,0.1,50.60428235801873,50.60428235801873,OK,4.6
Qwen/Qwen2-72B,blackwell,8,196608,Sparse,1,660.8,0.1,48.89877537307038,48.89877537307038,OK,4.6
Qwen/Qwen2-72B,blackwell,8,196608,Sparse,4,660.8,0.1,47.415310449397424,47.415310449397424,OK,4.6
Qwen/Qwen2-72B,blackwell,4,1048576,Sparse,4,1519.8,0.1,52.657340017397416,52.657340017397416,OK,12.4
Qwen/Qwen2-72B,blackwell,4,1048576,HBM-only,8,1519.8,1.0,50.7272046733643,50.7272046733643,OK,12.4
Qwen/Qwen2-72B,blackwell,8,196608,Sparse,8,660.8,0.1,37.312397633364306,37.312397633364306,OK,4.7
Qwen/Qwen2-72B,blackwell,8,196608,HBM-only,4,660.8,1.0,47.415310449397424,47.415310449397424,OK,4.9
Qwen/Qwen2-72B,blackwell,8,196608,HBM-only,8,660.8,1.0,37.312397633364306,37.312397633364306,OK,4.7
Qwen/Qwen2-72B,blackwell,8,262144,Dense,1,832.6,1.0,123.5664469250704,123.5664469250704,OK,5.0
Qwen/Qwen2-72B,blackwell,8,262144,Sparse,1,832.6,0.1,51.04625902107038,51.04625902107038,OK,4.7
Qwen/Qwen2-72B,blackwell,8,262144,Dense,2,832.6,1.0,77.36242635801871,77.36242635801871,OK,5.2
Qwen/Qwen2-72B,blackwell,8,262144,Sparse,2,832.6,0.1,51.67780299801873,51.67780299801873,OK,5.1
Qwen/Qwen2-72B,blackwell,8,262144,Dense,4,832.6,1.0,52.78401956939742,52.78401956939742,OK,5.2
Qwen/Qwen2-72B,blackwell,8,262144,Dense,8,832.6,1.0,39.99675219336431,39.99675219336431,OK,5.2
Qwen/Qwen2-72B,blackwell,8,262144,Sparse,4,832.6,0.1,50.51717848139742,50.51717848139742,OK,5.1
Qwen/Qwen2-72B,blackwell,8,262144,HBM-only,8,832.6,1.0,39.99675219336431,39.99675219336431,OK,5.1
Qwen/Qwen2-72B,blackwell,8,262144,Sparse,8,832.6,0.1,39.99675219336431,39.99675219336431,OK,5.2
Qwen/Qwen2-72B,blackwell,8,393216,Dense,1,1176.2,1.0,166.51611988507037,166.51611988507037,OK,6.0
Qwen/Qwen2-72B,blackwell,8,393216,Dense,4,1176.2,1.0,63.521437809397426,63.521437809397426,OK,6.3
Qwen/Qwen2-72B,blackwell,8,393216,Sparse,1,1176.2,0.1,55.34122631707038,55.34122631707038,OK,6.2
Qwen/Qwen2-72B,blackwell,8,393216,Dense,2,1176.2,1.0,98.83726283801872,98.83726283801872,OK,6.4
Qwen/Qwen2-72B,blackwell,8,393216,HBM-only,8,1176.2,1.0,45.3654613133643,45.3654613133643,OK,6.0
Qwen/Qwen2-72B,blackwell,8,393216,Dense,8,1176.2,1.0,45.3654613133643,45.3654613133643,OK,6.5
Qwen/Qwen2-72B,blackwell,8,393216,Sparse,2,1176.2,0.1,53.82506546201873,53.82506546201873,OK,6.4
Qwen/Qwen2-72B,blackwell,8,393216,Sparse,4,1176.2,0.1,51.59058852939742,51.59058852939742,OK,6.4
Qwen/Qwen2-72B,blackwell,8,393216,Sparse,8,1176.2,0.1,45.3654613133643,45.3654613133643,OK,6.4
Qwen/Qwen2-72B,blackwell,8,524288,Dense,1,1519.8,1.0,209.4657928450704,209.4657928450704,OK,6.9
Qwen/Qwen2-72B,blackwell,8,524288,Dense,2,1519.8,1.0,120.31209931801872,120.31209931801872,OK,7.4
Qwen/Qwen2-72B,blackwell,8,524288,Dense,4,1519.8,1.0,74.25885604939741,74.25885604939741,OK,7.6
Qwen/Qwen2-72B,blackwell,8,524288,Dense,8,1519.8,1.0,50.7341704333643,50.7341704333643,OK,7.4
Qwen/Qwen2-72B,blackwell,8,524288,Sparse,1,1519.8,0.1,59.63619361307039,59.63619361307039,OK,7.0
Qwen/Qwen2-72B,blackwell,8,524288,Sparse,2,1519.8,0.1,55.972549110018726,55.972549110018726,OK,7.3
Qwen/Qwen2-72B,blackwell,8,524288,Sparse,8,1519.8,0.1,50.51212012936429,50.51212012936429,OK,7.4
Qwen/Qwen2-72B,blackwell,8,524288,Sparse,4,1519.8,0.1,52.66421976139742,52.66421976139742,OK,7.6
Qwen/Qwen2-72B,blackwell,8,524288,HBM-only,8,1519.8,1.0,50.7341704333643,50.7341704333643,OK,7.7
meta-llama/Meta-Llama-3-8B,blackwell,2,2097152,Sparse,8,565.8,0.1,20.492664109372605,20.492664109372605,OK,190.8
meta-llama/Meta-Llama-3-8B,blackwell,2,2097152,HBM-only,8,565.8,1.0,20.492664109372605,20.492664109372605,OK,191.6
meta-llama/Meta-Llama-3-8B,blackwell,4,2097152,Sparse,8,1115.6,0.1,29.083991853372602,29.083991853372602,OK,185.1
meta-llama/Meta-Llama-3-8B,blackwell,8,2097152,Sparse,8,2215.1,0.1,36.26699242937261,36.26699242937261,OK,180.1
Qwen/Qwen2-72B,blackwell,8,786432,Dense,1,2207.0,1.0,295.36513876507036,295.36513876507036,OK,9.4
meta-llama/Meta-Llama-3-8B,blackwell,8,2097152,Dense,8,2215.1,1.0,46.2666473413726,46.2666473413726,OK,180.3
