model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s,source
Qwen-72B,a40,16,8,504.55,504.55,471.63,471.63,1.07,131.66,0.0,15.86,16.97,simulated
Qwen-72B,a40,16,16,471.6300,471.6300,471.6300,471.6300,1.0000,0.0000,0.0000,33.92,33.92,analytical
Qwen-72B,a40,16,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,16,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,16,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,a40,32,4,854.11,938.07,667.91,747.75,1.279,761.27,0.0,8.53,10.7,simulated
Qwen-72B,a40,32,8,549.2271,549.2271,471.6300,471.6300,1.1645,77.5971,0.0000,14.57,16.96,analytical
Qwen-72B,a40,32,16,471.6300,471.6300,471.6300,471.6300,1.0000,0.0000,0.0000,33.92,33.92,analytical
Qwen-72B,a40,32,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,32,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,32,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,a40,64,4,1051.4299,1171.5138,667.9100,744.1920,1.5742,383.5199,0.0000,3.80,5.99,analytical
Qwen-72B,a40,64,8,643.2843,643.2843,471.6300,471.6300,1.3640,171.6543,0.0000,12.44,16.96,analytical
Qwen-72B,a40,64,16,471.6300,471.6300,471.6300,471.6300,1.0000,0.0000,0.0000,33.92,33.92,analytical
Qwen-72B,a40,64,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,64,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,64,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,a40,128,4,1491.4494,1661.7879,667.9100,744.1920,2.2330,823.5394,0.0000,2.68,5.99,analytical
Qwen-72B,a40,128,8,831.3986,831.3986,471.6300,471.6300,1.7628,359.7686,0.0000,9.62,16.96,analytical
Qwen-72B,a40,128,16,471.6300,471.6300,471.6300,471.6300,1.0000,0.0000,0.0000,33.92,33.92,analytical
Qwen-72B,a40,128,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,128,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,128,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,a40,256,4,2371.4883,2642.3361,667.9100,744.1920,3.5506,1703.5783,0.0000,1.69,5.99,analytical
Qwen-72B,a40,256,8,1207.6271,1207.6271,471.6300,471.6300,2.5605,735.9971,0.0000,6.62,16.96,analytical
Qwen-72B,a40,256,16,471.6300,471.6300,471.6300,471.6300,1.0000,0.0000,0.0000,33.92,33.92,analytical
Qwen-72B,a40,256,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,256,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,256,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,a40,512,4,4131.5663,4603.4326,667.9100,744.1920,6.1858,3463.6563,0.0000,0.97,5.99,analytical
Qwen-72B,a40,512,8,1960.0843,1960.0843,471.6300,471.6300,4.1560,1488.4543,0.0000,4.08,16.96,analytical
Qwen-72B,a40,512,16,471.6300,471.6300,471.6300,471.6300,1.0000,0.0000,0.0000,33.92,33.92,analytical
Qwen-72B,a40,512,32,471.6800,471.6800,471.6800,471.6800,1.0000,0.0000,0.0000,67.84,67.84,analytical
Qwen-72B,a40,512,64,471.7300,471.7300,471.7300,471.7300,1.0000,0.0500,0.0500,135.67,135.67,analytical
Qwen-72B,a40,512,128,471.7800,471.7800,471.7800,471.7800,1.0000,0.1000,0.1000,271.31,271.31,analytical
Qwen-72B,h100,4,4,126.65,142.06,126.62,142.03,1.0,0.0,0.0,56.42,56.43,simulated
Qwen-72B,h100,4,8,122.89,122.89,90.14,90.14,1.363,130.79,0.0,65.23,89.0,simulated
Qwen-72B,h100,4,16,122.89,122.89,90.13,90.13,1.363,130.8,0.0,65.23,89.01,simulated
Qwen-72B,h100,4,32,122.89,122.89,90.18,90.18,1.363,130.79,0.0,65.23,88.97,simulated
Qwen-72B,h100,4,64,122.8900,122.8900,90.2300,90.2300,1.3620,32.7100,0.0500,520.79,709.30,analytical
Qwen-72B,h100,4,128,122.8900,122.8900,90.2801,90.2801,1.3612,32.7100,0.1001,1041.58,1417.81,analytical
Qwen-72B,h100,8,4,210.31,231.35,126.75,142.17,1.659,356.75,0.0,34.62,56.37,simulated
Qwen-72B,h100,8,8,231.24,231.24,90.17,90.17,2.564,564.27,0.0,34.63,88.97,simulated
Qwen-72B,h100,8,16,231.24,231.24,90.17,90.17,2.564,564.27,0.0,34.63,88.97,simulated
Qwen-72B,h100,8,32,245.7800,245.7800,90.1800,90.1800,2.7254,155.6000,0.0000,130.20,354.85,analytical
Qwen-72B,h100,8,64,261.2343,261.2343,90.1900,90.1900,2.8965,171.0543,0.0100,244.99,709.61,analytical
Qwen-72B,h100,8,128,277.6602,277.6602,90.2000,90.2000,3.0783,187.4802,0.0200,461.00,1419.07,analytical
Qwen-72B,h100,16,4,406.22,448.23,126.75,142.17,3.205,1224.24,0.0,17.86,56.37,simulated
Qwen-72B,h100,16,8,448.11,448.11,90.17,90.17,4.97,1431.77,0.0,17.86,88.97,simulated
Qwen-72B,h100,16,16,447.9400,447.9400,90.1700,90.1700,4.9677,357.7700,0.0000,35.72,177.44,analytical
Qwen-72B,h100,16,32,491.5600,491.5600,90.1800,90.1800,5.4509,401.3800,0.0000,65.10,354.85,analytical
Qwen-72B,h100,16,64,539.4277,539.4277,90.1900,90.1900,5.9810,449.2477,0.0100,118.64,709.61,analytical
Qwen-72B,h100,16,128,591.9567,591.9567,90.2000,90.2000,6.5627,501.7767,0.0200,216.23,1419.07,analytical
Qwen-72B,h100,32,4,811.66,895.62,126.75,142.17,6.404,3013.8,0.0,8.93,56.37,simulated
Qwen-72B,h100,32,8,881.7407,881.7407,90.1700,90.1700,9.7786,791.5707,0.0000,9.07,88.72,analytical
Qwen-72B,h100,32,16,881.3400,881.3400,90.1700,90.1700,9.7742,791.1700,0.0000,18.15,177.44,analytical
Qwen-72B,h100,32,32,983.1200,983.1200,90.1800,90.1800,10.9018,892.9400,0.0000,32.55,354.85,analytical
Qwen-72B,h100,32,64,1096.6539,1096.6539,90.1900,90.1900,12.1594,1006.4739,0.0100,58.36,709.61,analytical
Qwen-72B,h100,32,128,1223.2990,1223.2990,90.2000,90.2000,13.5621,1133.1190,0.0200,104.64,1419.07,analytical
Qwen-72B,h100,64,4,1613.7843,1786.6915,126.7500,140.3305,12.7320,1487.0343,0.0000,2.48,31.56,analytical
Qwen-72B,h100,64,8,1749.0264,1749.0264,90.1700,90.1700,19.3970,1658.8564,0.0000,4.57,88.72,analytical
Qwen-72B,h100,64,16,1748.1400,1748.1400,90.1700,90.1700,19.3872,1657.9700,0.0000,9.15,177.44,analytical
Qwen-72B,h100,64,32,1966.2400,1966.2400,90.1800,90.1800,21.8035,1876.0600,0.0000,16.27,354.85,analytical
Qwen-72B,h100,64,64,2211.5504,2211.5504,90.1900,90.1900,24.5210,2121.3704,0.0100,28.94,709.61,analytical
Qwen-72B,h100,64,128,2487.4660,2487.4660,90.2000,90.2000,27.5772,2397.2860,0.0200,51.46,1419.07,analytical
Qwen-72B,h100,128,4,3219.9786,3564.9799,126.7500,140.3305,25.4042,3093.2286,0.0000,1.24,31.56,analytical
Qwen-72B,h100,128,8,3483.5979,3483.5979,90.1700,90.1700,38.6337,3393.4279,0.0000,2.30,88.72,analytical
Qwen-72B,h100,128,16,3481.7400,3481.7400,90.1700,90.1700,38.6131,3391.5700,0.0000,4.60,177.44,analytical
Qwen-72B,h100,128,32,3932.4800,3932.4800,90.1800,90.1800,43.6070,3842.3000,0.0000,8.14,354.85,analytical
Qwen-72B,h100,128,64,4441.5720,4441.5720,90.1900,90.1900,49.2468,4351.3920,0.0100,14.41,709.61,analytical
Qwen-72B,h100,128,128,5016.5702,5016.5702,90.2000,90.2000,55.6161,4926.3902,0.0200,25.52,1419.07,analytical
Qwen-72B,h100,256,4,6432.3671,7121.5565,126.7500,140.3305,50.7485,6305.6171,0.0000,0.62,31.56,analytical
Qwen-72B,h100,256,8,6952.7407,6952.7407,90.1700,90.1700,77.1070,6862.5707,0.0000,1.15,88.72,analytical
Qwen-72B,h100,256,16,6948.9400,6948.9400,90.1700,90.1700,77.0649,6858.7700,0.0000,2.30,177.44,analytical
Qwen-72B,h100,256,32,7864.9600,7864.9600,90.1800,90.1800,87.2140,7774.7800,0.0000,4.07,354.85,analytical
Qwen-72B,h100,256,64,8901.7312,8901.7312,90.1900,90.1900,98.6998,8811.5512,0.0100,7.19,709.61,analytical
Qwen-72B,h100,256,128,10075.1711,10075.1711,90.2000,90.2000,111.6981,9984.9911,0.0200,12.70,1419.07,analytical
Qwen-72B,h100,512,4,12857.1443,14234.7098,126.7500,140.3305,101.4370,12730.3943,0.0000,0.31,31.56,analytical
Qwen-72B,h100,512,8,13891.0264,13891.0264,90.1700,90.1700,154.0537,13800.8564,0.0000,0.58,88.72,analytical
Qwen-72B,h100,512,16,13883.3400,13883.3400,90.1700,90.1700,153.9685,13793.1700,0.0000,1.15,177.44,analytical
Qwen-72B,h100,512,32,15729.9200,15729.9200,90.1800,90.1800,174.4280,15639.7400,0.0000,2.03,354.85,analytical
Qwen-72B,h100,512,64,17822.1079,17822.1079,90.1900,90.1900,197.6062,17731.9279,0.0100,3.59,709.61,analytical
Qwen-72B,h100,512,128,20192.5712,20192.5712,90.2000,90.2000,223.8644,20102.3912,0.0200,6.34,1419.07,analytical
Qwen2-72B,a100,4,4,191.15,214.89,191.15,214.9,1.0,0.0,0.0,37.27,37.27,simulated
Qwen2-72B,a100,4,8,122.79,122.79,122.82,122.82,1.0,0.0,0.0,65.29,65.27,simulated
Qwen2-72B,a100,4,16,122.78,122.78,122.82,122.82,1.0,0.0,0.0,65.29,65.27,simulated
Qwen2-72B,a100,4,32,122.82,122.82,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,4,64,122.82,122.82,122.82,122.82,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,4,128,122.82,122.82,122.82,122.82,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,8,4,191.15,214.9,191.15,214.9,1.0,0.0,0.0,37.27,37.27,simulated
Qwen2-72B,a100,8,8,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,8,16,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,8,32,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,8,64,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,8,128,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,16,4,191.15,214.9,191.15,214.9,1.0,0.0,0.0,37.27,37.27,simulated
Qwen2-72B,a100,16,8,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,16,16,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,16,32,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,16,64,122.83,122.83,122.83,122.83,1.0,0.0,0.0,65.27,65.27,simulated
Qwen2-72B,a100,16,128,122.8500,122.8500,122.8300,122.8300,1.0002,0.0200,0.0000,1041.92,1042.09,analytical
Qwen2-72B,a100,32,4,191.15,214.9,191.15,214.9,1.0,0.0,0.0,37.27,37.27,simulated
Qwen2-72B,a100,32,8,132.2,132.2,122.83,122.83,1.076,37.5,0.0,60.63,65.27,simulated
Qwen2-72B,a100,32,16,132.2,132.2,122.83,122.83,1.076,37.5,0.0,60.63,65.27,simulated
Qwen2-72B,a100,32,32,132.2,132.2,122.83,122.83,1.076,37.5,0.0,60.63,65.27,simulated
Qwen2-72B,a100,32,64,122.8429,122.8429,122.8300,122.8300,1.0001,0.0129,0.0000,520.99,521.05,analytical
Qwen2-72B,a100,32,128,122.8900,122.8900,122.8300,122.8300,1.0005,0.0600,0.0000,1041.58,1042.09,analytical
Qwen2-72B,a100,64,4,219.16,242.91,191.15,214.9,1.147,112.07,0.0,32.97,37.27,simulated
Qwen2-72B,a100,64,8,240.12,240.12,122.83,122.83,1.955,469.19,0.0,33.35,65.27,simulated
Qwen2-72B,a100,64,16,240.12,240.12,122.83,122.83,1.955,469.19,0.0,33.35,65.27,simulated
Qwen2-72B,a100,64,32,142.1496,142.1496,122.8300,122.8300,1.1573,19.3196,0.0000,225.12,260.52,analytical
Qwen2-72B,a100,64,64,122.8657,122.8657,122.8300,122.8300,1.0003,0.0357,0.0000,520.89,521.05,analytical
Qwen2-72B,a100,64,128,122.9700,122.9700,122.8300,122.8300,1.0011,0.1400,0.0000,1040.90,1042.09,analytical
Qwen2-72B,a100,128,4,414.88,456.83,191.15,214.9,2.17,967.73,0.0,17.52,37.27,simulated
Qwen2-72B,a100,128,8,456.81,456.81,122.83,122.83,3.719,1335.93,0.0,17.52,65.27,simulated
Qwen2-72B,a100,128,16,455.9600,455.9600,122.8300,122.8300,3.7121,333.1300,0.0000,35.09,130.26,analytical
Qwen2-72B,a100,128,32,164.3270,164.3270,122.8300,122.8300,1.3378,41.4970,0.0000,194.73,260.52,analytical
Qwen2-72B,a100,128,64,122.9114,122.9114,122.8300,122.8300,1.0007,0.0814,0.0000,520.70,521.05,analytical
Qwen2-72B,a100,128,128,123.1300,123.1300,122.8300,122.8300,1.0024,0.3000,0.0000,1039.55,1042.09,analytical
Qwen2-72B,a100,256,4,811.15,895.03,191.15,214.9,4.244,2720.55,0.0,8.94,37.27,simulated
Qwen2-72B,a100,256,8,889.6436,889.6436,122.8300,122.8300,7.2429,766.8136,0.0000,8.99,65.13,analytical
Qwen2-72B,a100,256,16,887.6400,887.6400,122.8300,122.8300,7.2266,764.8100,0.0000,18.03,130.26,analytical
Qwen2-72B,a100,256,32,208.6817,208.6817,122.8300,122.8300,1.6989,85.8517,0.0000,153.34,260.52,analytical
Qwen2-72B,a100,256,64,123.0029,123.0029,122.8300,122.8300,1.0014,0.1729,0.0000,520.31,521.05,analytical
Qwen2-72B,a100,256,128,123.4500,123.4500,122.8300,122.8300,1.0050,0.6200,0.0000,1036.86,1042.09,analytical
Qwen2-72B,a100,512,4,1600.5850,1785.7567,191.1500,213.2641,8.3735,1409.4350,0.0000,2.50,20.93,analytical
Qwen2-72B,a100,512,8,1755.4321,1755.4321,122.8300,122.8300,14.2916,1632.6021,0.0000,4.56,65.13,analytical
Qwen2-72B,a100,512,16,1751.0000,1751.0000,122.8300,122.8300,14.2555,1628.1700,0.0000,9.14,130.26,analytical
Qwen2-72B,a100,512,32,297.3913,297.3913,122.8300,122.8300,2.4212,174.5613,0.0000,107.60,260.52,analytical
Qwen2-72B,a100,512,64,123.1857,123.1857,122.8300,122.8300,1.0029,0.3557,0.0000,519.54,521.05,analytical
Qwen2-72B,a100,512,128,124.0900,124.0900,122.8300,122.8300,1.0103,1.2600,0.0000,1031.51,1042.09,analytical
Qwen2-72B,a40,4,4,525.65,590.84,525.53,590.69,1.0,0.0,0.0,13.55,13.55,simulated
Qwen2-72B,a40,4,8,337.46,337.46,336.63,336.63,1.002,0.0,0.0,23.72,23.78,simulated
Qwen2-72B,a40,4,16,336.81,336.81,336.77,336.77,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,4,32,336.77,336.77,336.77,336.77,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,4,64,336.77,336.77,336.77,336.77,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,4,128,336.77,336.77,336.77,336.77,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,8,4,524.84,589.92,524.84,589.92,1.0,0.0,0.0,13.57,13.57,simulated
Qwen2-72B,a40,8,8,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,8,16,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,8,32,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,8,64,336.79,336.79,336.79,336.79,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,8,128,336.81,336.81,336.79,336.79,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,16,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57,simulated
Qwen2-72B,a40,16,8,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,16,16,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,16,32,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,16,64,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,16,128,336.8900,336.8900,336.7900,336.7900,1.0003,0.1000,0.0000,379.95,380.06,analytical
Qwen2-72B,a40,32,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57,simulated
Qwen2-72B,a40,32,8,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,32,16,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,32,32,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,32,64,336.8629,336.8629,336.8100,336.8100,1.0002,0.0529,0.0000,189.99,190.02,analytical
Qwen2-72B,a40,32,128,337.0500,337.0500,336.7900,336.7900,1.0008,0.2600,0.0000,379.77,380.06,analytical
Qwen2-72B,a40,64,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57,simulated
Qwen2-72B,a40,64,8,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,64,16,336.81,336.81,336.81,336.81,1.0,0.0,0.0,23.77,23.77,simulated
Qwen2-72B,a40,64,32,336.8568,336.8568,336.8100,336.8100,1.0001,0.0468,0.0000,95.00,95.01,analytical
Qwen2-72B,a40,64,64,336.9657,336.9657,336.8100,336.8100,1.0005,0.1557,0.0000,189.93,190.02,analytical
Qwen2-72B,a40,64,128,337.3700,337.3700,336.7900,336.7900,1.0017,0.5800,0.0000,379.41,380.06,analytical
Qwen2-72B,a40,128,4,524.88,589.96,524.88,589.96,1.0,0.0,0.0,13.57,13.57,simulated
Qwen2-72B,a40,128,8,497.55,497.55,336.81,336.81,1.477,642.97,0.0,16.09,23.77,simulated
Qwen2-72B,a40,128,16,336.8206,336.8206,336.8100,336.8100,1.0000,0.0106,0.0000,47.50,47.50,analytical
Qwen2-72B,a40,128,32,336.9375,336.9375,336.8100,336.8100,1.0004,0.1275,0.0000,94.97,95.01,analytical
Qwen2-72B,a40,128,64,337.1714,337.1714,336.8100,336.8100,1.0011,0.3614,0.0000,189.81,190.02,analytical
Qwen2-72B,a40,128,128,338.0100,338.0100,336.7900,336.7900,1.0036,1.2200,0.0000,378.69,380.06,analytical
Qwen2-72B,a40,256,4,847.05,930.94,524.88,589.96,1.614,1363.91,0.0,8.6,13.57,simulated
Qwen2-72B,a40,256,8,626.0645,626.0645,336.8100,336.8100,1.8588,289.2545,0.0000,12.78,23.75,analytical
Qwen2-72B,a40,256,16,336.8386,336.8386,336.8100,336.8100,1.0001,0.0286,0.0000,47.50,47.50,analytical
Qwen2-72B,a40,256,32,337.0989,337.0989,336.8100,336.8100,1.0009,0.2889,0.0000,94.93,95.01,analytical
Qwen2-72B,a40,256,64,337.5829,337.5829,336.8100,336.8100,1.0023,0.7729,0.0000,189.58,190.02,analytical
Qwen2-72B,a40,256,128,339.2900,339.2900,336.7900,336.7900,1.0074,2.5000,0.0000,377.26,380.06,analytical
Qwen2-72B,a40,512,4,1084.6928,1215.3234,524.8800,588.0918,2.0666,559.8128,0.0000,3.69,7.62,analytical
Qwen2-72B,a40,512,8,939.9151,939.9151,336.8100,336.8100,2.7906,603.1051,0.0000,8.51,23.75,analytical
Qwen2-72B,a40,512,16,336.8748,336.8748,336.8100,336.8100,1.0002,0.0648,0.0000,47.50,47.50,analytical
Qwen2-72B,a40,512,32,337.4217,337.4217,336.8100,336.8100,1.0018,0.6117,0.0000,94.84,95.01,analytical
Qwen2-72B,a40,512,64,338.4057,338.4057,336.8100,336.8100,1.0047,1.5957,0.0000,189.12,190.02,analytical
Qwen2-72B,a40,512,128,341.8500,341.8500,336.7900,336.7900,1.0150,5.0600,0.0000,374.43,380.06,analytical
Qwen2-72B,h100,4,4,103.57,116.41,103.68,116.53,0.999,0.0,0.0,68.87,68.8,simulated
Qwen2-72B,h100,4,8,66.58,66.58,66.45,66.45,1.002,0.0,0.0,120.62,120.86,simulated
Qwen2-72B,h100,4,16,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,4,32,66.53,66.53,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,4,64,66.53,66.53,66.53,66.53,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,4,128,66.53,66.53,66.53,66.53,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,8,4,103.38,116.19,103.38,116.19,1.0,0.0,0.0,69.0,69.0,simulated
Qwen2-72B,h100,8,8,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,8,16,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,8,32,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,8,64,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,8,128,66.52,66.52,66.52,66.52,1.0,0.0,0.0,120.72,120.72,simulated
Qwen2-72B,h100,16,4,103.38,116.19,103.38,116.19,1.0,0.0,0.0,69.0,69.0,simulated
Qwen2-72B,h100,16,8,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72,simulated
Qwen2-72B,h100,16,16,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72,simulated
Qwen2-72B,h100,16,32,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72,simulated
Qwen2-72B,h100,16,64,68.12,68.12,66.52,66.52,1.024,6.4,0.0,117.87,120.72,simulated
Qwen2-72B,h100,16,128,66.5200,66.5200,66.5200,66.5200,1.0000,0.0000,0.0000,1924.23,1924.23,analytical
Qwen2-72B,h100,32,4,110.7,123.51,103.38,116.19,1.071,29.26,0.0,64.91,69.0,simulated
Qwen2-72B,h100,32,8,121.17,121.17,66.52,66.52,1.822,218.6,0.0,66.16,120.72,simulated
Qwen2-72B,h100,32,16,121.17,121.17,66.52,66.52,1.822,218.6,0.0,66.16,120.72,simulated
Qwen2-72B,h100,32,32,121.17,121.17,66.52,66.52,1.822,218.6,0.0,66.16,120.72,simulated
Qwen2-72B,h100,32,64,70.2786,70.2786,66.5200,66.5200,1.0565,3.7586,0.0000,910.66,962.12,analytical
Qwen2-72B,h100,32,128,66.5200,66.5200,66.5200,66.5200,1.0000,0.0000,0.0000,1924.23,1924.23,analytical
Qwen2-72B,h100,64,4,208.55,229.53,103.38,116.19,2.017,453.37,0.0,34.89,69.0,simulated
Qwen2-72B,h100,64,8,229.52,229.52,66.52,66.52,3.45,651.96,0.0,34.89,120.72,simulated
Qwen2-72B,h100,64,16,229.52,229.52,66.52,66.52,3.45,651.96,0.0,34.89,120.72,simulated
Qwen2-72B,h100,64,32,227.2700,227.2700,66.5200,66.5200,3.4166,160.7500,0.0000,140.80,481.06,analytical
Qwen2-72B,h100,64,64,74.8271,74.8271,66.5200,66.5200,1.1249,8.3071,0.0000,855.30,962.12,analytical
Qwen2-72B,h100,64,128,66.5200,66.5200,66.5200,66.5200,1.0000,0.0000,0.0000,1924.23,1924.23,analytical
Qwen2-72B,h100,128,4,405.74,447.68,103.38,116.19,3.925,1325.97,0.0,17.88,69.0,simulated
Qwen2-72B,h100,128,8,447.67,447.67,66.52,66.52,6.73,1524.57,0.0,17.88,120.72,simulated
Qwen2-72B,h100,128,16,444.7736,444.7736,66.5200,66.5200,6.6863,378.2536,0.0000,35.97,240.53,analytical
Qwen2-72B,h100,128,32,439.4700,439.4700,66.5200,66.5200,6.6066,372.9500,0.0000,72.81,481.06,analytical
Qwen2-72B,h100,128,64,83.9243,83.9243,66.5200,66.5200,1.2616,17.4043,0.0000,762.59,962.12,analytical
Qwen2-72B,h100,128,128,66.5200,66.5200,66.5200,66.5200,1.0000,0.0000,0.0000,1924.23,1924.23,analytical
Qwen2-72B,h100,256,4,811.15,895.03,103.38,116.19,7.846,3115.37,0.0,8.94,69.0,simulated
Qwen2-72B,h100,256,8,881.5713,881.5713,66.5200,66.5200,13.2527,815.0513,0.0000,9.07,120.26,analytical
Qwen2-72B,h100,256,16,875.6021,875.6021,66.5200,66.5200,13.1630,809.0821,0.0000,18.27,240.53,analytical
Qwen2-72B,h100,256,32,863.8700,863.8700,66.5200,66.5200,12.9866,797.3500,0.0000,37.04,481.06,analytical
Qwen2-72B,h100,256,64,102.1186,102.1186,66.5200,66.5200,1.5352,35.5986,0.0000,626.72,962.12,analytical
Qwen2-72B,h100,256,128,66.5200,66.5200,66.5200,66.5200,1.0000,0.0000,0.0000,1924.23,1924.23,analytical
Qwen2-72B,h100,512,4,1610.9247,1793.8545,103.3800,115.1194,15.5826,1507.5447,0.0000,2.48,38.69,analytical
Qwen2-72B,h100,512,8,1750.0791,1750.0791,66.5200,66.5200,26.3091,1683.5591,0.0000,4.57,120.26,analytical
Qwen2-72B,h100,512,16,1737.2593,1737.2593,66.5200,66.5200,26.1163,1670.7393,0.0000,9.21,240.53,analytical
Qwen2-72B,h100,512,32,1712.6700,1712.6700,66.5200,66.5200,25.7467,1646.1500,0.0000,18.68,481.06,analytical
Qwen2-72B,h100,512,64,138.5071,138.5071,66.5200,66.5200,2.0822,71.9871,0.0000,462.07,962.12,analytical
Qwen2-72B,h100,512,128,66.5200,66.5200,66.5200,66.5200,1.0000,0.0000,0.0000,1924.23,1924.23,analytical
deepseek-llm-67b-chat,a100,4,4,226.69,254.86,226.69,254.86,1.0,0.0,0.0,31.42,31.42,simulated
deepseek-llm-67b-chat,a100,4,8,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03,simulated
