time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.026000000000000002,0.028,0.027142857142857153,0.027,0.0004665694748158435,0.011,0.013000000000000001,0.012150000000000003,0.012,0.0005722761571129804,0.332,0.332,0.33199999999999996,0.332,5.551115123125783e-17,0.037,0.038,0.037750000000000006,0.038,0.0004330127018922197,0.133,0.134,0.13369999999999999,0.134,0.0004582575694955844,0.41300000000000003,0.41400000000000003,0.4135000000000001,0.41350000000000003,0.0005000000000000004,0.057,0.058,0.05715,0.057,0.00035707142142714284,0.392,0.395,0.3937,0.394,0.0006403124237432854,0.037,0.039,0.037700000000000004,0.0375,0.0007810249675906662,32,32,2560,10240,51200,False,800,1
0.024,0.027,0.026476190476190483,0.027,0.0007939681905015739,0.012,0.013000000000000001,0.012250000000000002,0.012,0.0004330127018922198,0.315,0.331,0.32425000000000004,0.329,0.006402148077012908,0.037,0.038,0.03730000000000001,0.037,0.0004582575694955844,0.125,0.132,0.1286,0.131,0.0031843366656181342,0.396,0.41100000000000003,0.4046499999999999,0.41000000000000003,0.006843062180047765,0.056,0.057,0.05615,0.056,0.0003570714214271428,0.383,0.393,0.3886,0.391,0.004103656905736642,0.036000000000000004,0.038,0.03690000000000001,0.037,0.000699999999999998,32,32,2560,10240,51200,False,792,1
0.025,0.028,0.026809523809523818,0.027,0.000793968190501574,0.012,0.013000000000000001,0.012150000000000003,0.012,0.0003570714214271428,0.317,0.342,0.3305,0.333,0.008040522371090084,0.036000000000000004,0.038,0.03680000000000001,0.037,0.0005099019513592762,0.123,0.136,0.13085000000000002,0.132,0.004350574674683798,0.397,0.425,0.4126,0.41400000000000003,0.00889044430835714,0.055,0.056,0.0558,0.056,0.00040000000000000034,0.387,0.405,0.39725000000000005,0.398,0.005691001669302168,0.034,0.037,0.03625000000000001,0.036000000000000004,0.000698212002188445,32,32,2560,10240,51200,False,784,1
0.025,0.027,0.02671428571428572,0.027,0.0005471012044321923,0.012,0.013000000000000001,0.012200000000000003,0.012,0.00040000000000000034,0.326,0.338,0.33185000000000003,0.3275,0.005479735395071558,0.036000000000000004,0.038,0.03695000000000001,0.037,0.00038405728739342903,0.129,0.135,0.13140000000000002,0.13,0.0024979991993593614,0.40700000000000003,0.421,0.4135,0.40850000000000003,0.006507687761409556,0.055,0.056,0.055200000000000006,0.055,0.0004000000000000003,0.39,0.402,0.39575000000000005,0.3955,0.005476084367502025,0.034,0.037,0.03580000000000001,0.036000000000000004,0.0007483314773547872,32,32,2560,10240,51200,False,776,1
0.023,0.027,0.02657142857142858,0.027,0.0010497813183356476,0.011,0.013000000000000001,0.012000000000000002,0.012,0.00044721359549995833,0.246,0.26,0.25805000000000006,0.259,0.0028543825952384192,0.037,0.039,0.03810000000000001,0.038,0.00043588989435406776,0.083,0.08700000000000001,0.08590000000000002,0.08600000000000001,0.0007000000000000008,0.329,0.34400000000000003,0.3415,0.342,0.0030248966924508376,0.055,0.057,0.0553,0.055,0.0005567764362830027,0.392,0.395,0.394,0.394,0.0008366600265340764,0.035,0.037,0.03530000000000001,0.035,0.0005567764362830016,32,32,2560,10240,51200,False,768,1
0.024,0.026000000000000002,0.02557142857142858,0.026000000000000002,0.0006598288790738587,0.01,0.012,0.01105,0.011,0.0004974937185533101,0.244,0.251,0.24935000000000004,0.251,0.0028683619018526956,0.037,0.038,0.037450000000000004,0.037,0.0004974937185533104,0.081,0.084,0.08275,0.083,0.0006224949798994371,0.327,0.333,0.33125,0.332,0.0018131464364468763,0.054,0.055,0.054700000000000006,0.055,0.0004582575694955844,0.376,0.386,0.38285,0.384,0.0031188940347501412,0.033,0.035,0.03420000000000001,0.034,0.0006782329983125274,32,32,2560,10240,51200,False,760,1
0.023,0.027,0.025809523809523817,0.026000000000000002,0.0007939681905015751,0.01,0.012,0.010900000000000002,0.011,0.00043588989435406716,0.251,0.259,0.25835,0.259,0.0017399712641305329,0.037,0.038,0.037500000000000006,0.0375,0.0005000000000000006,0.08600000000000001,0.08600000000000001,0.08600000000000002,0.08600000000000001,1.3877787807814457e-17,0.342,0.343,0.3424,0.342,0.0004898979485566361,0.054,0.055,0.05405,0.054,0.00021794494717703388,0.396,0.399,0.39765,0.398,0.0007921489758877436,0.033,0.036000000000000004,0.03430000000000001,0.034,0.0007810249675906662,32,32,2560,10240,51200,False,752,1
0.023,0.026000000000000002,0.02476190476190477,0.025,0.0008676603408708863,0.01,0.012,0.01105,0.011,0.0005894913061275799,0.246,0.255,0.2505,0.248,0.0036262928728937526,0.035,0.038,0.03615000000000001,0.036000000000000004,0.0006538348415310994,0.082,0.085,0.08349999999999999,0.083,0.001284523257866514,0.327,0.339,0.33240000000000003,0.329,0.005013980454688674,0.053,0.054,0.053149999999999996,0.053,0.00035707142142714284,0.375,0.39,0.38155,0.377,0.006430202174115529,0.032,0.034,0.033400000000000006,0.0335,0.0006633249580710806,32,32,2560,10240,51200,False,744,1
0.023,0.025,0.024190476190476196,0.024,0.0004994327848429298,0.01,0.011,0.0102,0.01,0.0003999999999999996,0.23700000000000002,0.24,0.23880000000000004,0.23900000000000002,0.0008124038404635885,0.035,0.037,0.03595000000000001,0.036000000000000004,0.000668954408012981,0.079,0.081,0.0797,0.08,0.0005567764362830027,0.319,0.323,0.32060000000000005,0.3205,0.0009695359714832667,0.052000000000000005,0.053,0.05285000000000001,0.053,0.00035707142142714035,0.368,0.371,0.36955,0.369,0.0008046738469715548,0.032,0.034,0.03250000000000001,0.032,0.0006708203932499376,32,32,2560,10240,51200,False,736,1
0.023,0.025,0.0240952380952381,0.024,0.0006098213559459861,0.009000000000000001,0.01,0.009950000000000004,0.01,0.00021794494717703353,0.241,0.249,0.2452,0.2465,0.003187475490101848,0.035,0.036000000000000004,0.03555000000000001,0.036000000000000004,0.0004974937185533104,0.081,0.083,0.08209999999999999,0.083,0.0009949874371066208,0.32,0.329,0.3254499999999999,0.328,0.0037878093933037377,0.052000000000000005,0.053,0.05215000000000001,0.052000000000000005,0.0003570714214271404,0.374,0.384,0.3786999999999999,0.381,0.003925557285278108,0.03,0.033,0.03180000000000001,0.032,0.0007483314773547889,32,32,2560,10240,51200,False,728,1
0.022,0.025,0.024190476190476196,0.024,0.0007939681905015754,0.009000000000000001,0.011,0.010100000000000001,0.01,0.0005385164807134499,0.242,0.255,0.24769999999999995,0.244,0.005441507144165122,0.034,0.036000000000000004,0.03500000000000001,0.035,0.0003162277660168382,0.081,0.085,0.0831,0.082,0.0016703293088490081,0.325,0.336,0.33120000000000005,0.329,0.0038157568056677864,0.051000000000000004,0.052000000000000005,0.05150000000000001,0.051500000000000004,0.0005000000000000004,0.382,0.394,0.38805,0.387,0.0037878093933037377,0.03,0.034,0.031650000000000005,0.032,0.0008529361054615998,32,32,2560,10240,51200,False,720,1
0.022,0.025,0.024238095238095243,0.024,0.0008676603408708864,0.01,0.012,0.010400000000000001,0.01,0.0005830951894845297,0.24,0.252,0.2487,0.251,0.004817675788178367,0.034,0.036000000000000004,0.03515000000000001,0.035,0.00047696960070847325,0.08,0.084,0.08320000000000002,0.084,0.001400000000000001,0.32,0.333,0.32985000000000003,0.333,0.005350467269313966,0.051000000000000004,0.051000000000000004,0.05100000000000001,0.051000000000000004,6.938893903907228e-18,0.373,0.389,0.38499999999999995,0.388,0.005558776843874923,0.029,0.032,0.030650000000000004,0.031,0.0007262919523166977,32,32,2560,10240,51200,False,712,1
0.021,0.026000000000000002,0.02414285714285715,0.024,0.001036740050337012,0.009000000000000001,0.01,0.009900000000000003,0.01,0.00029999999999999976,0.242,0.254,0.25109999999999993,0.254,0.005028916384272067,0.034,0.036000000000000004,0.03445000000000001,0.034,0.0005894913061275802,0.081,0.085,0.08414999999999999,0.085,0.0014924811556599315,0.323,0.337,0.33405,0.336,0.004944441323344837,0.05,0.051000000000000004,0.05025,0.05,0.0004330127018922198,0.375,0.39,0.3864,0.389,0.005132250968142541,0.029,0.032,0.030200000000000005,0.03,0.0006782329983125268,32,32,2560,10240,51200,False,704,1
0.022,0.024,0.023047619047619053,0.023,0.0007221786137191959,0.009000000000000001,0.01,0.009650000000000002,0.01,0.0004769696007084724,0.24,0.249,0.24484999999999993,0.245,0.004162631379308049,0.033,0.034,0.03380000000000001,0.034,0.00040000000000000034,0.08,0.083,0.08149999999999999,0.0815,0.0014317821063276365,0.32,0.329,0.32555000000000006,0.3265,0.0031697791721190956,0.049,0.051000000000000004,0.04980000000000001,0.05,0.000509901951359279,0.374,0.384,0.37825000000000003,0.379,0.0034186985827943392,0.028,0.031,0.029150000000000002,0.029,0.000909670269933012,32,32,2560,10240,51200,False,696,1
0.021,0.024,0.023190476190476195,0.023,0.000793968190501575,0.009000000000000001,0.01,0.009650000000000002,0.01,0.0004769696007084724,0.23700000000000002,0.253,0.24625,0.2525,0.007381564874740308,0.033,0.034,0.033650000000000006,0.034,0.0004769696007084733,0.079,0.085,0.08295,0.085,0.0025194245374688265,0.319,0.336,0.329,0.335,0.007469939758793245,0.049,0.05,0.04910000000000001,0.049,0.0003000000000000003,0.371,0.39,0.38239999999999996,0.388,0.007908223567907024,0.027,0.029,0.028450000000000003,0.0285,0.0005894913061275802,32,32,2560,10240,51200,False,688,1
0.021,0.024,0.023000000000000003,0.023,0.0006900655593423545,0.009000000000000001,0.01,0.009400000000000002,0.009000000000000001,0.0004898979485566351,0.245,0.253,0.2473,0.247,0.0021931712199461328,0.032,0.034,0.03305000000000001,0.033,0.00038405728739343076,0.082,0.084,0.08235,0.082,0.0007262919523166982,0.325,0.335,0.3278,0.326,0.0034146742157927777,0.048,0.049,0.04865000000000001,0.049,0.0004769696007084732,0.376,0.387,0.3788000000000001,0.377,0.0038935844667863607,0.028,0.029,0.028200000000000003,0.028,0.00040000000000000034,32,32,2560,10240,51200,False,680,1
0.022,0.024,0.02285714285714286,0.023,0.000559397148784321,0.009000000000000001,0.01,0.009800000000000003,0.01,0.00039999999999999964,0.242,0.251,0.24410000000000004,0.243,0.003254228019054599,0.032,0.033,0.03270000000000001,0.033,0.00045825756949558437,0.08,0.084,0.08175000000000002,0.081,0.001336974195712095,0.32,0.332,0.32415,0.3225,0.004639773701378122,0.047,0.049,0.04800000000000001,0.048,0.0003162277660168382,0.37,0.384,0.37575,0.374,0.004437059837324716,0.026000000000000002,0.028,0.027400000000000008,0.027,0.0005830951894845301,32,32,2560,10240,51200,False,672,1
0.02,0.023,0.022333333333333337,0.022,0.0007766431633476232,0.009000000000000001,0.01,0.009250000000000003,0.009000000000000001,0.00043301270189221897,0.23700000000000002,0.245,0.2419,0.245,0.003477067730142732,0.032,0.033,0.032350000000000004,0.032,0.00047696960070847314,0.08,0.082,0.08115000000000001,0.082,0.0009630680142129119,0.315,0.324,0.32059999999999994,0.324,0.003800000000000003,0.047,0.048,0.04730000000000001,0.047,0.0004582575694955844,0.369,0.379,0.37489999999999996,0.377,0.003477067730142745,0.026000000000000002,0.028,0.026400000000000007,0.026000000000000002,0.000583095189484529,32,32,2560,10240,51200,False,664,1
0.021,0.024,0.022428571428571433,0.023,0.0008491692619108095,0.009000000000000001,0.01,0.009450000000000004,0.009000000000000001,0.0004974937185533095,0.23800000000000002,0.256,0.24970000000000003,0.254,0.007014983962918231,0.031,0.033,0.03205000000000001,0.032,0.00038405728739343076,0.08,0.08600000000000001,0.08375,0.085,0.0021650635094610984,0.321,0.338,0.33215000000000006,0.336,0.006271164166245376,0.046,0.047,0.04690000000000001,0.047,0.00030000000000000024,0.377,0.392,0.38689999999999997,0.39,0.005252618394667563,0.026000000000000002,0.028,0.026400000000000007,0.026000000000000002,0.0006633249580710791,32,32,2560,10240,51200,False,656,1
0.02,0.023,0.021761904761904767,0.022,0.0007499055118106479,0.009000000000000001,0.01,0.009100000000000002,0.009000000000000001,0.00029999999999999976,0.23700000000000002,0.245,0.24025,0.23850000000000002,0.0031603006186120856,0.031,0.033,0.031650000000000005,0.032,0.0005722761571129804,0.08,0.082,0.08085,0.08,0.0009630680142129121,0.315,0.323,0.3194500000000001,0.3195,0.003308700651313144,0.045,0.047,0.04605000000000001,0.046,0.00038405728739343076,0.37,0.378,0.37395000000000006,0.3745,0.0026734808770589725,0.025,0.027,0.025500000000000005,0.025,0.0005916079783099616,32,32,2560,10240,51200,False,648,1
0.02,0.023,0.02190476190476191,0.022,0.0007499055118106482,0.009000000000000001,0.01,0.009050000000000002,0.009000000000000001,0.00021794494717703353,0.20400000000000001,0.211,0.20695000000000002,0.20500000000000002,0.002801338965566277,0.031,0.032,0.031150000000000004,0.031,0.00035707142142714284,0.081,0.083,0.08209999999999999,0.082,0.0007681145747868614,0.319,0.327,0.32185,0.32,0.0031348843678834504,0.045,0.046,0.045450000000000004,0.045,0.0004974937185533104,0.309,0.318,0.3129,0.3115,0.0033896902513356614,0.024,0.026000000000000002,0.024850000000000004,0.025,0.0004769696007084733,32,32,2560,10240,51200,False,640,1
0.019,0.022,0.02161904761904762,0.022,0.0007221786137191946,0.009000000000000001,0.01,0.009100000000000002,0.009000000000000001,0.00029999999999999976,0.20400000000000001,0.209,0.20800000000000002,0.20800000000000002,0.0014491376746189363,0.03,0.031,0.030850000000000006,0.031,0.0003570714214271428,0.082,0.084,0.08305,0.083,0.0004974937185533105,0.318,0.325,0.3229000000000001,0.323,0.0014798648586948756,0.044,0.045,0.044950000000000004,0.045,0.00021794494717703385,0.31,0.315,0.31250000000000006,0.312,0.0011618950038622263,0.024,0.025,0.024600000000000004,0.025,0.0004898979485566361,32,32,2560,10240,51200,False,632,1
0.019,0.023,0.02104761904761905,0.021,0.0007853534524986016,0.009000000000000001,0.01,0.009100000000000002,0.009000000000000001,0.00029999999999999976,0.2,0.213,0.20385000000000003,0.201,0.00510171539778533,0.03,0.031,0.030450000000000005,0.03,0.0004974937185533104,0.08,0.085,0.08199999999999999,0.081,0.0017606816861659024,0.315,0.331,0.3210500000000001,0.318,0.005995623403783802,0.044,0.045,0.044050000000000006,0.044,0.00021794494717703385,0.305,0.32,0.31105,0.3085,0.005267589581582837,0.023,0.025,0.023900000000000005,0.024,0.0006244997998398403,32,32,2560,10240,51200,False,624,1
0.019,0.022,0.020523809523809527,0.021,0.0006632565846278154,0.009000000000000001,0.01,0.009050000000000002,0.009000000000000001,0.00021794494717703353,0.20500000000000002,0.21,0.20730000000000004,0.20600000000000002,0.002123676058159519,0.03,0.031,0.030100000000000005,0.03,0.00030000000000000024,0.082,0.085,0.08380000000000001,0.083,0.001029563014098701,0.316,0.325,0.3207,0.318,0.003634556369077253,0.043000000000000003,0.044,0.04360000000000001,0.044,0.0004898979485566326,0.307,0.315,0.31100000000000005,0.3095,0.0028106938645110413,0.022,0.024,0.023150000000000004,0.023,0.0005722761571129803,32,32,2560,10240,51200,False,616,1
0.018000000000000002,0.022,0.020809523809523816,0.021,0.0008518354199999193,0.009000000000000001,0.01,0.009100000000000002,0.009000000000000001,0.00029999999999999976,0.198,0.21,0.20405,0.20400000000000001,0.00497468591973402,0.029,0.031,0.030000000000000006,0.03,0.00031622776601683767,0.08,0.084,0.08200000000000002,0.082,0.001923538406167136,0.311,0.325,0.31910000000000005,0.3225,0.005932115979985561,0.042,0.043000000000000003,0.04290000000000001,0.043000000000000003,0.0003000000000000003,0.302,0.312,0.3073499999999999,0.31,0.0037050641020095762,0.021,0.023,0.022500000000000003,0.023,0.0005916079783099616,32,32,2560,10240,51200,False,608,1
0.018000000000000002,0.021,0.020476190476190485,0.021,0.0007939681905015748,0.009000000000000001,0.01,0.009200000000000003,0.009000000000000001,0.0003999999999999997,0.2,0.20700000000000002,0.20515,0.20700000000000002,0.0026509432283623145,0.029,0.03,0.029350000000000005,0.029,0.00047696960070847157,0.081,0.083,0.08249999999999999,0.083,0.0008062257748298557,0.312,0.322,0.31920000000000004,0.322,0.004118252056394804,0.042,0.043000000000000003,0.04225000000000001,0.042,0.00043301270189221973,0.305,0.313,0.31015,0.311,0.0023510635891017513,0.021,0.023,0.021750000000000002,0.022,0.0006224949798994357,32,32,2560,10240,51200,False,600,1
0.018000000000000002,0.021,0.020285714285714292,0.02,0.0007648751621051913,0.009000000000000001,0.01,0.009150000000000002,0.009000000000000001,0.0003570714214271422,0.23500000000000001,0.252,0.24395000000000003,0.249,0.007235157220130043,0.029,0.03,0.029100000000000004,0.029,0.0002999999999999992,0.081,0.08600000000000001,0.08370000000000001,0.085,0.0019000000000000017,0.318,0.332,0.32580000000000003,0.331,0.006185466837676851,0.041,0.043000000000000003,0.04185000000000001,0.042,0.0004769696007084732,0.31,0.323,0.31704999999999994,0.3185,0.004852576635149623,0.021,0.022,0.021800000000000003,0.022,0.000399999999999999,32,32,2560,10240,51200,False,592,1
0.018000000000000002,0.021,0.01990476190476191,0.02,0.0006834619092574918,0.009000000000000001,0.01,0.009050000000000002,0.009000000000000001,0.0002179449471770335,0.232,0.25,0.23679999999999998,0.234,0.006384355879804941,0.028,0.029,0.028450000000000003,0.028,0.0004974937185533105,0.08,0.085,0.0817,0.081,0.0016763054614240224,0.31,0.331,0.31540000000000007,0.312,0.007592101158440929,0.041,0.041,0.04100000000000001,0.041,6.938893903907228e-18,0.304,0.321,0.3093,0.306,0.005908468498688984,0.02,0.022,0.020950000000000003,0.021,0.00038405728739343033,32,32,2560,10240,51200,False,584,1
0.018000000000000002,0.021,0.019619047619047626,0.02,0.0006529194857524805,0.009000000000000001,0.009000000000000001,0.009000000000000003,0.009000000000000001,1.734723475976807e-18,0.241,0.251,0.24290000000000003,0.243,0.0019974984355438197,0.025,0.026000000000000002,0.025950000000000008,0.026000000000000002,0.00021794494717703385,0.097,0.101,0.0983,0.098,0.0010535653752852749,0.246,0.255,0.24705,0.247,0.0019098429254784297,0.04,0.041,0.04095000000000001,0.041,0.00021794494717703385,0.307,0.317,0.30890000000000006,0.308,0.002586503431275515,0.019,0.021,0.020100000000000003,0.02,0.00043588989435406776,32,32,2560,10240,51200,False,576,1
0.017,0.02,0.01952380952380953,0.02,0.0007315376902732009,0.009000000000000001,0.009000000000000001,0.009000000000000003,0.009000000000000001,1.734723475976807e-18,0.23900000000000002,0.245,0.24259999999999998,0.243,0.0016852299546352672,0.025,0.026000000000000002,0.025700000000000008,0.026000000000000002,0.0004582575694955844,0.096,0.101,0.09815,0.098,0.0010136567466356656,0.244,0.249,0.24654999999999996,0.2465,0.0012031209415515976,0.04,0.041,0.04020000000000001,0.04,0.0004000000000000003,0.305,0.31,0.30795000000000006,0.308,0.001243985530462474,0.019,0.021,0.020000000000000004,0.02,0.0006324555320336764,32,32,2560,10240,51200,False,568,1
0.017,0.02,0.01933333333333334,0.019,0.0007126966450997985,0.009000000000000001,0.01,0.009050000000000002,0.009000000000000001,0.0002179449471770335,0.23900000000000002,0.25,0.24034999999999998,0.24,0.002351063589101746,0.025,0.026000000000000002,0.025450000000000007,0.025,0.0004974937185533104,0.096,0.1,0.09680000000000002,0.097,0.0009273618495495712,0.242,0.251,0.24345000000000003,0.243,0.0019615045245933048,0.039,0.04,0.039900000000000005,0.04,0.0003000000000000003,0.304,0.316,0.30670000000000003,0.306,0.0031953090617340943,0.019,0.021,0.020250000000000004,0.02,0.0005361902647381809,32,32,2560,10240,51200,False,560,1
0.016,0.019,0.018238095238095244,0.018000000000000002,0.0006834619092574908,0.008,0.009000000000000001,0.008850000000000002,0.009000000000000001,0.00035707142142714284,0.24,0.243,0.2419,0.242,0.0010908712114635723,0.025,0.026000000000000002,0.025300000000000007,0.025,0.0004582575694955844,0.095,0.098,0.09615000000000001,0.096,0.0007921489758877437,0.245,0.248,0.24689999999999998,0.247,0.000994987437106621,0.039,0.04,0.03905000000000001,0.039,0.00021794494717703385,0.313,0.316,0.31475000000000003,0.315,0.0009420721840708393,0.019,0.02,0.019050000000000004,0.019,0.00021794494717703388,32,32,2560,10240,51200,False,552,1
0.017,0.019,0.01857142857142858,0.019,0.0005832118435198033,0.009000000000000001,0.009000000000000001,0.009000000000000003,0.009000000000000001,1.734723475976807e-18,0.233,0.244,0.24009999999999992,0.243,0.004918333050943166,0.025,0.026000000000000002,0.025050000000000006,0.025,0.00021794494717703388,0.093,0.098,0.09595000000000001,0.097,0.0017457090250096105,0.23800000000000002,0.247,0.24365000000000006,0.246,0.003453621287865818,0.038,0.039,0.03855000000000001,0.039,0.0004974937185533104,0.311,0.319,0.3153,0.316,0.0028827070610799176,0.018000000000000002,0.019,0.018950000000000005,0.019,0.0002179449471770331,32,32,2560,10240,51200,False,544,1
0.016,0.019,0.018190476190476194,0.018000000000000002,0.0006632565846278147,0.008,0.009000000000000001,0.008750000000000003,0.009000000000000001,0.0004330127018922198,0.23700000000000002,0.248,0.23785000000000006,0.23700000000000002,0.002372235232855288,0.024,0.025,0.024800000000000006,0.025,0.0004000000000000003,0.093,0.097,0.09405000000000001,0.094,0.00086458082328953,0.24,0.251,0.24165,0.241,0.002850877058029689,0.037,0.038,0.037950000000000005,0.038,0.00021794494717703385,0.311,0.323,0.31340000000000007,0.312,0.0032619012860600214,0.018000000000000002,0.019,0.018650000000000007,0.019,0.0004769696007084716,32,32,2560,10240,51200,False,536,1
0.016,0.019,0.018000000000000006,0.018000000000000002,0.0005345224838248486,0.008,0.01,0.008700000000000003,0.009000000000000001,0.0005567764362830025,0.23700000000000002,0.251,0.24025000000000002,0.2395,0.0032229644738966594,0.024,0.025,0.024450000000000006,0.024,0.0004974937185533104,0.094,0.099,0.0953,0.095,0.001100000000000001,0.243,0.253,0.24515000000000003,0.245,0.0023932195887548663,0.037,0.038,0.037200000000000004,0.037,0.0004000000000000003,0.317,0.327,0.32010000000000005,0.32,0.0022113344387496,0.017,0.019,0.018750000000000006,0.019,0.0005361902647381795,32,32,2560,10240,51200,False,528,1
0.016,0.018000000000000002,0.01771428571428572,0.018000000000000002,0.0005471012044321936,0.008,0.009000000000000001,0.008850000000000002,0.009000000000000001,0.0003570714214271428,0.23700000000000002,0.244,0.24100000000000002,0.242,0.002588435821108947,0.024,0.025,0.024200000000000006,0.024,0.0004000000000000003,0.093,0.097,0.0952,0.0955,0.0012083045973594584,0.241,0.246,0.24380000000000002,0.245,0.0022715633383201114,0.036000000000000004,0.037,0.03680000000000001,0.037,0.0003999999999999976,0.31,0.318,0.3147,0.3155,0.002570992026436491,0.017,0.019,0.018300000000000004,0.018000000000000002,0.0006403124237432839,32,32,2560,10240,51200,False,520,1
0.016,0.019,0.018000000000000006,0.018000000000000002,0.0006172133998483674,0.008,0.009000000000000001,0.008850000000000002,0.009000000000000001,0.0003570714214271428,0.23900000000000002,0.245,0.2412,0.241,0.0015999999999999977,0.023,0.024,0.023850000000000003,0.024,0.00035707142142714284,0.057,0.059000000000000004,0.057499999999999996,0.057,0.0007416198487095669,0.219,0.224,0.22030000000000002,0.22,0.001268857754044953,0.037,0.038,0.03710000000000001,0.037,0.0003000000000000003,0.213,0.22,0.21435000000000004,0.214,0.001525614630239237,0.017,0.018000000000000002,0.017200000000000003,0.017,0.00040000000000000034,32,32,2560,10240,51200,False,512,1
0.016,0.019,0.01790476190476191,0.018000000000000002,0.0005259695722470125,0.008,0.009000000000000001,0.008950000000000003,0.009000000000000001,0.00021794494717703385,0.23700000000000002,0.24,0.23854999999999998,0.23900000000000002,0.0008645808232895253,0.022,0.023,0.022550000000000004,0.023,0.0004974937185533105,0.056,0.057,0.05655,0.057,0.0004974937185533104,0.217,0.219,0.21795,0.218,0.0004974937185533104,0.036000000000000004,0.037,0.03650000000000001,0.036500000000000005,0.000499999999999997,0.211,0.214,0.21265,0.213,0.0007262919523166982,0.017,0.018000000000000002,0.017100000000000004,0.017,0.00030000000000000024,32,32,2560,10240,51200,False,504,1
0.015,0.018000000000000002,0.017619047619047624,0.018000000000000002,0.000722178613719196,0.008,0.009000000000000001,0.008950000000000003,0.009000000000000001,0.00021794494717703385,0.234,0.24,0.23670000000000005,0.23700000000000002,0.0013076696830621997,0.022,0.023,0.022200000000000004,0.022,0.0004000000000000003,0.055,0.056,0.055900000000000005,0.056,0.0003000000000000003,0.23700000000000002,0.24,0.23795000000000005,0.23800000000000002,0.0009733961166965842,0.034,0.036000000000000004,0.03495000000000001,0.035,0.00038405728739343076,0.211,0.213,0.21195,0.212,0.0004974937185533105,0.017,0.017,0.017000000000000005,0.017,3.469446951953614e-18,32,32,2560,10240,51200,False,496,1
0.014,0.018000000000000002,0.016619047619047624,0.017,0.0007853534524986024,0.008,0.009000000000000001,0.008100000000000001,0.008,0.0003000000000000003,0.23700000000000002,0.24,0.23835,0.23800000000000002,0.0010618380290797573,0.021,0.023,0.021950000000000004,0.022,0.0003840572873934299,0.057,0.058,0.05735000000000001,0.057,0.0004769696007084732,0.23900000000000002,0.242,0.2407,0.2405,0.0011874342087037847,0.034,0.035,0.03420000000000001,0.034,0.0004000000000000003,0.214,0.216,0.21530000000000005,0.215,0.0007141428428542856,0.017,0.017,0.017000000000000005,0.017,3.469446951953614e-18,32,32,2560,10240,51200,False,488,1
0.015,0.018000000000000002,0.01704761904761905,0.017,0.000575383141599742,0.008,0.009000000000000001,0.008600000000000002,0.009000000000000001,0.000489897948556636,0.233,0.242,0.23754999999999998,0.23550000000000001,0.0038791107228332527,0.021,0.022,0.02185,0.022,0.0003570714214271416,0.055,0.058,0.0563,0.0555,0.0013820274961085265,0.23500000000000001,0.244,0.23959999999999998,0.23700000000000002,0.003733630940518883,0.033,0.034,0.033600000000000005,0.034,0.0004898979485566361,0.20800000000000002,0.214,0.21160000000000007,0.212,0.0024779023386727697,0.015,0.017,0.016550000000000002,0.017,0.0005894913061275804,32,32,2560,10240,51200,False,480,1
0.014,0.018000000000000002,0.01671428571428572,0.017,0.000824786098842323,0.008,0.009000000000000001,0.008100000000000001,0.008,0.0003000000000000003,0.234,0.23600000000000002,0.23500000000000001,0.23500000000000001,0.0005477225575051667,0.021,0.022,0.02135,0.021,0.00047696960070847173,0.056,0.057,0.056600000000000004,0.057,0.000489897948556636,0.23600000000000002,0.23900000000000002,0.23750000000000004,0.23800000000000002,0.0007416198487095669,0.032,0.033,0.032850000000000004,0.033,0.00035707142142714284,0.21,0.211,0.21025,0.21,0.00043301270189221973,0.015,0.017,0.015750000000000004,0.016,0.0007664854858377954,32,32,2560,10240,51200,False,472,1
